158,3.9,45,0,10,0
159,3.9,0,85680,10,0
160,3.9,3,-430.66,10,0
161,4,42,0,10,0
162,4,45,0,10,0
163,4,0,85680,10,0
164,4,3,-478.51,10,0
165,4.1,42,0,10,0
166,4.1,45,0,10,0
167,4.1,0,85680,10,0
168,4.1,3,-526.36,10,0
169,4.2,42,0,10,0
170,4.2,45,0,10,0
171,4.2,0,85680,10,0
172,4.2,3,-574.21,10,0
173,4.3,42,0,10,0
174,4.3,45,0,10,0
175,4.3,0,85680,10,0
176,4.3,3,-622.06,10,0
177,4.4,42,0,10,0
178,4.4,45,0,10,0
179,4.4,0,85680,10,0
180,4.4,3,-669.91,10,0
181,4.5,42,0,10,0
182,4.5,45,0,10,0
183,4.5,0,85680,10,0
184,4.5,3,-717.76,10,0
185,4.6,42,0,10,0
186,4.6,45,0,10,0
187,4.6,0,85680,10,0
188,4.6,3,-765.61,10,0
189,4.7,42,0,10,0
190,4.7,45,0,10,0
191,4.7,0,85680,10,0
192,4.7,3,-813.46,10,0
193,4.8,42,0,10,0
194,4.8,45,0,10,0
195,4.8,0,85680,10,0
196,4.8,3,-861.31,10,0
197,4.9,42,0,10,0
198,4.9,45,0,10,0
199,4.9,0,85680,10,0
200,4.9,3,-909.16,10,0
201,5,42,0,10,0
202,5,45,0,10,0
203,5,0,85680,10,0
204,5,3,-957.01,10,0
205,5.1,42,216.31,10,0
206,5.1,45,5064,10,0
207,5.1,0,85678,10,0
208,5.1,3,5966,10,0
209,5.2,42,1023.7,10,0
210,5.2,45,10844,10,0
211,5.2,0,85670,10,0
212,5.2,3,5505.3,10,0
213,5.3,42,2404.8,10,0
214,5.3,45,16323,10,0
215,5.3,0,85655,10,0
216,5.3,3,5402.6,10,0
217,5.4,42,4298.1,10,0
218,5.4,45,21726,10,0
219,5.4,0,85635,10,0
220,5.4,3,5418.5,10,0
221,5.5,42,6718.8,10,0
222,5.5,45,27121,10,0
223,5.5,0,85609,10,0
224,5.5,3,5476.5,10,0
225,5.6,42,9798.1,10,0
226,5.6,45,32599,10,0
227,5.6,0,85576,10,0
228,5.6,3,5523.2,10,0
229,5.7,42,13350,10,0
230,5.7,45,38117,10,0
231,5.7,0,85538,10,0
232,5.7,3,5567.4,10,0
233,5.8,42,17397,10,0
234,5.8,45,43674,10,0
235,5.8,0,85495,10,0
236,5.8,3,5611.4,10,0
237,5.9,42,21986,10,0
238,5.9,45,49276,10,0
239,5.9,0,85447,10,0
240,5.9,3,5655.6,10,0
241,6,42,27222,10,0
242,6,45,54929,10,0
243,6,0,85391,10,0
244,6,3,5699.3,10,0
245,6.1,42,33045,10,0
246,6.1,45,60627,10,0
247,6.1,0,85329,10,0
248,6.1,3,5738.3,10,0
249,6.2,42,39373,10,0
250,6.2,45,66362,10,0
251,6.2,0,85262,10,0
252,6.2,3,5776.3,10,0
253,6.3,42,46278,10,0
254,6.3,45,72138,10,0
255,6.3,0,85189,10,0
256,6.3,3,5803.8,10,0
257,6.4,42,53757,10,0
258,6.4,45,77942,10,0
259,6.4,0,85110,10,0
260,6.4,3,5818.9,10,0
261,6.5,42,61829,10,0
262,6.5,45,83762,10,0
263,6.5,0,85024,10,0
264,6.5,3,5831.4,10,0
265,6.6,42,70524,10,0
266,6.6,45,89596,10,0
267,6.6,0,84932,10,0
268,6.6,3,5843.9,10,0
269,6.7,42,79781,10,0
270,6.7,45,95441,10,0
271,6.7,0,84834,10,0
272,6.7,3,5855.6,10,0
273,6.8,42,89599,10,0
274,6.8,45,1.013e+05,10,0
275,6.8,0,84731,10,0
276,6.8,3,5856.7,10,0
277,6.9,42,1.0002e+05,10,0
278,6.9,45,1.0715e+05,10,0
279,6.9,0,84621,10,0
280,6.9,3,5825,10,0
281,7,42,1.1101e+05,10,0
282,7,45,1.1297e+05,10,0
283,7,0,84505,10,0
284,7,3,5788.5,10,0
285,7.1,42,1.2261e+05,10,0
286,7.1,45,1.1875e+05,10,0
287,7.1,0,84383,10,0
288,7.1,3,5751.2,10,0
289,7.2,42,1.3477e+05,10,0
290,7.2,45,1.2449e+05,10,0
291,7.2,0,84255,10,0
292,7.2,3,5712.5,10,0
293,7.3,42,1.4751e+05,10,0
294,7.3,45,1.302e+05,10,0
295,7.3,0,84121,10,0
296,7.3,3,5674.1,10,0
297,7.4,42,1.608e+05,10,0
298,7.4,45,1.3587e+05,10,0
299,7.4,0,83981,10,0
300,7.4,3,5637.5,10,0
301,7.5,42,1.7467e+05,10,0
302,7.5,45,1.415e+05,10,0
303,7.5,0,83836,10,0
304,7.5,3,5598.3,10,0
305,7.6,42,1.8909e+05,10,0
306,7.6,45,1.4708e+05,10,0
307,7.6,0,83685,10,0
308,7.6,3,5556.5,10,0
309,7.7,42,2.0409e+05,10,0
310,7.7,45,1.5263e+05,10,0
311,7.7,0,83528,10,0
312,7.7,3,5515.4,10,0
313,7.8,42,2.1963e+05,10,0
314,7.8,45,1.5814e+05,10,0
315,7.8,0,83366,10,0
316,7.8,3,5476.1,10,0
317,7.9,42,2.3571e+05,10,0
318,7.9,45,1.636e+05,10,0
319,7.9,0,83198,10,0
320,7.9,3,5434.3,10,0
321,8,42,2.5236e+05,10,0
322,8,45,1.6903e+05,10,0
323,8,0,83025,10,0
324,8,3,5391.5,10,0
325,8.1,42,2.6952e+05,10,0
326,8.1,45,1.7441e+05,10,0
327,8.1,0,82846,10,0
328,8.1,3,5332.3,10,0
329,8.2,42,2.8722e+05,10,0
330,8.2,45,1.7972e+05,10,0
331,8.2,0,82663,10,0
332,8.2,3,5254,10,0
333,8.3,42,3.0547e+05,10,0
334,8.3,45,1.8495e+05,10,0
335,8.3,0,82473,10,0
336,8.3,3,5173.8,10,0
337,8.4,42,3.2421e+05,10,0
338,8.4,45,1.9011e+05,10,0
339,8.4,0,82280,10,0
340,8.4,3,5098.5,10,0
341,8.5,42,3.4347e+05,10,0
342,8.5,45,1.9519e+05,10,0
343,8.5,0,82081,10,0
344,8.5,3,5018.3,10,0
345,8.6,42,3.6324e+05,10,0
346,8.6,45,2.0018e+05,10,0
347,8.6,0,81877,10,0
348,8.6,3,4939.4,10,0
349,8.7,42,3.835e+05,10,0
350,8.7,45,2.051e+05,10,0
351,8.7,0,81668,10,0
352,8.7,3,4862.8,10,0
353,8.8,42,4.0426e+05,10,0
354,8.8,45,2.0995e+05,10,0
355,8.8,0,81455,10,0
356,8.8,3,4781.4,10,0
357,8.9,42,4.2549e+05,10,0
358,8.9,45,2.1471e+05,10,0
359,8.9,0,81237,10,0
360,8.9,3,4704.5,10,0
361,9,42,4.4719e+05,10,0
362,9,45,2.1939e+05,10,0
363,9,0,81015,10,0
364,9,3,4622.8,10,0
365,9.1,42,4.6936e+05,10,0
366,9.1,45,2.24e+05,10,0
367,9.1,0,80789,10,0
368,9.1,3,4545.1,10,0
369,9.2,42,4.9199e+05,10,0
370,9.2,45,2.2852e+05,10,0
371,9.2,0,80558,10,0
372,9.2,3,4464.6,10,0
373,9.3,42,5.1507e+05,10,0
374,9.3,45,2.3296e+05,10,0
375,9.3,0,80324,10,0
376,9.3,3,4383.7,10,0
377,9.4,42,5.3858e+05,10,0
378,9.4,45,2.3733e+05,10,0
379,9.4,0,80085,10,0
380,9.4,3,4306.6,10,0
381,9.5,42,5.6253e+05,10,0
382,9.5,45,2.4162e+05,10,0
383,9.5,0,79842,10,0
384,9.5,3,4248.9,10,0
385,9.6,42,5.8691e+05,10,0
386,9.6,45,2.4586e+05,10,0
387,9.6,0,79596,10,0
388,9.6,3,4208.9,10,0
389,9.7,42,6.1171e+05,10,0
390,9.7,45,2.4999e+05,10,0
391,9.7,0,79346,10,0
392,9.7,3,3599,10,0
393,9.8,42,6.3688e+05,10,0
394,9.8,45,2.5332e+05,10,0
395,9.8,0,79093,10,0
396,9.8,3,2450.5,10,0
397,9.9,42,6.6233e+05,10,0
398,9.9,45,2.5553e+05,10,0
399,9.9,0,78838,10,0
400,9.9,3,1488.1,10,0
401,10,42,6.8796e+05,10,0
402,10,45,2.569e+05,10,0
403,10,0,78581,10,0
404,10,3,810.09,10,0
405,10.1,42,7.1369e+05,10,0
406,10.1,45,2.5756e+05,10,0
407,10.1,0,78324,10,0
408,10.1,3,150.99,10,0
409,10.2,42,7.3945e+05,10,0
410,10.2,45,2.5758e+05,10,0
411,10.2,0,78067,10,0
412,10.2,3,-295.89,10,0
413,10.3,42,7.6519e+05,10,0
414,10.3,45,2.5724e+05,10,0
415,10.3,0,77812,10,0
416,10.3,3,-518.11,10,0
417,10.4,42,7.9089e+05,10,0
418,10.4,45,2.5668e+05,10,0
419,10.4,0,77557,10,0
420,10.4,3,-851.07,10,0
421,10.5,42,8.1651e+05,10,0
422,10.5,45,2.5574e+05,10,0
423,10.5,0,77303,10,0
424,10.5,3,-1321,10,0
425,10.6,42,8.4202e+05,10,0
426,10.6,45,2.5434e+05,10,0
427,10.6,0,77051,10,0
428,10.6,3,-1662.5,10,0
429,10.7,42,8.6738e+05,10,0
430,10.7,45,2.5267e+05,10,0
431,10.7,0,76802,10,0
432,10.7,3,-1680.6,10,0
433,10.8,42,8.9255e+05,10,0
434,10.8,45,2.5099e+05,10,0
435,10.8,0,76554,10,0
436,10.8,3,-1669.4,10,0
437,10.9,42,9.1757e+05,10,0
438,10.9,45,2.4933e+05,10,0
439,10.9,0,76309,10,0
440,10.9,3,-1658.7,10,0
441,11,42,9.4242e+05,10,0
442,11,45,2.4767e+05,10,0
443,11,0,76066,10,0
444,11,3,-1648.2,10,0
445,11.1,42,9.6711e+05,10,0
446,11.1,45,2.4602e+05,10,0
447,11.1,0,75825,10,0
448,11.1,3,-1638.1,10,0
449,11.2,42,9.9163e+05,10,0
450,11.2,45,2.4438e+05,10,0
451,11.2,0,75587,10,0
452,11.2,3,-1626.9,10,0
453,11.3,42,1.016e+06,10,0
454,11.3,45,2.4275e+05,10,0
455,11.3,0,75350,10,0
456,11.3,3,-1617.9,10,0
457,11.4,42,1.0402e+06,10,0
458,11.4,45,2.4114e+05,10,0
459,11.4,0,75116,10,0
460,11.4,3,-1607.7,10,0
461,11.5,42,1.0642e+06,10,0
462,11.5,45,2.3953e+05,10,0
463,11.5,0,74883,10,0
464,11.5,3,-1598.5,10,0
465,11.6,42,1.0881e+06,10,0
466,11.6,45,2.3793e+05,10,0
467,11.6,0,74653,10,0
468,11.6,3,-1588.1,10,0
469,11.7,42,1.1118e+06,10,0
470,11.7,45,2.3634e+05,10,0
471,11.7,0,74425,10,0
472,11.7,3,-1578.9,10,0
473,11.8,42,1.1353e+06,10,0
474,11.8,45,2.3476e+05,10,0
475,11.8,0,74199,10,0
476,11.8,3,-1570.1,10,0
477,11.9,42,1.1587e+06,10,0
478,11.9,45,2.3319e+05,10,0
479,11.9,0,73975,10,0
480,11.9,3,-1560.8,10,0
481,12,42,1.182e+06,10,0
482,12,45,2.3163e+05,10,0
483,12,0,73752,10,0
484,12,3,-1551.5,10,0
485,12.1,42,1.2051e+06,10,0
486,12.1,45,2.3008e+05,10,0
487,12.1,0,73532,10,0
488,12.1,3,-1543.1,10,0
489,12.2,42,1.228e+06,10,0
490,12.2,45,2.2853e+05,10,0
491,12.2,0,73314,10,0
492,12.2,3,-1534.6,10,0
493,12.3,42,1.2508e+06,10,0
494,12.3,45,2.27e+05,10,0
495,12.3,0,73097,10,0
496,12.3,3,-1526.1,10,0
497,12.4,42,1.2734e+06,10,0
498,12.4,45,2.2547e+05,10,0
499,12.4,0,72883,10,0
500,12.4,3,-1517.6,10,0
501,12.5,42,1.2959e+06,10,0
502,12.5,45,2.2395e+05,10,0
503,12.5,0,72670,10,0
504,12.5,3,-1509.4,10,0
505,12.6,42,1.3182e+06,10,0
506,12.6,45,2.2244e+05,10,0
507,12.6,0,72460,10,0
508,12.6,3,-1501.4,10,0
509,12.7,42,1.3403e+06,10,0
510,12.7,45,2.2094e+05,10,0
511,12.7,0,72251,10,0
512,12.7,3,-1493.4,10,0
513,12.8,42,1.3624e+06,10,0
514,12.8,45,2.1944e+05,10,0
515,12.8,0,72044,10,0
516,12.8,3,-1485.6,10,0
517,12.9,42,1.3842e+06,10,0
518,12.9,45,2.1795e+05,10,0
519,12.9,0,71839,10,0
520,12.9,3,-1477.7,10,0
521,13,42,1.4059e+06,10,0
522,13,45,2.1647e+05,10,0
523,13,0,71635,10,0
524,13,3,-1470.2,10,0
525,13.1,42,1.4275e+06,10,0
526,13.1,45,2.15e+05,10,0
527,13.1,0,71433,10,0
528,13.1,3,-1462.7,10,0
529,13.2,42,1.449e+06,10,0
530,13.2,45,2.1354e+05,10,0
531,13.2,0,71234,10,0
532,13.2,3,-1455.4,10,0
533,13.3,42,1.4702e+06,10,0
534,13.3,45,2.1208e+05,10,0
535,13.3,0,71036,10,0
536,13.3,3,-1448.1,10,0
537,13.4,42,1.4914e+06,10,0
538,13.4,45,2.1063e+05,10,0
539,13.4,0,70839,10,0
540,13.4,3,-1440.9,10,0
541,13.5,42,1.5124e+06,10,0
542,13.5,45,2.0919e+05,10,0
543,13.5,0,70645,10,0
544,13.5,3,-1433.9,10,0
545,13.6,42,1.5332e+06,10,0
546,13.6,45,2.0775e+05,10,0
547,13.6,0,70452,10,0
548,13.6,3,-1427,10,0
549,13.7,42,1.5539e+06,10,0
550,13.7,45,2.0632e+05,10,0
551,13.7,0,70261,10,0
552,13.7,3,-1420.1,10,0
553,13.8,42,1.5745e+06,10,0
554,13.8,45,2.049e+05,10,0
555,13.8,0,70072,10,0
556,13.8,3,-1413.4,10,0
557,13.9,42,1.5949e+06,10,0
558,13.9,45,2.0349e+05,10,0
559,13.9,0,69884,10,0
560,13.9,3,-1406.8,10,0
561,14,42,1.6152e+06,10,0
562,14,45,2.0208e+05,10,0
563,14,0,69697,10,0
564,14,3,-1400.2,10,0
565,14.1,42,1.6353e+06,10,0
566,14.1,45,2.0067e+05,10,0
567,14.1,0,69513,10,0
568,14.1,3,-1393.8,10,0
569,14.2,42,1.6553e+06,10,0
570,14.2,45,1.9928e+05,10,0
571,14.2,0,69330,10,0
572,14.2,3,-1387.5,10,0
573,14.3,42,1.6752e+06,10,0
574,14.3,45,1.9789e+05,10,0
575,14.3,0,69149,10,0
576,14.3,3,-1381.2,10,0
577,14.4,42,1.6949e+06,10,0
578,14.4,45,1.9651e+05,10,0
579,14.4,0,68970,10,0
580,14.4,3,-1375,10,0
581,14.5,42,1.7145e+06,10,0
582,14.5,45,1.9513e+05,10,0
583,14.5,0,68791,10,0
584,14.5,3,-1368.9,10,0
585,14.6,42,1.7339e+06,10,0
586,14.6,45,1.9376e+05,10,0
587,14.6,0,68615,10,0
588,14.6,3,-1362.9,10,0
589,14.7,42,1.7532e+06,10,0
590,14.7,45,1.9239e+05,10,0
591,14.7,0,68440,10,0
592,14.7,3,-1357,10,0
593,14.8,42,1.7724e+06,10,0
594,14.8,45,1.9103e+05,10,0
595,14.8,0,68267,10,0
596,14.8,3,-1351.2,10,0
597,14.9,42,1.7914e+06,10,0
598,14.9,45,1.8968e+05,10,0
599,14.9,0,68095,10,0
600,14.9,3,-1345.5,10,0
601,15,42,1.8103e+06,10,0
602,15,45,1.8833e+05,10,0
603,15,0,67924,10,0
604,15,3,-1339.8,10,0
605,15.1,42,1.8291e+06,10,0
606,15.1,45,1.8699e+05,10,0
607,15.1,0,67756,10,0
608,15.1,3,-1334.2,10,0
609,15.2,42,1.8477e+06,10,0
610,15.2,45,1.8566e+05,10,0
611,15.2,0,67589,10,0
612,15.2,3,-1328.6,10,0
613,15.3,42,1.8662e+06,10,0
614,15.3,45,1.8433e+05,10,0
615,15.3,0,67423,10,0
616,15.3,3,-1323.2,10,0
617,15.4,42,1.8846e+06,10,0
618,15.4,45,1.83e+05,10,0
619,15.4,0,67259,10,0
620,15.4,3,-1317.9,10,0
621,15.5,42,1.9028e+06,10,0
622,15.5,45,1.8168e+05,10,0
623,15.5,0,67096,10,0
624,15.5,3,-1312.7,10,0
625,15.6,42,1.9209e+06,10,0
626,15.6,45,1.8037e+05,10,0
627,15.6,0,66934,10,0
628,15.6,3,-1307.5,10,0
629,15.7,42,1.9389e+06,10,0
630,15.7,45,1.7906e+05,10,0
631,15.7,0,66775,10,0
632,15.7,3,-1302.5,10,0
633,15.8,42,1.9567e+06,10,0
634,15.8,45,1.7775e+05,10,0
635,15.8,0,66616,10,0
636,15.8,3,-1297.5,10,0
637,15.9,42,1.9744e+06,10,0
638,15.9,45,1.7646e+05,10,0
639,15.9,0,66459,10,0
640,15.9,3,-1292.6,10,0
641,16,42,1.992e+06,10,0
642,16,45,1.7516e+05,10,0
643,16,0,66303,10,0
644,16,3,-1287.7,10,0
645,16.1,42,2.0095e+06,10,0
646,16.1,45,1.7387e+05,10,0
647,16.1,0,66149,10,0
648,16.1,3,-1282.9,10,0
649,16.2,42,2.0268e+06,10,0
650,16.2,45,1.7259e+05,10,0
651,16.2,0,65996,10,0
652,16.2,3,-1278.2,10,0
653,16.3,42,2.044e+06,10,0
654,16.3,45,1.7131e+05,10,0
655,16.3,0,65845,10,0
656,16.3,3,-1273.5,10,0
657,16.4,42,2.061e+06,10,0
658,16.4,45,1.7003e+05,10,0
659,16.4,0,65695,10,0
660,16.4,3,-1268.9,10,0
661,16.5,42,2.078e+06,10,0
662,16.5,45,1.6876e+05,10,0
663,16.5,0,65546,10,0
664,16.5,3,-1264.4,10,0
665,16.6,42,2.0948e+06,10,0
666,16.6,45,1.6749e+05,10,0
667,16.6,0,65399,10,0
668,16.6,3,-1259.9,10,0
669,16.7,42,2.1115e+06,10,0
670,16.7,45,1.6623e+05,10,0
671,16.7,0,65252,10,0
672,16.7,3,-1255.4,10,0
673,16.8,42,2.128e+06,10,0
674,16.8,45,1.6498e+05,10,0
675,16.8,0,65108,10,0
676,16.8,3,-1251.1,10,0
677,16.9,42,2.1445e+06,10,0
678,16.9,45,1.6372e+05,10,0
679,16.9,0,64965,10,0
680,16.9,3,-1246.7,10,0
681,17,42,2.1608e+06,10,0
682,17,45,1.6247e+05,10,0
683,17,0,64822,10,0
684,17,3,-1242.5,10,0
685,17.1,42,2.177e+06,10,0
686,17.1,45,1.6123e+05,10,0
687,17.1,0,64682,10,0
688,17.1,3,-1238.3,10,0
689,17.2,42,2.1931e+06,10,0
690,17.2,45,1.5999e+05,10,0
691,17.2,0,64542,10,0
692,17.2,3,-1234.1,10,0
693,17.3,42,2.209e+06,10,0
694,17.3,45,1.5876e+05,10,0
695,17.3,0,64404,10,0
696,17.3,3,-1230,10,0
697,17.4,42,2.2248e+06,10,0
698,17.4,45,1.5752e+05,10,0
699,17.4,0,64267,10,0
700,17.4,3,-1226,10,0
701,17.5,42,2.2405e+06,10,0
702,17.5,45,1.563e+05,10,0
703,17.5,0,64132,10,0
704,17.5,3,-1222,10,0
705,17.6,42,2.2561e+06,10,0
706,17.6,45,1.5507e+05,10,0
707,17.6,0,63997,10,0
708,17.6,3,-1218,10,0
709,17.7,42,2.2715e+06,10,0
710,17.7,45,1.5385e+05,10,0
711,17.7,0,63864,10,0
712,17.7,3,-1214.2,10,0
713,17.8,42,2.2868e+06,10,0
714,17.8,45,1.5264e+05,10,0
715,17.8,0,63733,10,0
716,17.8,3,-1210.3,10,0
717,17.9,42,2.302e+06,10,0
718,17.9,45,1.5142e+05,10,0
719,17.9,0,63602,10,0
720,17.9,3,-1206.5,10,0
721,18,42,2.3171e+06,10,0
722,18,45,1.5022e+05,10,0
723,18,0,63473,10,0
724,18,3,-1202.8,10,0
725,18.1,42,2.3321e+06,10,0
726,18.1,45,1.4901e+05,10,0
727,18.1,0,63344,10,0
728,18.1,3,-1199.1,10,0
729,18.2,42,2.3469e+06,10,0
730,18.2,45,1.4781e+05,10,0
731,18.2,0,63218,10,0
732,18.2,3,-1195.4,10,0
733,18.3,42,2.3617e+06,10,0
734,18.3,45,1.4661e+05,10,0
735,18.3,0,63091,10,0
736,18.3,3,-1191.8,10,0
737,18.4,42,2.3762e+06,10,0
738,18.4,45,1.4542e+05,10,0
739,18.4,0,62967,10,0
740,18.4,3,-1188.3,10,0
741,18.5,42,2.3907e+06,10,0
742,18.5,45,1.4423e+05,10,0
743,18.5,0,62844,10,0
744,18.5,3,-1184.8,10,0
745,18.6,42,2.4051e+06,10,0
746,18.6,45,1.4305e+05,10,0
747,18.6,0,62722,10,0
748,18.6,3,-1181.3,10,0
749,18.7,42,2.4193e+06,10,0
750,18.7,45,1.4186e+05,10,0
751,18.7,0,62601,10,0
752,18.7,3,-1177.9,10,0
753,18.8,42,2.4334e+06,10,0
754,18.8,45,1.4068e+05,10,0
755,18.8,0,62481,10,0
756,18.8,3,-1174.5,10,0
757,18.9,42,2.4475e+06,10,0
758,18.9,45,1.3951e+05,10,0
759,18.9,0,62362,10,0
760,18.9,3,-1171.2,10,0
761,19,42,2.4613e+06,10,0
762,19,45,1.3833e+05,10,0
763,19,0,62245,10,0
764,19,3,-1167.9,10,0
765,19.1,42,2.4751e+06,10,0
766,19.1,45,1.3717e+05,10,0
767,19.1,0,62129,10,0
768,19.1,3,-1164.7,10,0
769,19.2,42,2.4888e+06,10,0
770,19.2,45,1.36e+05,10,0
771,19.2,0,62013,10,0
772,19.2,3,-1161.5,10,0
773,19.3,42,2.5023e+06,10,0
774,19.3,45,1.3484e+05,10,0
775,19.3,0,61899,10,0
776,19.3,3,-1158.3,10,0
777,19.4,42,2.5158e+06,10,0
778,19.4,45,1.3368e+05,10,0
779,19.4,0,61786,10,0
780,19.4,3,-1155.2,10,0
781,19.5,42,2.529e+06,10,0
782,19.5,45,1.3252e+05,10,0
783,19.5,0,61675,10,0
784,19.5,3,-1152.1,10,0
785,19.6,42,2.5423e+06,10,0
786,19.6,45,1.3137e+05,10,0
787,19.6,0,61564,10,0
788,19.6,3,-1149.1,10,0
789,19.7,42,2.5553e+06,10,0
790,19.7,45,1.3022e+05,10,0
791,19.7,0,61454,10,0
792,19.7,3,-1146.1,10,0
793,19.8,42,2.5683e+06,10,0
794,19.8,45,1.2907e+05,10,0
795,19.8,0,61346,10,0
796,19.8,3,-1143.1,10,0
797,19.9,42,2.5811e+06,10,0
798,19.9,45,1.2792e+05,10,0
799,19.9,0,61239,10,0
800,19.9,3,-1140.1,10,0
801,20,42,2.5939e+06,10,0
802,20,45,1.2678e+05,10,0
803,20,0,61132,10,0
804,20,3,-1137.2,10,0
805,20.1,42,2.6065e+06,10,0
806,20.1,45,1.2564e+05,10,0
807,20.1,0,61027,10,0
808,20.1,3,-1134.4,10,0
809,20.2,42,2.619e+06,10,0
810,20.2,45,1.2451e+05,10,0
811,20.2,0,60922,10,0
812,20.2,3,-1131.6,10,0
813,20.3,42,2.6314e+06,10,0
814,20.3,45,1.2338e+05,10,0
815,20.3,0,60820,10,0
816,20.3,3,-1128.8,10,0
817,20.4,42,2.6437e+06,10,0
818,20.4,45,1.2224e+05,10,0
819,20.4,0,60717,10,0
820,20.4,3,-1126.1,10,0
821,20.5,42,2.6558e+06,10,0
822,20.5,45,1.2112e+05,10,0
823,20.5,0,60617,10,0
824,20.5,3,-1123.4,10,0
825,20.6,42,2.6679e+06,10,0
826,20.6,45,1.1999e+05,10,0
827,20.6,0,60517,10,0
828,20.6,3,-1120.7,10,0
829,20.7,42,2.6798e+06,10,0
830,20.7,45,1.1887e+05,10,0
831,20.7,0,60418,10,0
832,20.7,3,-1118.1,10,0
