Time@Axial Accel (Gs),Axial Accel (Gs)
28.7712,-0.16
28.7738,-0.16
28.7763,-0.0700001
28.7787,-0.16
28.7813,-0.16
28.7838,-0.24
28.7862,-0.24
28.7887,0.02
28.7913,-0.0700001
28.7938,-0.16
28.7962,-0.0700001
28.7987,-0.16
28.8013,-0.16
28.8037,-0.0700001
28.8062,-0.16
28.8088,-0.0700001
28.8113,-0.24
28.8137,-0.16
28.8162,-0.16
28.8188,-0.0700001
28.8213,-0.0700001
28.8237,-0.0700001
28.8263,-0.0700001
28.8288,-0.0700001
28.8312,-0.16
28.8337,-0.0700001
28.8363,-0.16
28.8388,-0.0700001
28.8412,-0.16
28.8438,-0.16
28.8463,-0.0700001
28.8487,0.02
28.8512,-0.0700001
28.8538,-0.0700001
28.8563,-0.0700001
28.8587,-0.16
28.8612,-0.0700001
28.8638,-0.0700001
28.8662,-0.0700001
28.8687,-0.0700001
28.8713,-0.0700001
28.8738,-0.0700001
28.8762,-0.0700001
28.8787,-0.16
28.8813,-0.0700001
28.8838,-0.16
28.8862,-0.0700001
28.8888,-0.0700001
28.8913,-0.16
28.8937,-0.0700001
28.8962,-0.0700001
28.8988,-0.33
28.9013,-0.0700001
28.9037,-0.16
28.9063,-0.0700001
28.9088,-0.0700001
28.9112,-0.16
28.9137,-0.0700001
28.9163,-0.0700001
28.9188,-0.0700001
28.9212,-0.0700001
28.9237,-0.16
28.9263,-0.0700001
28.9287,-0.0700001
28.9312,-0.0700001
28.9338,-0.0700001
28.9363,-0.0700001
28.9387,-0.0700001
28.9412,-0.16
28.9438,-0.0700001
28.9463,-0.0700001
28.9487,-0.0700001
28.9513,-0.0700001
28.9538,-0.16
28.9562,-0.16
28.9587,-0.0700001
28.9613,-0.0700001
28.9638,-0.0700001
28.9662,-0.0700001
28.9688,-0.0700001
28.9713,-0.0700001
28.9737,-0.0700001
28.9762,-0.0700001
28.9788,-0.0700001
28.9813,-0.0700001
28.9837,-0.0700001
28.9862,-0.16
28.9888,-0.0700001
28.9912,-0.0700001
28.9937,-0.0700001
28.9963,-0.24
28.9988,-0.0700001
29.0012,-0.0700001
29.0037,-0.0700001
29.0063,-0.0700001
29.0088,-0.16
29.0112,-0.0700001
29.0138,-0.0700001
29.0163,-0.0700001
29.0187,-0.0700001
29.0212,-0.16
29.0238,-0.16
29.0263,-0.0700001
29.0287,-0.16
29.0313,-0.0700001
29.0338,-0.0700001
29.0362,-0.0700001
29.0387,-0.16
29.0413,-0.0700001
29.0438,-0.16
29.0462,-0.24
29.0487,-0.0700001
29.0513,-0.0700001
29.0537,-0.0700001
29.0562,-0.16
29.0588,-0.16
29.0613,-0.0700001
29.0637,-0.42
29.0662,-0.16
29.0688,-0.0700001
29.0713,-0.24
29.0737,-0.16
29.0763,-0.16
29.0788,-0.0700001
29.0812,-0.0700001
29.0837,-0.16
29.0863,-0.24
29.0888,-0.24
29.0912,-0.0700001
29.0938,-0.0700001
29.0963,-0.0700001
29.0987,-0.0700001
29.1012,-0.33
29.1038,-0.24
29.1063,-0.16
29.1087,0.02
29.1112,0.11
29.1138,-0.0700001
29.1162,-0.24
29.1187,-0.33
29.1213,-0.16
29.1238,-0.0700001
29.1262,-0.0700001
29.1287,-0.16
29.1313,-0.16
29.1338,-0.16
29.1362,-0.0700001
29.1388,-0.16
29.1413,-0.0700001
29.1437,-0.0700001
29.1462,-0.33
29.1488,-0.16
29.1513,-0.16
29.1537,-0.0700001
29.1563,-0.24
29.1588,-0.33
29.1612,-0.0700001
29.1637,-0.0700001
29.1663,-0.0700001
29.1688,-0.16
29.1712,-0.24
29.1737,-0.24
29.1763,-0.0700001
29.1787,-0.0700001
29.1812,-0.16
29.1838,-0.16
29.1863,-0.16
29.1887,-0.16
29.1912,-0.0700001
29.1938,-0.16
29.1963,-0.0700001
29.1987,-0.16
29.2013,-0.16
29.2038,-0.24
29.2062,-0.0700001
29.2087,-0.0700001
29.2113,-0.16
29.2138,-0.16
29.2162,-0.16
29.2188,-0.16
29.2213,-0.16
29.2237,-0.16
29.2262,-0.0700001
29.2288,0.02
29.2313,-0.16
29.2337,-0.0700001
29.2362,-0.24
29.2388,-0.0700001
29.2412,-0.16
29.2437,-0.0700001
29.2463,-0.0700001
29.2488,-0.0700001
29.2512,-0.0700001
29.2537,-0.33
29.2563,-0.24
29.2588,-0.16
29.2612,-0.24
29.2638,-0.16
29.2663,-0.16
29.2687,-0.0700001
29.2712,-0.24
29.2738,-0.16
29.2763,-0.24
29.2787,-0.16
29.2813,-0.24
29.2838,-0.33
29.2862,-0.24
29.2887,-0.24
29.2913,-0.0700001
29.2938,-0.0700001
29.2962,-0.33
29.2987,-0.33
29.3013,-0.16
29.3037,-0.16
29.3062,-0.24
29.3088,-0.0700001
29.3113,-0.16
29.3137,-0.24
29.3162,-0.16
29.3188,-0.16
29.3213,-0.16
29.3237,-0.33
29.3263,-0.24
29.3288,-0.16
29.3312,-0.0700001
29.3337,-0.16
29.3363,-0.16
29.3388,-0.33
29.3412,-0.16
29.3438,-0.24
29.3463,-0.24
29.3487,-0.24
29.3512,-0.24
29.3538,-0.24
29.3563,-0.24
29.3587,-0.16
29.3612,-0.0700001
29.3638,-0.0700001
29.3662,-0.33
29.3687,-0.16
29.3713,-0.33
29.3738,-0.16
29.3762,-0.16
29.3787,-0.0700001
29.3813,-0.24
29.3838,-0.33
29.3862,-0.42
29.3888,-0.16
29.3913,-0.24
29.3937,-0.24
29.3962,-0.16
29.3988,-0.16
29.4013,-0.24
29.4037,-0.0700001
29.4063,-0.16
29.4088,-0.24
29.4112,-0.24
29.4137,-0.16
29.4163,-0.24
29.4188,-0.16
29.4212,-0.24
29.4237,-0.16
29.4263,-0.24
29.4287,-0.24
29.4312,-0.0700001
29.4338,-0.24
29.4363,-0.24
29.4387,-0.33
29.4412,-0.33
29.4438,-0.16
29.4463,-0.24
29.4487,-0.24
29.4513,-0.42
29.4538,-0.42
29.4562,-0.42
29.4587,-0.16
29.4613,-0.0700001
29.4638,-0.33
29.4662,-0.42
29.4688,-0.42
29.4713,-0.16
29.4737,-0.0700001
29.4762,-0.16
29.4788,-0.24
29.4813,-0.33
29.4837,-0.24
29.4862,-0.24
29.4888,-0.16
29.4912,-0.16
29.4937,-0.16
29.4963,-0.16
29.4988,-0.24
29.5012,-0.24
29.5037,-0.24
29.5063,-0.24
29.5088,-0.24
29.5112,-0.33
29.5138,-0.33
29.5163,-0.16
29.5187,-0.16
29.5212,-0.16
29.5238,-0.24
29.5263,-0.33
29.5287,-0.16
29.5313,-0.33
29.5338,-0.16
29.5362,-0.16
29.5387,-0.24
29.5413,-0.33
29.5438,-0.33
29.5462,-0.24
29.5487,-0.24
29.5513,-0.16
29.5537,-0.24
29.5562,-0.33
29.5588,-0.42
29.5613,-0.42
29.5637,-0.24
29.5662,-0.24
29.5688,-0.0700001
29.5713,-0.42
29.5737,-0.42
29.5763,-0.42
29.5788,-0.16
29.5812,-0.16
29.5837,-0.24
29.5863,-0.33
29.5888,-0.42
29.5912,-0.24
29.5938,-0.0700001
29.5963,-0.24
29.5987,-0.0700001
29.6012,-0.33
29.6038,-0.42
29.6063,-0.42
29.6087,-0.24
29.6112,-0.16
29.6138,-0.16
29.6162,-0.42
29.6187,-0.51
29.6213,-0.51
29.6238,-0.24
29.6262,-0.0700001
29.6287,-0.24
29.6313,-0.33
29.6338,-0.69
29.6362,-0.51
29.6388,-0.24
29.6413,-0.24
29.6437,-0.33
29.6462,-0.42
29.6488,-0.51
29.6513,-0.42
29.6537,-0.33
29.6563,-0.24
29.6588,-0.24
29.6612,-0.42
29.6637,-0.42
29.6663,-0.42
29.6688,-0.42
29.6712,-0.33
29.6737,-0.33
29.6763,-0.33
29.6787,-0.42
29.6812,-0.6
29.6838,-0.51
29.6863,-0.16
29.6887,-0.33
29.6912,-0.24
29.6938,-0.42
29.6963,-0.42
29.6987,-0.51
29.7013,-0.42
29.7038,-0.24
29.7062,-0.16
29.7087,-0.16
29.7113,-0.42
29.7138,-0.33
29.7162,-0.33
29.7188,-0.16
29.7213,-0.16
29.7237,-0.0700001
29.7262,-0.33
29.7288,-0.42
29.7313,-0.42
29.7337,-0.16
29.7362,-0.16
29.7388,-0.0700001
29.7412,-0.24
29.7437,-0.24
29.7463,-0.33
29.7488,-0.16
29.7512,-0.24
29.7537,-0.0700001
29.7563,-0.24
29.7588,-0.24
29.7612,-0.33
29.7638,-0.24
29.7663,-0.16
29.7687,-0.0700001
29.7712,-0.16
29.7738,-0.33
29.7763,-0.42
29.7787,-0.16
29.7813,-0.16
29.7838,0.2
29.7862,0.02
29.7887,-0.24
29.7913,-0.42
29.7938,-0.33
29.7962,-0.0700001
29.7987,0.2
29.8013,-0.0700001
29.8037,-0.24
29.8062,-0.42
29.8088,-0.24
29.8113,-0.0700001
29.8137,-0.0700001
29.8162,-0.0700001
29.8188,-0.0700001
29.8213,-0.24
29.8237,-0.16
29.8263,-0.0700001
29.8288,-0.0700001
29.8312,-0.16
29.8337,-0.0700001
29.8363,-0.0700001
29.8388,-0.24
29.8412,-0.24
29.8438,-0.0700001
29.8463,-0.0700001
29.8487,-0.0700001
29.8512,-0.24
29.8538,-0.0700001
29.8563,-0.24
29.8587,-0.0700001
29.8612,-0.0700001
29.8638,-0.16
29.8662,-0.16
29.8687,-0.33
29.8713,-0.16
29.8738,-0.24
29.8762,-0.16
29.8787,-0.24
29.8813,-0.33
29.8838,-0.16
29.8862,-0.24
29.8888,-0.16
29.8913,-0.24
29.8937,-0.24
29.8962,-0.24
29.8988,-0.33
29.9013,-0.16
29.9037,-0.24
29.9063,-0.24
29.9088,-0.24
29.9112,-0.42
29.9137,-0.33
29.9163,-0.24
29.9188,-0.33
29.9212,-0.42
29.9237,-0.24
29.9263,-0.16
29.9287,-0.33
29.9312,-0.24
29.9338,-0.24
29.9363,-0.16
29.9387,-0.16
29.9412,-0.24
29.9438,-0.33
29.9463,-0.24
29.9487,-0.16
29.9513,-0.16
29.9538,-0.24
29.9562,-0.24
29.9587,-0.24
29.9613,-0.16
29.9638,-0.0700001
29.9662,-0.0700001
29.9688,-0.33
29.9713,-0.16
29.9737,-0.16
29.9762,-0.0700001
29.9788,-0.16
29.9813,-0.16
29.9837,-0.0700001
29.9862,-0.16
29.9888,-0.0700001
29.9912,-0.0700001
29.9937,-0.0700001
29.9963,-0.0700001
29.9988,-0.16
30.0012,-0.16
30.0037,-0.0700001
30.0063,-0.16
30.0088,-0.0700001
30.0112,-0.0700001
30.0138,-0.16
30.0163,-0.0700001
30.0187,-0.16
30.0212,-0.0700001
30.0238,-0.0700001
30.0263,-0.0700001
30.0287,-0.0700001
30.0313,-0.16
30.0338,-0.0700001
30.0362,-0.0700001
30.0387,-0.16
30.0413,-0.16
30.0438,-0.0700001
30.0462,-0.16
30.0487,-0.0700001
30.0513,-0.16
30.0537,-0.16
30.0562,-0.0700001
30.0588,-0.0700001
30.0613,-0.0700001
30.0637,-0.24
30.0662,-0.0700001
30.0688,-0.16
30.0713,-0.16
30.0737,-0.16
30.0763,-0.16
30.0788,-0.0700001
30.0812,-0.0700001
30.0837,-0.0700001
30.0863,-0.24
30.0888,-0.0700001
30.0912,-0.16
30.0938,-0.0700001
30.0963,-0.0700001
30.0987,-0.0700001
30.1012,-0.16
30.1038,-0.0700001
30.1063,-0.0700001
30.1087,-0.0700001
30.1112,-0.0700001
30.1138,-0.0700001
30.1162,-0.0700001
30.1187,-0.0700001
30.1213,-0.0700001
30.1238,-0.16
30.1262,-0.0700001
30.1287,-0.0700001
30.1313,-0.0700001
30.1338,-0.0700001
30.1362,-0.16
30.1388,-0.0700001
30.1413,-0.0700001
30.1437,-0.24
30.1462,-0.16
30.1488,-0.0700001
30.1513,-0.16
30.1537,-0.16
30.1563,-0.0700001
30.1588,-0.16
30.1612,-0.33
30.1637,-0.0700001
30.1663,-0.0700001
30.1688,-0.16
30.1712,-0.0700001
30.1737,-0.24
30.1763,-0.0700001
30.1787,-0.0700001
30.1812,-0.0700001
30.1838,-0.0700001
30.1863,-0.16
30.1887,-0.24
30.1912,-0.16
30.1938,-0.0700001
30.1963,-0.16
30.1987,-0.24
30.2013,-0.24
30.2038,-0.16
30.2062,-0.24
30.2087,-0.16
30.2113,-0.24
30.2138,-0.24
30.2162,-0.24
30.2188,-0.33
30.2213,-0.16
30.2237,-0.16
30.2262,-0.0700001
30.2288,-0.24
30.2313,-0.24
30.2337,-0.33
30.2362,-0.16
30.2388,-0.24
30.2412,-0.24
30.2437,-0.33
30.2463,-0.33
30.2488,-0.16
30.2512,-0.0700001
30.2537,-0.0700001
30.2563,-0.42
30.2588,-0.42
30.2612,-0.24
30.2638,-0.0700001
30.2663,-0.0700001
30.2687,-0.33
30.2712,-0.42
30.2738,-0.33
30.2763,-0.0700001
30.2787,-0.0700001
30.2813,-0.0700001
30.2838,-0.16
30.2862,-0.42
30.2887,-0.42
30.2913,-0.16
30.2938,0.02
30.2962,-0.0700001
30.2987,-0.33
30.3013,-0.42
30.3037,-0.24
30.3062,-0.0700001
30.3088,-0.0700001
30.3113,-0.33
30.3137,-0.33
30.3162,-0.33
30.3188,-0.16
30.3213,-0.16
30.3237,-0.0700001
30.3263,-0.16
30.3288,-0.42
30.3312,-0.24
30.3337,-0.16
30.3363,-0.0700001
30.3388,-0.0700001
30.3412,-0.16
30.3438,-0.33
30.3463,-0.16
30.3487,-0.0700001
30.3512,-0.16
30.3538,-0.16
30.3563,-0.42
30.3587,-0.42
30.3612,-0.24
30.3638,-0.16
30.3662,-0.16
30.3687,-0.24
30.3713,-0.16
30.3738,-0.42
30.3762,-0.16
30.3787,-0.16
30.3813,-0.16
30.3838,-0.24
30.3862,-0.33
30.3888,-0.33
30.3913,-0.33
30.3937,-0.16
30.3962,-0.16
30.3988,-0.33
30.4013,-0.42
30.4037,-0.42
30.4063,-0.33
30.4088,-0.24
30.4112,-0.33
30.4137,-0.42
30.4163,-0.33
30.4188,-0.42
30.4212,-0.24
30.4237,-0.42
30.4263,-0.24
30.4287,-0.42
30.4312,-0.42
30.4338,-0.33
30.4363,-0.42
30.4387,-0.24
30.4412,-0.42
30.4438,-0.42
30.4463,-0.42
30.4487,-0.33
30.4513,-0.42
30.4538,-0.33
30.4562,-0.33
30.4587,-0.42
30.4613,-0.42
30.4638,-0.42
30.4662,-0.42
30.4688,-0.42
30.4713,-0.42
30.4737,-0.42
30.4762,-0.42
30.4788,-0.42
30.4813,-0.33
30.4837,-0.33
30.4862,-0.24
30.4888,-0.33
30.4912,-0.33
30.4937,-0.42
30.4963,-0.42
30.4988,-0.33
30.5012,-0.42
30.5037,-0.16
30.5063,-0.42
30.5088,-0.51
30.5112,-0.42
30.5138,-0.42
30.5163,-0.33
30.5187,-0.16
30.5212,-0.33
30.5238,-0.42
30.5263,-0.42
30.5287,-0.42
30.5313,-0.33
30.5338,-0.33
30.5362,-0.24
30.5387,-0.42
30.5413,-0.42
30.5438,-0.51
30.5462,-0.33
30.5487,-0.33
30.5513,-0.42
30.5537,-0.51
30.5562,-0.51
30.5588,-0.42
30.5613,-0.42
30.5637,-0.42
30.5662,-0.42
30.5688,-0.42
30.5713,-0.51
30.5737,-0.42
30.5763,-0.42
30.5788,-0.42
30.5812,-0.42
30.5837,-0.42
30.5863,-0.51
30.5888,-0.42
30.5912,-0.42
30.5938,-0.42
30.5963,-0.42
30.5987,-0.42
30.6012,-0.51
30.6038,-0.6
30.6063,-0.51
30.6087,-0.42
30.6112,-0.42
30.6138,-0.6
30.6162,-0.51
30.6187,-0.51
30.6213,-0.42
30.6238,-0.42
30.6262,-0.33
30.6287,-0.51
30.6313,-0.51
30.6338,-0.51
30.6362,-0.33
30.6388,-0.42
30.6413,-0.42
30.6437,-0.51
30.6462,-0.6
30.6488,-0.42
30.6513,-0.42
30.6537,-0.33
30.6563,-0.51
30.6588,-0.51
30.6612,-0.42
30.6637,-0.42
30.6663,-0.42
30.6688,-0.51
30.6712,-0.42
30.6737,-0.51
30.6763,-0.51
30.6787,-0.42
30.6812,-0.42
30.6838,-0.42
30.6863,-0.42
30.6887,-0.33
30.6912,-0.42
30.6938,-0.51
30.6963,-0.42
30.6987,-0.42
30.7013,-0.51
30.7038,-0.42
30.7062,-0.51
30.7087,-0.42
30.7113,-0.42
30.7138,-0.42
30.7162,-0.51
30.7188,-0.42
30.7213,-0.42
30.7237,-0.42
30.7262,-0.42
30.7288,-0.51
30.7313,-0.42
30.7337,-0.42
30.7362,-0.42
30.7388,-0.51
30.7412,-0.42
30.7437,-0.33
30.7463,-0.42
30.7488,-0.42
30.7512,-0.42
30.7537,-0.42
30.7563,-0.51
30.7588,-0.42
30.7612,-0.42
30.7638,-0.42
30.7663,-0.51
30.7687,-0.51
30.7712,-0.51
30.7738,-0.42
30.7763,-0.42
30.7787,-0.42
30.7813,-0.42
30.7838,-0.42
30.7862,-0.33
30.7887,-0.33
30.7913,-0.42
30.7938,-0.42
30.7962,-0.42
30.7987,-0.42
30.8013,-0.42
30.8037,-0.33
30.8062,-0.42
30.8088,-0.6
30.8113,-0.42
30.8137,-0.51
30.8162,-0.33
30.8188,-0.51
30.8213,-0.42
30.8237,-0.51
30.8263,-0.51
30.8288,-0.42
30.8312,-0.42
30.8337,-0.42
30.8363,-0.42
30.8388,-0.6
30.8412,-0.42
30.8438,-0.42
30.8463,-0.42
30.8487,-0.42
30.8512,-0.42
30.8538,-0.42
30.8563,-0.51
30.8587,-0.42
30.8612,-0.42
30.8638,-0.42
30.8662,-0.42
30.8687,-0.42
30.8713,-0.42
30.8738,-0.42
30.8762,-0.42
30.8787,-0.42
30.8813,-0.33
30.8838,-0.42
30.8862,-0.33
30.8888,-0.33
30.8913,-0.42
30.8937,-0.42
30.8962,-0.42
30.8988,-0.33
30.9013,-0.42
30.9037,-0.33
30.9063,-0.33
30.9088,-0.42
30.9112,-0.42
30.9137,-0.42
30.9163,-0.42
30.9188,-0.33
30.9212,-0.42
30.9237,-0.33
30.9263,-0.42
30.9287,-0.33
30.9312,-0.33
30.9338,-0.33
30.9363,-0.33
30.9387,-0.33
30.9412,-0.42
30.9438,-0.24
30.9463,-0.24
30.9487,-0.24
30.9513,-0.24
30.9538,-0.24
30.9562,-0.42
30.9587,-0.42
30.9613,-0.24
30.9638,-0.33
30.9662,-0.16
30.9688,-0.24
30.9713,-0.33
30.9737,-0.33
30.9762,-0.33
30.9788,-0.0700001
30.9813,-0.24
30.9837,-0.24
30.9862,-0.33
30.9888,-0.33
30.9912,-0.16
30.9937,-0.24
30.9963,-0.16
30.9988,-0.24
31.0012,-0.16
31.0037,-0.16
31.0063,-0.24
31.0088,-0.16
31.0112,-0.16
31.0138,-0.24
31.0163,-0.24
31.0187,-0.24
31.0212,-0.24
31.0238,-0.16
31.0263,-0.24
31.0287,-0.24
31.0313,-0.16
31.0338,-0.16
31.0362,-0.16
31.0387,-0.24
31.0413,-0.33
31.0438,-0.24
31.0462,-0.24
31.0487,-0.24
31.0513,-0.33
31.0537,-0.24
31.0562,-0.24
31.0588,-0.24
31.0613,-0.24
31.0637,-0.33
31.0662,-0.33
31.0688,-0.24
31.0713,-0.24
31.0737,-0.24
31.0763,-0.33
31.0788,-0.24
31.0812,-0.24
31.0837,-0.24
31.0863,-0.33
31.0888,-0.0700001
31.0912,-0.24
31.0938,-0.24
31.0963,-0.33
31.0987,-0.42
31.1012,-0.16
31.1038,-0.16
31.1063,-0.24
31.1087,-0.0700001
31.1112,-0.16
31.1138,-0.16
31.1162,-0.24
31.1187,-0.16
31.1213,-0.42
31.1238,-0.24
31.1262,-0.16
31.1287,-0.16
31.1313,-0.16
31.1338,-0.0700001
31.1362,-0.24
31.1388,-0.24
31.1413,-0.16
31.1437,-0.24
31.1462,-0.16
31.1488,-0.24
31.1513,-0.16
31.1537,-0.24
31.1563,-0.24
31.1588,-0.24
31.1612,-0.24
31.1637,-0.16
31.1663,-0.16
31.1688,-0.24
31.1712,-0.16
31.1737,-0.16
31.1763,-0.24
31.1787,-0.0700001
31.1812,-0.33
31.1838,-0.0700001
31.1863,-0.16
31.1887,-0.24
31.1912,-0.16
31.1938,-0.24
31.1963,-0.24
31.1987,-0.16
31.2013,-0.24
31.2038,-0.0700001
31.2062,-0.0700001
31.2087,-0.24
31.2113,-0.24
31.2138,-0.0700001
31.2162,-0.0700001
31.2188,-0.0700001
31.2213,-0.33
31.2237,-0.24
31.2262,-0.16
31.2288,-0.0700001
31.2313,-0.0700001
31.2337,-0.16
31.2362,-0.16
31.2388,-0.0700001
31.2412,-0.16
31.2437,-0.0700001
31.2463,-0.0700001
31.2488,-0.0700001
31.2512,-0.0700001
31.2537,-0.24
31.2563,-0.24
31.2588,-0.16
31.2612,-0.0700001
31.2638,-0.0700001
31.2663,-0.16
31.2687,-0.0700001
31.2712,-0.0700001
31.2738,-0.0700001
31.2763,-0.0700001
31.2787,-0.0700001
31.2813,-0.0700001
31.2838,-0.0700001
31.2862,-0.0700001
31.2887,-0.0700001
31.2913,-0.16
31.2938,-0.0700001
31.2962,-0.0700001
31.2987,-0.16
31.3013,-0.0700001
31.3037,-0.16
31.3062,-0.0700001
31.3088,-0.0700001
31.3113,-0.0700001
31.3137,-0.16
31.3162,-0.0700001
31.3188,-0.16
31.3213,-0.0700001
31.3237,-0.0700001
31.3263,-0.0700001
31.3288,-0.0700001
31.3312,-0.0700001
31.3337,-0.0700001
31.3363,-0.0700001
31.3388,-0.0700001
31.3412,-0.0700001
31.3438,-0.16
31.3463,-0.16
31.3487,-0.0700001
31.3512,-0.16
31.3538,-0.16
31.3563,-0.0700001
31.3587,-0.0700001
31.3612,-0.16
31.3638,-0.0700001
31.3662,-0.16
31.3687,-0.16
31.3713,-0.16
31.3738,-0.0700001
31.3762,-0.16
31.3787,-0.24
31.3813,-0.0700001
31.3838,-0.0700001
31.3862,-0.16
31.3888,-0.16
31.3913,-0.0700001
31.3937,-0.0700001
31.3962,-0.0700001
31.3988,-0.16
31.4013,-0.0700001
31.4037,-0.0700001
31.4063,-0.0700001
31.4088,-0.0700001
31.4112,-0.0700001
31.4137,-0.0700001
31.4163,-0.16
31.4188,-0.0700001
31.4212,-0.0700001
31.4237,0.11
31.4263,0.02
31.4287,-0.16
31.4312,-0.0700001
31.4338,-0.0700001
31.4363,-0.0700001
31.4387,-0.0700001
31.4412,-0.0700001
31.4438,-0.16
31.4463,-0.16
31.4487,-0.0700001
31.4513,-0.0700001
31.4538,-0.16
31.4562,-0.0700001
31.4587,-0.24
31.4613,-0.24
31.4638,-0.24
31.4662,-0.0700001
31.4688,-0.16
31.4713,-0.16
31.4737,-0.24
31.4762,-0.24
31.4788,-0.0700001
31.4813,-0.0700001
31.4837,-0.0700001
31.4862,-0.16
31.4888,-0.16
31.4912,-0.16
31.4937,-0.16
31.4963,-0.16
31.4988,-0.24
31.5012,-0.24
31.5037,-0.24
31.5063,-0.16
31.5088,-0.24
31.5112,-0.16
31.5138,-0.16
31.5163,-0.24
31.5187,-0.16
31.5212,-0.16
31.5238,-0.24
31.5263,-0.33
31.5287,-0.0700001
31.5313,-0.0700001
31.5338,-0.0700001
31.5362,-0.24
31.5387,-0.16
31.5413,-0.16
31.5438,-0.16
31.5462,-0.0700001
31.5487,-0.24
31.5513,-0.16
31.5537,-0.42
31.5562,-0.33
31.5588,-0.0700001
31.5613,-0.0700001
31.5637,-0.16
31.5662,-0.24
31.5688,-0.42
31.5713,-0.16
31.5737,-0.16
31.5763,0.2
31.5788,-0.0700001
31.5812,-0.33
31.5837,-0.42
31.5863,-0.16
31.5888,0.02
31.5912,-0.0700001
31.5938,-0.0700001
31.5963,-0.42
31.5987,-0.16
31.6012,-0.24
31.6038,-0.0700001
31.6063,-0.0700001
31.6087,-0.24
31.6112,-0.24
31.6138,-0.33
31.6162,-0.0700001
31.6187,-0.0700001
31.6213,-0.16
31.6238,-0.0700001
31.6262,-0.16
31.6287,-0.33
31.6313,-0.16
31.6338,-0.16
31.6362,-0.24
31.6388,-0.24
31.6413,-0.24
31.6437,-0.16
31.6462,-0.16
31.6488,-0.16
31.6513,-0.16
31.6537,-0.0700001
31.6563,-0.0700001
31.6588,-0.16
31.6612,-0.33
31.6637,-0.24
31.6663,-0.24
31.6688,-0.16
31.6712,-0.16
31.6737,-0.16
31.6763,-0.33
31.6787,-0.24
31.6812,-0.24
31.6838,-0.0700001
31.6863,-0.16
31.6887,-0.0700001
31.6912,-0.16
31.6938,-0.42
31.6963,-0.33
31.6987,-0.24
31.7013,-0.16
31.7038,-0.24
31.7062,-0.16
31.7087,-0.42
31.7113,-0.33
31.7138,-0.0700001
31.7162,-0.0700001
31.7188,-0.0700001
31.7213,-0.24
31.7237,-0.42
31.7262,-0.42
31.7288,-0.24
31.7313,-0.0700001
31.7337,-0.24
31.7362,-0.24
31.7388,-0.33
31.7412,-0.42
31.7437,-0.24
31.7463,-0.24
31.7488,-0.24
31.7512,-0.24
31.7537,-0.33
31.7563,-0.33
31.7588,-0.24
31.7612,-0.16
31.7638,-0.24
31.7663,-0.33
31.7687,-0.24
31.7712,-0.24
31.7738,-0.24
31.7763,-0.33
31.7787,-0.16
31.7813,-0.24
31.7838,-0.16
31.7862,-0.33
31.7887,-0.33
31.7913,-0.24
31.7938,-0.16
31.7962,-0.16
31.7987,-0.24
31.8013,-0.33
31.8037,-0.42
31.8062,-0.16
31.8088,-0.24
31.8113,-0.0700001
31.8137,-0.42
31.8162,-0.24
31.8188,-0.24
31.8213,-0.24
31.8237,-0.0700001
31.8263,-0.0700001
31.8288,-0.24
31.8312,-0.24
31.8337,-0.24
31.8363,-0.16
31.8388,-0.0700001
31.8412,-0.0700001
31.8438,-0.16
31.8463,-0.16
31.8487,-0.16
31.8512,-0.0700001
31.8538,-0.0700001
31.8563,-0.0700001
31.8587,-0.16
31.8612,-0.24
31.8638,-0.0700001
31.8662,-0.16
31.8687,-0.33
31.8713,-0.42
31.8738,-0.33
31.8762,-0.16
31.8787,-0.0700001
31.8813,-0.16
31.8838,-0.33
31.8862,-0.42
31.8888,-0.24
31.8913,-0.24
31.8937,-0.0700001
31.8962,-0.16
31.8988,-0.24
31.9013,-0.51
31.9037,-0.69
31.9063,-0.16
31.9088,-0.0700001
31.9112,0.11
31.9137,-0.24
31.9163,-0.42
31.9188,-0.42
31.9212,-0.24
31.9237,-0.0700001
31.9263,-0.0700001
31.9287,-0.24
31.9312,-0.33
31.9338,-0.42
31.9363,-0.0700001
31.9387,-0.0700001
31.9412,-0.0700001
31.9438,-0.24
31.9463,-0.24
31.9487,-0.24
31.9513,-0.33
31.9538,-0.16
31.9562,-0.0700001
31.9587,0.11
31.9613,-0.0700001
31.9638,-0.24
31.9662,-0.16
31.9688,-0.0700001
31.9713,0.11
31.9737,0.11
31.9762,-0.0700001
31.9788,-0.24
31.9813,-0.24
31.9837,-0.0700001
31.9862,0.2
31.9888,0.02
31.9912,-0.16
31.9937,-0.24
31.9963,-0.24
31.9988,-0.16
32.0013,0.11
32.0037,-0.0700001
32.0062,-0.24
32.0088,-0.33
32.0112,-0.16
32.0137,-0.0700001
32.0163,0.02
32.0187,0.02
32.0213,-0.16
32.0238,-0.33
32.0262,-0.16
32.0288,0.11
32.0313,0.11
32.0337,-0.0700001
32.0363,-0.24
32.0387,-0.33
32.0412,-0.0700001
32.0438,0.02
32.0462,-0.0700001
32.0488,-0.24
32.0513,-0.42
32.0537,-0.24
32.0563,-0.0700001
32.0588,-0.0700001
32.0612,-0.16
32.0638,-0.42
32.0662,-0.33
32.0687,-0.16
32.0713,-0.16
32.0737,-0.24
32.0762,-0.24
32.0788,-0.42
32.0812,-0.24
32.0838,-0.16
32.0863,-0.16
32.0887,-0.33
32.0913,-0.24
32.0938,-0.24
32.0962,-0.16
32.0988,-0.24
