Time@Axial Accel (Gs),Axial Accel (Gs)
1.65875,8.76
1.66125,8.59
1.66375,8.59
1.66625,8.59
1.66875,8.59
1.67125,8.5
1.67375,8.59
1.67625,8.67
1.67875,8.59
1.68125,8.5
1.68375,8.67
1.68625,7.79
1.68875,8.59
1.69125,8.5
1.69375,8.41
1.69625,9.2
1.69875,9.12
1.70125,8.94
1.70375,8.59
1.70625,8.76
1.70875,8.5
1.71125,8.41
1.71375,8.41
1.71625,8.5
1.71875,8.41
1.72125,8.41
1.72375,8.41
1.72625,8.41
1.72875,8.41
1.73125,8.41
1.73375,8.41
1.73625,8.41
1.73875,8.41
1.74125,8.41
1.74375,8.41
1.74625,8.41
1.74875,8.41
1.75125,8.41
1.75375,8.41
1.75625,8.41
1.75875,8.41
1.76125,8.41
1.76375,8.41
1.76625,8.32
1.76875,8.32
1.77125,8.32
1.77375,9.12
1.77625,8.23
1.77875,8.76
1.78125,8.32
1.78375,8.41
1.78625,8.41
1.78875,8.5
1.79125,8.59
1.79375,8.41
1.79625,7.79
1.79875,8.32
1.80125,7.53
1.80375,8.14
1.80625,8.23
1.80875,8.5
1.81125,8.5
1.81375,8.23
1.81625,8.14
1.81875,8.41
1.82125,8.5
1.82375,8.32
1.82625,8.06
1.82875,8.41
1.83125,8.23
1.83375,8.32
1.83625,8.32
1.83875,7.53
1.84125,8.5
1.84375,7.88
1.84625,8.41
1.84875,8.5
1.85125,8.41
1.85375,7.79
1.85625,8.32
1.85875,8.41
1.86125,7.79
1.86375,7.88
1.86625,8.41
1.86875,7.79
1.87125,8.06
1.87375,7.79
1.87625,8.32
1.87875,8.41
1.88125,8.23
1.88375,8.32
1.88625,8.06
1.88875,7.44
1.89125,8.14
1.89375,8.14
1.89625,8.23
1.89875,8.23
1.90125,8.32
1.90375,7.97
1.90625,8.06
1.90875,8.23
1.91125,8.06
1.91375,8.32
1.91625,8.23
1.91875,8.14
1.92125,8.06
1.92375,8.23
1.92625,8.85
1.92875,9.03
1.93125,8.59
1.93375,8.23
1.93625,8.06
1.93875,8.06
1.94125,8.32
1.94375,8.23
1.94625,7.88
1.94875,8.41
1.95125,7.88
1.95375,8.67
1.95625,8.5
1.95875,7.61
1.96125,7.7
1.96375,7.7
1.96625,8.14
1.96875,8.23
1.97125,8.23
1.97375,8.32
1.97625,7.7
1.97875,7.53
1.98125,7.97
1.98375,8.23
1.98625,8.23
1.98875,8.85
1.99125,7.88
1.99375,7.61
1.99625,8.67
1.99875,8.06
2.00125,8.5
2.00375,7.7
2.00625,7.79
2.00875,7.7
2.01125,7.88
2.01375,8.23
2.01625,8.14
2.01875,8.32
2.02125,7.61
2.02375,7.61
2.02625,7.79
2.02875,7.79
2.03125,7.79
2.03375,7.7
2.03625,7.7
2.03875,7.79
2.04125,7.7
2.04375,7.88
2.04625,7.7
2.04875,6.82
2.05125,7.88
2.05375,7.61
2.05625,8.41
2.05875,8.41
2.06125,8.06
2.06375,7.7
2.06625,7.53
2.06875,7.7
2.07125,7.7
2.07375,7.53
2.07625,7.61
2.07875,7.7
2.08125,7.44
2.08375,7.53
2.08625,7.61
2.08875,7.61
2.09125,8.23
2.09375,7.61
2.09625,7.44
2.09875,7.53
2.10125,7.44
2.10375,7.53
2.10625,7.44
2.10875,7.61
2.11125,7.7
2.11375,7.7
2.11625,7.61
2.11875,7.53
2.12125,7.53
2.12375,7.7
2.12625,7.26
2.12875,7.53
2.13125,7.53
2.13375,8.23
2.13625,8.14
2.13875,7.61
2.14125,7.53
2.14375,7.44
2.14625,7.53
2.14875,7.53
2.15125,7.61
2.15375,7.7
2.15625,7.44
2.15875,7.61
2.16125,7.53
2.16375,7.53
2.16625,7.44
2.16875,7.53
2.17125,7.53
2.17375,7.44
2.17625,7.35
2.17875,7.26
2.18125,7.35
2.18375,7.17
2.18625,7.7
2.18875,7.53
2.19125,8.14
2.19375,8.06
2.19625,7.88
2.19875,8.32
2.20125,7.61
2.20375,7.35
2.20625,7.53
2.20875,7.79
2.21125,8.06
2.21375,8.14
2.21625,7.88
2.21875,8.06
2.22125,7.44
2.22375,7.44
2.22625,7.53
2.22875,7.53
2.23125,7.7
2.23375,7.79
2.23625,7.17
2.23875,7.44
2.24125,7.61
2.24375,8.06
2.24625,7.44
2.24875,7.26
2.25125,7.61
2.25375,7.53
2.25625,7.61
2.25875,7.44
2.26125,7.35
2.26375,7.53
2.26625,7.26
2.26875,7.35
2.27125,7.35
2.27375,7.35
2.27625,7.26
2.27875,7.17
2.28125,7.35
2.28375,7.08
2.28625,7.35
2.28875,7.17
2.29125,7.26
2.29375,7.26
2.29625,7.17
2.29875,7.26
2.30125,7.26
2.30375,7.17
2.30625,7.35
2.30875,7.17
2.31125,7.17
2.31375,7.17
2.31625,7.26
2.31875,7.08
2.32125,7.17
2.32375,7.17
2.32625,7.44
2.32875,7.44
2.33125,7.35
2.33375,7.26
2.33625,7.26
2.33875,7.17
2.34125,7.35
2.34375,7.26
2.34625,7.17
2.34875,7.26
2.35125,7.26
2.35375,7.17
2.35625,7.26
2.35875,7.08
2.36125,7.35
2.36375,7.26
2.36625,7.26
2.36875,7.26
2.37125,7.17
2.37375,7.08
2.37625,7.26
2.37875,7.26
2.38125,7.17
2.38375,7.35
2.38625,7.26
2.38875,7.26
2.39125,7.08
2.39375,7.44
2.39625,7.35
2.39875,7.88
2.40125,7.53
2.40375,7.26
2.40625,7.17
2.40875,7.17
2.41125,7.17
2.41375,7.17
2.41625,7.44
2.41875,7.53
2.42125,7.26
2.42375,6.73
2.42625,7.26
2.42875,7.08
2.43125,7.26
2.43375,7.17
2.43625,7.17
2.43875,7.08
2.44125,7.17
2.44375,7.08
2.44625,7.08
2.44875,7.26
2.45125,7.08
2.45375,7.26
2.45625,7.17
2.45875,7.17
2.46125,7.17
2.46375,7.26
2.46625,7.17
2.46875,7.26
2.47125,7.26
2.47375,7.17
2.47625,7.17
2.47875,7.26
2.48125,7.53
2.48375,7.44
2.48625,7.35
2.48875,7.88
2.49125,7.79
2.49375,7.61
2.49625,7.17
2.49875,7.08
2.50125,7.08
2.50375,6.99
2.50625,7.08
2.50875,7.17
2.51125,7.26
2.51375,7.08
2.51625,7.26
2.51875,7.08
2.52125,6.99
2.52375,7.26
2.52625,7.26
2.52875,6.99
2.53125,7.17
2.53375,7.08
2.53625,6.99
2.53875,6.99
2.54125,6.99
2.54375,6.99
2.54625,6.99
2.54875,6.99
2.55125,6.99
2.55375,6.99
2.55625,6.99
2.55875,7.08
2.56125,6.99
2.56375,7.17
2.56625,7.17
2.56875,7.08
2.57125,6.99
2.57375,6.99
2.57625,6.99
2.57875,7.08
2.58125,7.17
2.58375,7.17
2.58625,6.99
2.58875,7.17
2.59125,7.35
2.59375,8.06
2.59625,7.17
2.59875,6.91
2.60125,6.73
2.60375,6.99
2.60625,6.91
2.60875,6.99
2.61125,6.73
2.61375,6.99
2.61625,6.99
2.61875,6.91
2.62125,6.99
2.62375,6.99
2.62625,6.99
2.62875,6.91
2.63125,6.91
2.63375,6.82
2.63625,6.91
2.63875,6.73
2.64125,6.99
2.64375,6.99
2.64625,6.99
2.64875,6.99
2.65125,6.91
2.65375,6.99
2.65625,6.91
2.65875,6.91
2.66125,6.99
2.66375,6.99
2.66625,6.91
2.66875,6.91
2.67125,6.99
2.67375,6.99
2.67625,6.82
2.67875,6.91
2.68125,7.17
2.68375,6.91
2.68625,6.91
2.68875,7.53
2.69125,6.46
2.69375,6.82
2.69625,6.91
2.69875,6.99
2.70125,6.91
2.70375,6.99
2.70625,6.99
2.70875,6.99
2.71125,6.99
2.71375,7.08
2.71625,6.91
2.71875,6.99
2.72125,6.82
2.72375,6.99
2.72625,6.99
2.72875,6.91
2.73125,6.91
2.73375,6.91
2.73625,6.82
2.73875,6.91
2.74125,6.82
2.74375,6.91
2.74625,6.64
2.74875,6.64
2.75125,6.73
2.75375,6.82
2.75625,6.73
2.75875,6.91
2.76125,6.64
2.76375,6.64
2.76625,6.64
2.76875,6.73
2.77125,6.64
2.77375,6.91
2.77625,6.91
2.77875,6.46
2.78125,7.61
2.78375,7.88
2.78625,6.82
2.78875,7.08
2.79125,6.55
2.79375,6.91
2.79625,6.82
2.79875,6.91
2.80125,6.82
2.80375,6.73
2.80625,6.46
2.80875,6.64
2.81125,6.64
2.81375,6.64
2.81625,6.55
2.81875,6.55
2.82125,6.46
2.82375,6.64
2.82625,6.64
2.82875,6.64
2.83125,6.55
2.83375,6.64
2.83625,6.64
2.83875,6.55
2.84125,6.64
2.84375,6.46
2.84625,6.46
2.84875,6.64
2.85125,6.46
2.85375,6.55
2.85625,6.64
2.85875,6.55
2.86125,6.46
2.86375,6.55
2.86625,6.64
2.86875,6.64
2.87125,6.55
2.87375,6.64
2.87625,6.55
2.87875,6.55
2.88125,6.64
2.88375,6.55
2.88625,6.55
2.88875,6.64
2.89125,6.55
2.89375,6.46
2.89625,6.55
2.89875,6.55
2.90125,6.46
2.90375,6.55
2.90625,6.55
2.90875,6.55
2.91125,6.38
2.91375,6.55
2.91625,6.55
2.91875,6.46
2.92125,6.46
2.92375,6.55
2.92625,6.55
2.92875,6.55
2.93125,6.46
2.93375,6.73
2.93625,6.55
2.93875,6.46
2.94125,6.64
2.94375,6.55
2.94625,6.55
2.94875,6.55
2.95125,6.46
2.95375,6.64
2.95625,6.55
2.95875,6.46
2.96125,6.55
2.96375,6.55
2.96625,6.55
2.96875,6.55
2.97125,6.73
2.97375,6.29
2.97625,6.38
2.97875,6.55
2.98125,6.46
2.98375,6.38
2.98625,6.38
2.98875,6.38
2.99125,6.29
2.99375,6.29
2.99625,6.29
2.99875,6.29
3.00125,6.46
3.00375,6.29
3.00625,6.38
3.00875,6.38
3.01125,6.46
3.01375,6.38
3.01625,6.46
3.01875,6.46
3.02125,6.38
3.02375,6.46
3.02625,6.38
3.02875,6.38
3.03125,6.38
3.03375,6.38
3.03625,6.38
3.03875,6.38
3.04125,6.29
3.04375,6.29
3.04625,6.38
3.04875,6.29
3.05125,6.29
3.05375,6.38
3.05625,6.29
3.05875,6.38
3.06125,6.29
3.06375,6.29
3.06625,6.46
3.06875,6.38
3.07125,6.29
3.07375,6.38
3.07625,6.38
3.07875,6.29
3.08125,6.38
3.08375,6.29
3.08625,6.38
3.08875,6.29
3.09125,6.38
3.09375,6.29
3.09625,6.46
3.09875,6.46
3.10125,6.29
3.10375,6.46
3.10625,6.29
3.10875,6.38
3.11125,6.29
3.11375,6.38
3.11625,6.38
3.11875,6.29
3.12125,6.11
3.12375,6.29
3.12625,6.29
3.12875,6.2
3.13125,6.29
3.13375,6.2
3.13625,6.29
3.13875,6.2
3.14125,6.29
3.14375,6.11
3.14625,6.29
3.14875,6.2
3.15125,6.29
3.15375,6.29
3.15625,6.29
3.15875,6.29
3.16125,6.38
3.16375,6.38
3.16625,6.2
3.16875,6.2
3.17125,6.29
3.17375,6.2
3.17625,6.38
3.17875,6.46
3.18125,6.38
3.18375,6.29
3.18625,6.2
3.18875,6.29
3.19125,6.46
3.19375,6.29
3.19625,6.2
3.19875,6.38
3.20125,6.29
3.20375,6.38
3.20625,6.29
3.20875,6.29
3.21125,6.2
3.21375,6.11
3.21625,6.2
3.21875,6.11
3.22125,6.29
3.22375,6.29
3.22625,6.29
3.22875,6.2
3.23125,6.11
3.23375,6.29
3.23625,6.29
3.23875,6.2
3.24125,6.2
3.24375,6.29
3.24625,6.38
3.24875,6.55
3.25125,6.29
3.25375,6.46
3.25625,6.11
3.25875,6.02
3.26125,6.11
3.26375,6.2
3.26625,6.29
3.26875,6.11
3.27125,6.11
3.27375,6.11
3.27625,6.11
3.27875,6.11
3.28125,6.2
3.28375,6.11
3.28625,6.2
3.28875,6.02
3.29125,6.11
3.29375,6.11
3.29625,6.02
3.29875,6.02
3.30125,6.11
3.30375,6.02
3.30625,6.11
3.30875,6.11
3.31125,6.02
3.31375,5.93
3.31625,6.2
3.31875,6.11
3.32125,6.02
3.32375,6.11
3.32625,6.11
3.32875,6.02
3.33125,6.11
3.33375,6.02
3.33625,6.02
3.33875,6.11
3.34125,6.11
3.34375,6.02
3.34625,6.11
3.34875,6.02
3.35125,6.02
3.35375,6.2
3.35625,6.11
3.35875,6.11
3.36125,6.11
3.36375,6.02
3.36625,6.11
3.36875,6.11
3.37125,6.11
3.37375,6.11
3.37625,6.11
3.37875,6.11
3.38125,6.29
3.38375,6.2
3.38625,6.11
3.38875,6.11
3.39125,6.11
3.39375,6.11
3.39625,6.11
3.39875,5.93
3.40125,6.02
3.40375,6.11
3.40625,5.93
3.40875,6.11
3.41125,6.02
3.41375,6.02
3.41625,6.02
3.41875,5.85
3.42125,6.11
3.42375,6.02
3.42625,6.02
3.42875,6.02
3.43125,6.02
3.43375,6.11
3.43625,6.02
3.43875,6.02
3.44125,6.02
3.44375,6.02
3.44625,6.11
3.44875,5.93
3.45125,6.02
3.45375,6.02
3.45625,6.02
3.45875,6.11
3.46125,6.02
3.46375,6.11
3.46625,6.11
3.46875,6.2
3.47125,6.11
3.47375,5.93
3.47625,6.02
3.47875,6.02
3.48125,5.93
3.48375,5.93
3.48625,6.02
3.48875,5.93
3.49125,6.11
3.49375,6.02
3.49625,6.02
3.49875,6.02
3.50125,5.93
3.50375,5.93
3.50625,5.93
3.50875,5.93
3.51125,5.93
3.51375,5.93
3.51625,5.93
3.51875,5.93
3.52125,5.93
3.52375,5.93
3.52625,5.93
3.52875,6.02
3.53125,5.93
3.53375,6.02
3.53625,5.93
3.53875,5.93
3.54125,5.93
3.54375,5.93
3.54625,6.02
3.54875,5.93
3.55125,5.76
3.55375,5.93
3.55625,6.02
3.55875,5.85
3.56125,5.85
3.56375,5.93
3.56625,5.93
3.56875,5.93
3.57125,5.93
3.57375,6.02
3.57625,6.02
3.57875,5.85
3.58125,6.02
3.58375,5.85
3.58625,5.93
3.58875,5.93
3.59125,5.93
3.59375,5.93
3.59625,5.93
3.59875,5.93
3.60125,5.93
3.60375,6.02
3.60625,5.93
3.60875,5.93
3.61125,5.93
3.61375,5.93
3.61625,5.93
3.61875,5.93
3.62125,5.76
3.62375,5.93
3.62625,5.93
3.62875,5.93
3.63125,5.93
3.63375,5.85
3.63625,5.85
3.63875,5.93
3.64125,5.67
3.64375,5.85
3.64625,5.93
3.64875,5.76
3.65125,5.76
3.65375,5.93
3.65625,5.67
3.65875,5.85
3.66125,5.76
3.66375,5.76
3.66625,5.58
3.66875,5.76
3.67125,5.67
3.67375,5.58
3.67625,5.67
3.67875,5.76
3.68125,5.67
3.68375,5.67
3.68625,5.67
3.68875,5.76
3.69125,5.67
3.69375,5.58
3.69625,5.76
3.69875,5.67
3.70125,5.58
3.70375,5.58
3.70625,5.58
3.70875,5.49
3.71125,5.58
3.71375,5.49
3.71625,5.58
3.71875,5.49
3.72125,5.4
3.72375,5.49
3.72625,5.4
3.72875,5.49
3.73125,5.32
3.73375,5.32
3.73625,5.32
3.73875,5.32
3.74125,5.32
3.74375,5.23
3.74625,5.32
3.74875,5.23
3.75125,5.23
3.75375,5.23
3.75625,5.23
3.75875,5.32
3.76125,5.23
3.76375,5.23
3.76625,5.23
3.76875,5.14
3.77125,5.05
3.77375,5.23
3.77625,5.14
3.77875,5.14
3.78125,5.14
3.78375,5.14
3.78625,5.05
3.78875,5.14
3.79125,4.96
3.79375,5.05
3.79625,5.05
3.79875,4.87
3.80125,5.05
3.80375,4.96
3.80625,4.96
3.80875,4.87
3.81125,4.96
3.81375,4.96
3.81625,4.87
3.81875,4.78
3.82125,4.87
3.82375,4.78
3.82625,4.7
3.82875,4.78
3.83125,4.7
3.83375,4.87
3.83625,4.7
3.83875,4.78
3.84125,4.7
3.84375,4.7
3.84625,4.7
3.84875,4.87
3.85125,4.7
3.85375,4.7
3.85625,4.61
3.85875,4.7
3.86125,4.52
3.86375,4.61
3.86625,4.61
3.86875,4.52
3.87125,4.52
3.87375,4.52
3.87625,4.52
3.87875,4.52
3.88125,4.52
3.88375,4.52
3.88625,4.52
