Time@Axial Accel (Gs),Axial Accel (Gs)
91.5462,1.29
91.5488,1.2
91.5512,1.11
91.5537,1.11
91.5563,1.2
91.5587,1.11
91.5612,1.01
91.5638,1.11
91.5663,1.11
91.5687,1.11
91.5713,1.11
91.5738,1.11
91.5762,1.11
91.5788,1.2
91.5813,1.11
91.5837,1.11
91.5863,1.11
91.5888,1.11
91.5912,1.11
91.5938,1.2
91.5963,1.11
91.5987,1.11
91.6012,1.11
91.6038,1.11
91.6062,1.11
91.6087,1.11
91.6113,1.29
91.6137,1.11
91.6162,1.11
91.6188,1.11
91.6212,1.2
91.6237,1.11
91.6263,1.11
91.6288,1.2
91.6312,1.11
91.6338,1.11
91.6363,1.11
91.6387,1.11
91.6413,1.11
91.6438,1.2
91.6462,1.11
91.6488,1.2
91.6513,1.29
91.6537,1.11
91.6563,1.11
91.6588,1.2
91.6612,1.11
91.6637,1.11
91.6663,1.11
91.6687,1.11
91.6712,1.11
91.6738,1.01
91.6762,1.11
91.6787,1.11
91.6813,1.2
91.6837,1.11
91.6862,1.2
91.6888,1.11
91.6913,1.11
91.6937,1.11
91.6963,1.01
91.6988,1.11
91.7012,1.01
91.7038,1.11
91.7063,1.11
91.7087,1.11
91.7113,1.11
91.7138,1.11
91.7162,1.11
91.7188,1.11
91.7213,1.2
91.7237,1.11
91.7262,1.11
91.7288,1.2
91.7312,1.11
91.7337,1.01
91.7363,1.11
91.7387,1.2
91.7412,1.11
91.7438,1.2
91.7462,1.11
91.7487,1.11
91.7513,1.2
91.7538,1.11
91.7562,1.2
91.7588,1.2
91.7613,1.01
91.7637,1.11
91.7663,1.11
91.7688,1.11
91.7712,1.11
91.7738,1.2
91.7763,1.11
91.7787,1.11
91.7813,1.11
91.7838,1.11
91.7862,1.01
91.7887,1.2
91.7913,1.11
91.7937,1.11
91.7962,1.11
91.7988,1.2
91.8012,1.01
91.8037,1.01
91.8063,1.11
91.8087,1.11
91.8112,1.11
91.8138,1.11
91.8163,1.11
91.8187,1.11
91.8213,1.11
91.8238,1.11
91.8262,1.11
91.8288,1.11
91.8313,1.11
91.8337,1.11
91.8363,1.11
91.8388,1.01
91.8412,1.11
91.8438,1.2
91.8463,1.11
91.8487,1.11
91.8512,1.2
91.8538,1.2
91.8562,1.11
91.8587,1.11
91.8613,1.11
91.8637,1.2
91.8662,1.11
91.8688,1.2
91.8712,1.11
91.8737,0.92
91.8763,1.11
91.8788,1.11
91.8812,1.11
91.8838,1.2
91.8863,1.11
91.8887,1.11
91.8913,1.11
91.8938,1.11
91.8962,1.11
91.8988,1.01
91.9013,1.11
91.9037,1.11
91.9063,1.11
91.9088,1.11
91.9112,1.2
91.9137,1.29
91.9163,1.11
91.9187,1.11
91.9212,1.01
91.9238,1.11
91.9262,1.11
91.9287,1.11
91.9313,1.11
91.9337,1.01
91.9362,1.11
91.9388,1.01
91.9413,1.11
91.9437,1.11
91.9463,1.11
91.9488,1.11
91.9512,0.92
91.9538,1.11
91.9563,1.2
91.9587,1.11
91.9613,1.01
91.9638,1.01
91.9662,1.11
91.9688,1.11
91.9713,1.2
91.9737,1.11
91.9762,1.11
91.9788,1.11
91.9812,1.11
91.9837,1.11
91.9863,1.01
91.9887,1.01
91.9912,1.2
91.9938,1.11
91.9962,1.11
91.9987,1.11
92.0013,1.11
92.0038,1.11
92.0062,1.01
92.0088,1.2
92.0113,1.11
92.0137,1.11
92.0163,1.11
92.0188,1.11
92.0212,1.11
92.0238,1.11
92.0263,1.11
92.0287,1.2
92.0313,1.11
92.0338,1.11
92.0362,1.11
92.0387,1.11
92.0413,1.11
92.0437,1.11
92.0462,1.2
92.0488,1.2
92.0512,1.11
92.0537,1.11
92.0563,1.11
92.0587,1.11
92.0612,1.11
92.0638,1.11
92.0663,1.2
92.0687,1.11
92.0713,1.11
92.0738,1.11
92.0762,1.2
92.0788,1.11
92.0813,1.2
92.0837,1.01
92.0863,1.11
92.0888,1.11
92.0912,1.11
92.0938,1.11
92.0963,1.11
92.0987,1.11
92.1012,1.01
92.1038,1.11
92.1062,1.11
92.1087,1.11
92.1113,1.11
92.1137,1.11
92.1162,1.11
92.1188,1.01
92.1212,1.11
92.1237,1.01
92.1263,1.11
92.1288,1.11
92.1312,1.11
92.1338,1.11
92.1363,1.01
92.1387,1.11
92.1413,1.11
92.1438,1.01
92.1462,1.11
92.1488,1.11
92.1513,1.11
92.1537,1.11
92.1563,1.11
92.1588,1.11
92.1612,1.11
92.1637,1.11
92.1663,0.92
92.1687,1.11
92.1712,1.11
92.1738,1.2
92.1762,1.11
92.1787,1.11
92.1813,1.11
92.1837,1.11
92.1862,1.11
92.1888,1.11
92.1913,1.11
92.1937,1.01
92.1963,1.2
92.1988,1.11
92.2012,1.11
92.2038,1.11
92.2063,1.11
92.2087,1.2
92.2113,1.11
92.2138,1.11
92.2162,1.11
92.2188,1.11
92.2213,1.2
92.2237,1.11
92.2262,1.11
92.2288,1.11
92.2312,1.11
92.2337,1.11
92.2363,1.11
92.2387,1.11
92.2412,1.11
92.2438,1.11
92.2462,1.2
92.2487,1.11
92.2513,1.11
92.2538,1.11
92.2562,1.11
92.2588,1.11
92.2613,1.11
92.2637,1.11
92.2663,1.11
92.2688,1.11
92.2712,1.11
92.2738,1.2
92.2763,1.11
92.2787,1.2
92.2813,1.11
92.2838,1.11
92.2862,1.11
92.2887,1.11
92.2913,1.11
92.2937,1.29
92.2962,1.11
92.2988,1.11
92.3012,1.01
92.3037,1.11
92.3063,1.29
92.3087,1.11
92.3112,1.2
92.3138,1.11
92.3163,1.11
92.3187,1.11
92.3213,1.2
92.3238,1.11
92.3262,1.11
92.3288,1.11
92.3313,1.11
92.3337,1.2
92.3363,1.11
92.3388,1.29
92.3412,1.29
92.3438,1.11
92.3463,1.11
92.3487,1.11
92.3512,1.29
92.3538,1.29
92.3562,1.2
92.3587,1.29
92.3613,1.11
92.3637,1.29
92.3662,1.11
92.3688,1.29
92.3712,1.2
92.3737,1.2
92.3763,1.2
92.3788,1.11
92.3812,1.29
92.3838,1.2
92.3863,1.2
92.3887,1.2
92.3913,1.11
92.3938,1.2
92.3962,1.11
92.3988,1.2
92.4013,1.2
92.4037,1.2
92.4063,1.2
92.4088,1.29
92.4112,1.11
92.4137,1.29
92.4163,1.11
92.4187,1.11
92.4212,1.2
92.4238,1.29
92.4262,1.2
92.4287,1.11
92.4313,1.2
92.4337,1.11
92.4362,1.2
92.4388,1.29
92.4413,1.29
92.4437,1.29
92.4463,1.11
92.4488,1.2
92.4512,1.2
92.4538,1.29
92.4563,1.29
92.4587,1.2
92.4613,1.29
92.4638,1.11
92.4662,1.2
92.4688,1.2
92.4713,1.11
92.4737,1.2
92.4762,1.11
92.4788,1.11
92.4812,1.29
92.4837,1.29
92.4863,1.11
92.4887,1.2
92.4912,1.29
92.4938,1.2
92.4962,1.2
92.4987,1.2
92.5013,1.11
92.5038,1.11
92.5062,1.11
92.5088,1.2
92.5113,1.2
92.5137,1.2
92.5163,1.11
92.5188,1.29
92.5212,1.11
92.5238,1.2
92.5263,1.11
92.5287,1.2
92.5313,1.2
92.5338,1.2
92.5362,1.2
92.5387,1.11
92.5413,1.2
92.5437,1.11
92.5462,1.29
92.5488,1.29
92.5512,1.11
92.5537,1.11
92.5563,1.2
92.5587,1.11
92.5612,1.2
92.5638,1.2
92.5663,1.2
92.5687,1.11
92.5713,1.11
92.5738,1.29
92.5762,1.29
92.5788,1.2
92.5813,1.2
92.5837,1.11
92.5863,1.2
92.5888,1.2
92.5912,1.29
92.5938,1.2
92.5963,1.29
92.5987,1.2
92.6012,1.11
92.6038,1.29
92.6062,1.29
92.6087,1.2
92.6113,1.11
92.6137,1.2
92.6162,1.2
92.6188,1.2
92.6212,1.2
92.6237,1.29
92.6263,1.2
92.6288,1.11
92.6312,1.2
92.6338,1.2
92.6363,1.2
92.6387,1.29
92.6413,1.29
92.6438,1.2
92.6462,1.29
92.6488,1.29
92.6513,1.11
92.6537,1.29
92.6563,1.29
92.6588,1.2
92.6612,1.29
92.6637,1.29
92.6663,1.2
92.6687,1.29
92.6712,1.11
92.6738,1.29
92.6762,1.11
92.6787,1.2
92.6813,1.29
92.6837,1.2
92.6862,1.29
92.6888,1.29
92.6913,1.2
92.6937,1.29
92.6963,1.29
92.6988,1.29
92.7012,1.2
92.7038,1.11
92.7063,1.11
92.7087,1.29
92.7113,1.29
92.7138,1.11
92.7162,1.29
92.7188,1.29
92.7213,1.29
92.7237,1.29
92.7262,1.29
92.7288,1.29
92.7312,1.29
92.7337,1.29
92.7363,1.11
92.7387,1.2
92.7412,1.29
92.7438,1.29
92.7462,1.11
92.7487,1.29
92.7513,1.29
92.7538,1.29
92.7562,1.39
92.7588,1.29
92.7613,1.29
92.7637,1.2
92.7663,1.2
92.7688,1.29
92.7712,1.29
92.7738,1.11
92.7763,1.29
92.7787,1.29
92.7813,1.29
92.7838,1.2
92.7862,1.29
92.7887,1.2
92.7913,1.29
92.7937,1.2
92.7962,1.2
92.7988,1.11
92.8012,1.2
92.8037,1.2
92.8063,1.11
92.8087,1.2
92.8112,1.2
92.8138,1.29
92.8163,1.11
92.8187,1.29
92.8213,1.29
92.8238,1.29
92.8262,1.29
92.8288,1.29
92.8313,1.29
92.8337,1.29
92.8363,1.2
92.8388,1.29
92.8412,1.29
92.8438,1.11
92.8463,1.11
92.8487,1.2
92.8512,1.11
92.8538,1.2
92.8562,1.2
92.8587,1.29
92.8613,1.29
92.8637,1.2
92.8662,1.11
92.8688,1.29
92.8712,1.2
92.8737,1.29
92.8763,1.2
92.8788,1.29
92.8812,1.29
92.8838,1.11
92.8863,1.11
92.8887,1.29
92.8913,1.2
92.8938,1.29
92.8962,1.11
92.8988,1.2
92.9013,1.29
92.9037,1.2
92.9063,1.11
92.9088,1.2
92.9112,1.29
92.9137,1.29
92.9163,1.11
92.9187,1.29
92.9212,1.2
92.9238,1.29
92.9262,1.29
92.9287,1.2
92.9313,1.29
92.9337,1.11
92.9362,1.11
92.9388,1.2
92.9413,1.29
92.9437,1.29
92.9463,1.29
92.9488,1.29
92.9512,1.2
92.9538,1.29
92.9563,1.29
92.9587,1.2
92.9613,1.29
92.9638,1.29
92.9662,1.2
92.9688,1.2
92.9713,1.11
92.9737,1.2
92.9762,1.29
92.9788,1.2
92.9812,1.29
92.9837,1.11
92.9863,1.11
92.9887,1.29
92.9912,1.29
92.9938,1.2
92.9962,1.11
92.9987,1.11
93.0013,1.2
93.0038,1.29
93.0062,1.11
93.0088,1.2
93.0113,1.2
93.0137,1.2
93.0163,1.2
93.0188,1.2
93.0212,1.11
93.0238,1.2
93.0263,1.29
93.0287,1.11
93.0313,1.2
93.0338,1.2
93.0362,1.2
93.0387,1.29
93.0413,1.2
93.0437,1.2
93.0462,1.11
93.0488,1.2
93.0512,1.11
93.0537,1.29
93.0563,1.2
93.0587,1.11
93.0612,1.11
93.0638,1.2
93.0663,1.11
93.0687,1.29
93.0713,1.29
93.0738,1.11
93.0762,1.29
93.0788,1.11
93.0813,1.11
93.0837,1.11
93.0863,1.11
93.0888,1.2
93.0912,1.01
93.0938,1.2
93.0963,1.11
93.0987,1.11
93.1012,1.2
93.1038,1.11
93.1062,1.2
93.1087,1.11
93.1113,1.11
93.1137,1.2
93.1162,1.2
93.1188,1.29
93.1212,1.11
93.1237,1.11
93.1263,1.2
93.1288,1.11
93.1312,1.2
93.1338,1.11
93.1363,1.2
93.1387,1.11
93.1413,1.2
93.1438,1.2
93.1462,1.2
93.1488,1.11
93.1513,1.2
93.1537,1.11
93.1563,1.2
93.1588,1.29
93.1612,1.2
93.1637,1.11
93.1663,1.2
93.1687,1.11
93.1712,1.2
93.1738,1.11
93.1762,1.11
93.1787,1.2
93.1813,1.29
93.1837,1.2
93.1862,1.11
93.1888,1.2
93.1913,1.11
93.1937,1.2
93.1963,1.29
93.1988,1.11
93.2012,1.11
93.2038,1.11
93.2063,1.29
93.2087,1.11
93.2113,1.11
93.2138,1.11
93.2162,1.11
93.2188,1.11
93.2213,1.2
93.2237,1.2
93.2262,1.11
93.2288,1.11
93.2312,1.11
93.2337,1.11
93.2363,1.11
93.2387,1.2
93.2412,1.2
93.2438,1.11
93.2462,1.11
93.2487,1.11
93.2513,1.11
93.2538,1.2
93.2562,1.11
93.2588,1.11
93.2613,1.11
93.2637,1.01
93.2663,1.11
93.2688,1.11
93.2712,1.11
93.2738,1.2
93.2763,1.2
93.2787,1.11
93.2813,1.11
93.2838,1.11
93.2862,1.29
93.2887,1.2
93.2913,1.11
93.2937,1.11
93.2962,1.11
93.2988,1.11
93.3012,1.11
93.3037,1.11
93.3063,1.11
93.3087,1.11
93.3112,1.11
93.3138,1.11
93.3163,1.11
93.3187,1.2
93.3213,1.11
93.3238,1.2
93.3262,1.11
93.3288,1.11
93.3313,1.11
93.3337,1.29
93.3363,1.11
93.3388,1.11
93.3412,1.2
93.3438,1.11
93.3463,1.2
93.3487,1.29
93.3512,1.11
93.3538,1.2
93.3562,1.11
93.3587,1.11
93.3613,1.11
93.3637,1.11
93.3662,1.11
93.3688,1.11
93.3712,1.11
93.3737,1.2
93.3763,1.01
93.3788,1.2
93.3812,1.11
93.3838,1.11
93.3863,1.29
93.3887,1.11
93.3913,1.11
93.3938,1.2
93.3962,1.11
93.3988,1.11
93.4013,1.11
93.4037,1.11
93.4063,1.11
93.4088,1.2
93.4112,1.11
93.4137,1.11
93.4163,1.2
93.4187,1.11
93.4212,1.11
93.4238,1.2
93.4262,1.11
93.4287,1.11
93.4313,1.11
93.4337,1.11
93.4362,1.11
93.4388,1.11
93.4413,1.2
93.4437,1.11
93.4463,1.2
93.4488,1.11
93.4512,1.11
93.4538,1.2
93.4563,1.11
93.4587,1.11
93.4613,1.11
93.4638,1.01
93.4662,1.11
93.4688,1.2
93.4713,1.2
93.4737,1.11
93.4762,1.01
93.4788,1.11
93.4812,1.01
93.4837,1.11
93.4863,1.11
93.4887,1.2
93.4912,1.11
93.4938,1.2
93.4962,1.2
93.4987,1.11
93.5013,1.11
93.5038,1.2
93.5062,1.2
93.5088,1.11
93.5113,1.01
93.5137,1.11
93.5163,1.11
93.5188,1.11
93.5212,1.2
93.5238,1.11
93.5263,1.2
93.5287,1.2
93.5313,1.11
93.5338,1.11
93.5362,1.2
93.5387,1.11
93.5413,1.11
93.5437,1.11
93.5462,1.11
93.5488,1.11
93.5512,1.11
93.5537,1.11
93.5563,1.2
93.5587,1.11
93.5612,1.11
93.5638,1.11
93.5663,1.11
93.5687,1.11
93.5713,1.11
93.5738,1.11
93.5762,1.11
93.5788,1.11
93.5813,1.11
93.5837,1.11
93.5863,1.29
93.5888,1.11
93.5912,1.11
93.5938,1.11
93.5963,1.11
93.5987,1.11
93.6012,1.11
93.6038,1.11
93.6062,1.01
93.6087,1.11
93.6113,1.11
93.6137,1.11
93.6162,1.11
93.6188,1.11
93.6212,1.11
93.6237,1.01
93.6263,1.11
93.6288,1.01
93.6312,1.2
93.6338,1.11
93.6363,1.11
93.6387,1.11
93.6413,1.11
93.6438,1.2
93.6462,1.11
93.6488,1.01
93.6513,1.11
93.6537,1.11
93.6563,1.2
93.6588,1.11
93.6612,1.11
93.6637,1.11
93.6663,1.11
93.6687,1.2
93.6712,0.92
93.6738,1.29
93.6762,1.11
93.6787,1.11
93.6813,1.2
93.6837,1.11
93.6862,1.29
93.6888,1.11
93.6913,1.2
93.6937,1.29
93.6963,1.11
93.6988,1.2
93.7012,1.11
93.7038,1.11
93.7063,1.2
93.7087,1.2
93.7113,1.2
93.7138,1.11
93.7162,1.11
93.7188,1.11
93.7213,1.11
93.7237,1.2
93.7262,1.11
93.7288,1.11
93.7312,1.2
93.7337,1.11
93.7363,1.2
93.7387,1.11
93.7412,1.01
93.7438,1.11
93.7462,1.2
93.7487,1.2
93.7513,1.11
93.7538,1.11
93.7562,1.11
93.7588,1.11
93.7613,1.11
93.7637,1.2
93.7663,1.11
93.7688,1.2
93.7712,1.11
93.7738,1.11
93.7763,1.11
93.7787,1.11
93.7813,1.11
93.7838,1.11
93.7862,1.11
93.7887,1.2
93.7913,1.11
93.7937,1.11
93.7962,1.11
93.7988,1.11
93.8012,1.2
93.8037,1.2
93.8063,1.2
93.8087,1.11
93.8112,1.11
93.8138,1.29
93.8163,1.29
93.8187,1.11
93.8213,1.11
93.8238,1.11
93.8262,1.11
93.8288,1.11
93.8313,1.11
93.8337,1.29
93.8363,1.11
93.8388,1.11
93.8412,1.11
93.8438,1.2
93.8463,1.11
93.8487,1.11
93.8512,1.2
93.8538,1.29
93.8562,1.2
93.8587,1.2
93.8613,1.29
93.8637,1.11
93.8662,1.11
93.8688,1.11
93.8712,1.2
93.8737,1.2
93.8763,1.11
93.8788,1.11
93.8812,1.11
93.8838,1.11
93.8863,1.29
93.8887,1.2
93.8913,1.11
93.8938,1.2
93.8962,1.11
93.8988,1.2
93.9013,1.2
93.9037,1.11
93.9063,1.11
93.9088,1.29
93.9112,1.11
93.9137,1.11
93.9163,1.11
93.9187,1.2
93.9212,1.2
93.9238,1.11
93.9262,1.2
93.9287,1.11
93.9313,1.11
93.9337,1.11
93.9362,1.2
93.9388,1.11
93.9413,1.11
93.9437,1.2
93.9463,1.11
93.9488,1.11
93.9512,1.29
93.9538,1.11
93.9563,1.11
93.9587,1.11
93.9613,1.11
93.9638,1.11
93.9662,1.11
93.9688,1.29
93.9713,1.11
93.9737,1.11
93.9762,1.29
93.9788,1.11
93.9812,1.2
93.9837,1.2
93.9863,1.11
93.9887,1.29
93.9912,1.29
93.9938,1.2
93.9962,1.29
93.9987,1.11
94.0013,1.11
94.0038,1.11
94.0062,1.11
94.0088,1.11
94.0113,1.2
94.0137,1.2
94.0163,1.11
94.0188,1.2
94.0212,1.2
94.0238,1.2
94.0263,1.2
94.0287,1.11
94.0313,1.2
94.0338,1.11
94.0362,1.2
94.0387,1.11
94.0413,1.11
94.0437,1.2
94.0462,1.2
94.0488,1.29
94.0512,1.2
94.0537,1.2
94.0563,1.2
94.0587,1.2
94.0612,1.11
94.0638,1.11
94.0663,1.11
94.0687,1.11
94.0713,1.11
94.0738,1.2
94.0762,1.11
94.0788,1.11
94.0813,1.29
94.0837,1.11
94.0863,1.2
94.0888,1.11
94.0912,1.29
94.0938,1.2
94.0963,1.11
94.0987,1.11
94.1012,1.29
94.1038,1.11
94.1062,1.11
94.1087,1.11
94.1113,1.2
94.1137,1.29
94.1162,1.11
94.1188,1.2
94.1212,1.11
94.1237,1.2
94.1263,1.2
94.1288,1.11
94.1312,1.29
94.1338,1.11
94.1363,1.29
94.1387,1.29
94.1413,1.29
94.1438,1.2
94.1462,1.11
94.1488,1.2
94.1513,1.11
94.1537,1.2
94.1563,1.11
94.1588,1.2
94.1612,1.2
94.1637,1.29
94.1663,1.11
94.1687,1.2
94.1712,1.29
94.1738,1.2
94.1762,1.2
94.1787,1.11
94.1813,1.2
94.1837,1.29
94.1862,1.2
94.1888,1.11
94.1913,1.29
94.1937,1.2
94.1963,1.11
94.1988,1.2
94.2012,1.29
94.2038,1.2
94.2063,1.01
94.2087,1.2
94.2113,1.29
94.2138,1.2
94.2162,1.2
94.2188,1.11
94.2213,1.11
94.2237,1.11
94.2262,1.11
94.2288,1.29
94.2312,1.11
94.2337,1.2
94.2363,1.29
94.2387,1.2
94.2412,1.11
94.2438,1.29
94.2462,1.11
94.2487,1.11
94.2513,1.2
94.2538,1.2
94.2562,1.2
94.2588,1.11
94.2613,1.2
94.2637,1.11
94.2663,1.2
94.2688,1.11
94.2712,1.11
94.2738,1.11
94.2763,1.11
94.2787,1.11
94.2813,1.11
94.2838,1.11
94.2862,1.29
94.2887,1.11
94.2913,1.29
94.2937,1.29
94.2962,1.11
94.2988,1.2
94.3012,1.2
94.3037,1.2
94.3063,1.11
94.3087,1.29
94.3112,1.11
94.3138,1.01
94.3163,1.29
94.3187,1.29
94.3213,1.11
94.3238,1.11
94.3262,1.11
94.3288,1.2
94.3313,1.2
94.3337,1.2
94.3363,1.11
94.3388,1.11
94.3412,1.11
94.3438,1.29
94.3463,1.11
94.3487,1.11
94.3512,1.2
94.3538,1.2
94.3562,1.2
94.3587,1.11
94.3613,1.2
94.3637,1.2
94.3662,1.11
94.3688,1.11
94.3712,1.29
94.3737,1.2
94.3763,1.2
94.3788,1.11
94.3812,1.11
94.3838,1.11
94.3863,1.11
94.3887,1.2
94.3913,1.11
94.3938,1.11
94.3962,1.11
94.3988,1.2
94.4013,1.2
94.4037,1.11
94.4063,1.11
94.4088,1.11
94.4112,1.11
94.4137,1.11
94.4163,1.11
94.4187,1.2
94.4212,1.11
94.4238,1.11
94.4262,1.11
94.4287,1.29
94.4313,1.2
94.4337,1.2
94.4362,1.29
94.4388,1.2
94.4413,1.11
94.4437,1.11
94.4463,1.01
94.4488,1.29
94.4512,1.11
94.4538,1.2
94.4563,1.11
94.4587,1.11
94.4613,1.11
94.4638,1.11
94.4662,1.2
94.4688,1.11
94.4713,1.11
94.4737,1.11
94.4762,1.11
94.4788,1.2
94.4812,1.11
94.4837,1.2
94.4863,1.29
94.4887,1.11
94.4912,1.11
94.4938,1.01
94.4962,1.11
94.4987,1.29
94.5013,1.11
94.5038,1.11
94.5062,1.2
94.5088,1.11
94.5113,1.11
94.5137,1.2
94.5163,1.2
94.5188,1.11
94.5212,1.11
94.5238,1.2
94.5263,1.11
94.5287,1.11
94.5313,1.2
94.5338,1.11
94.5362,1.11
94.5387,1.2
94.5413,1.2
94.5437,1.2
94.5462,1.11
94.5488,1.29
94.5512,1.2
94.5537,1.11
94.5563,1.11
94.5587,1.2
94.5612,1.2
94.5638,1.2
94.5663,1.11
94.5687,1.2
94.5713,1.11
94.5738,1.11
94.5762,1.11
94.5788,1.11
94.5813,1.2
94.5837,1.11
94.5863,1.11
94.5888,1.29
94.5912,1.29
94.5938,1.11
94.5963,1.2
94.5987,1.2
94.6012,1.29
94.6038,1.29
94.6062,1.2
94.6087,1.11
94.6113,1.2
94.6137,1.11
94.6162,1.2
94.6188,1.29
94.6212,1.11
94.6237,1.11
94.6263,1.2
94.6288,1.29
94.6312,1.2
94.6338,1.01
94.6363,1.29
94.6387,1.2
94.6413,1.29
94.6438,1.2
94.6462,1.29
94.6488,1.29
94.6513,1.11
94.6537,1.2
94.6563,1.11
94.6588,1.11
94.6612,1.11
94.6637,1.2
94.6663,1.2
94.6687,1.11
94.6712,1.2
94.6738,1.2
94.6762,1.2
94.6787,1.2
94.6813,1.11
94.6837,1.2
94.6862,1.11
94.6888,1.2
94.6913,1.11
94.6937,1.11
94.6963,1.11
94.6988,1.11
94.7012,1.11
94.7038,1.11
94.7063,1.11
94.7087,1.29
94.7113,1.29
94.7138,1.11
94.7162,1.11
94.7188,1.2
94.7213,1.2
94.7237,1.11
94.7262,1.11
94.7288,1.2
94.7312,1.11
94.7337,1.2
94.7363,1.29
94.7387,1.11
94.7412,1.2
94.7438,1.11
94.7462,1.01
94.7487,1.2
94.7513,1.11
94.7538,1.11
94.7562,1.11
94.7588,1.29
94.7613,1.11
94.7637,1.2
94.7663,1.11
94.7688,1.2
94.7712,1.11
94.7738,1.2
94.7763,1.29
94.7787,1.29
94.7813,1.2
94.7838,1.2
94.7862,1.11
94.7887,1.2
94.7913,1.11
94.7937,1.11
94.7962,1.29
94.7988,1.11
94.8012,1.2
94.8037,1.2
94.8063,1.2
94.8087,1.2
94.8112,1.11
94.8138,1.2
94.8163,1.11
94.8187,1.2
94.8213,1.11
94.8238,1.2
94.8262,1.2
94.8288,1.29
94.8313,1.2
94.8337,1.29
94.8363,1.2
94.8388,1.2
94.8412,1.2
94.8438,1.2
94.8463,1.11
94.8487,1.2
94.8512,1.2
94.8538,1.11
94.8562,1.11
94.8587,1.2
94.8613,1.11
94.8637,1.11
94.8662,1.11
94.8688,1.11
94.8712,1.29
94.8737,1.11
94.8763,1.11
94.8788,1.2
94.8812,1.11
94.8838,1.2
94.8863,1.11
94.8887,1.11
94.8913,1.2
94.8938,1.11
94.8962,1.2
94.8988,1.2
94.9013,1.11
94.9037,1.11
94.9063,1.11
94.9088,1.11
94.9112,1.11
94.9137,1.29
94.9163,1.11
94.9187,1.11
94.9212,1.11
94.9238,1.11
94.9262,1.11
94.9287,1.2
94.9313,1.11
94.9337,1.11
94.9362,1.11
94.9388,1.2
94.9413,1.29
94.9437,1.01
94.9463,1.11
94.9488,1.2
94.9512,1.2
94.9538,1.11
94.9563,1.11
94.9587,1.11
94.9613,1.11
94.9638,1.11
94.9662,1.11
94.9688,1.2
94.9713,1.11
94.9737,1.11
94.9762,1.11
94.9788,1.11
94.9812,1.11
94.9837,1.11
94.9863,1.11
94.9887,1.11
94.9912,1.01
94.9938,1.2
94.9962,1.29
94.9987,1.11
95.0013,1.11
95.0038,1.11
95.0062,1.2
95.0088,1.01
95.0113,1.11
95.0137,1.11
95.0163,1.2
95.0188,1.11
95.0212,1.11
95.0238,1.2
95.0263,1.11
95.0287,1.11
95.0313,1.11
95.0338,1.2
95.0362,1.01
95.0387,1.2
95.0413,1.2
95.0437,1.11
95.0462,1.11
95.0488,1.11
95.0512,1.2
95.0537,1.11
95.0563,1.2
95.0587,1.2
95.0612,1.11
95.0638,1.29
95.0663,1.11
95.0687,1.2
95.0713,1.2
95.0738,1.2
95.0762,1.11
95.0788,1.11
95.0813,1.11
95.0837,1.11
95.0863,1.29
95.0888,1.2
95.0912,1.11
95.0938,1.11
95.0963,1.2
95.0987,1.11
95.1012,1.2
95.1038,1.2
95.1062,1.11
95.1087,1.11
95.1113,1.11
95.1137,1.11
95.1162,1.11
95.1188,1.2
95.1212,1.2
95.1237,1.11
95.1263,1.11
95.1288,1.11
95.1312,1.11
95.1338,1.11
95.1363,1.11
95.1387,1.11
95.1413,1.11
95.1438,1.11
95.1462,1.11
95.1488,1.29
95.1513,1.2
95.1537,1.11
95.1563,1.11
95.1588,1.11
95.1612,1.11
95.1637,1.2
95.1663,1.11
95.1687,1.11
95.1712,1.11
95.1738,1.11
95.1762,1.11
95.1787,1.11
95.1813,1.11
95.1837,1.2
95.1862,1.2
95.1888,1.11
95.1913,1.2
95.1937,1.11
95.1963,1.2
95.1988,1.2
95.2012,1.11
95.2038,1.11
95.2063,1.11
95.2087,1.01
95.2113,1.2
95.2138,1.2
95.2162,1.29
95.2188,1.2
95.2213,1.2
95.2237,1.11
95.2262,1.11
95.2288,1.11
95.2312,1.11
95.2337,1.11
95.2363,1.29
95.2387,1.2
95.2412,1.2
95.2438,1.11
95.2462,1.11
95.2487,1.11
95.2513,1.11
95.2538,1.2
95.2562,1.11
95.2588,1.11
95.2613,1.29
95.2637,1.2
95.2663,1.2
95.2688,1.11
95.2712,1.2
95.2738,1.11
95.2763,1.11
95.2787,1.11
95.2813,1.11
95.2838,1.11
95.2862,1.2
95.2887,1.11
95.2913,1.29
95.2937,1.2
95.2962,1.11
95.2988,1.01
95.3012,1.2
95.3037,1.11
95.3063,1.2
95.3087,1.11
95.3112,1.11
95.3138,1.11
95.3163,1.11
95.3187,1.11
95.3213,1.11
95.3238,1.11
95.3262,1.11
95.3288,1.11
95.3313,1.11
95.3337,1.2
95.3363,1.11
95.3388,1.11
95.3412,1.29
95.3438,1.11
95.3463,1.11
95.3487,1.2
95.3512,1.11
95.3538,1.11
95.3562,1.11
95.3587,1.11
95.3613,1.11
95.3637,1.2
95.3662,1.11
95.3688,1.11
95.3712,1.11
95.3737,1.11
95.3763,1.11
95.3788,1.2
95.3812,1.29
95.3838,1.11
95.3863,1.2
95.3887,1.2
95.3913,1.2
95.3938,1.2
95.3962,1.11
95.3988,1.2
95.4013,1.2
95.4037,1.11
95.4063,1.11
95.4088,1.11
95.4112,1.11
95.4137,1.11
95.4163,1.29
95.4187,1.11
95.4212,1.11
95.4238,1.11
