# Simulation 2 (Up to date)
# 1021 data points written for 5 variables.
# Simulation warnings:
#   Deploiement du systeme de recuperation à grande vitesse (22.8 m/s)
#
# Temps (s),Altitude (m),Accélération verticale (m/s²),Calibres marge de stabilité (​),Mach number (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
13.191,2368.6,-13.349,2.8344,0.42309
13.241,2375.6,-13.308,2.8196,0.42114
13.291,2382.5,-13.273,2.8289,0.41915
13.341,2389.4,-13.237,2.8332,0.41718
13.391,2396.3,-13.202,2.8373,0.41521
13.441,2403.2,-13.167,2.8421,0.41325
13.491,2410,-13.132,2.8481,0.4113
13.541,2416.7,-13.096,2.8435,0.40937
13.591,2423.5,-13.063,2.8483,0.40742
13.641,2430.2,-13.029,2.8425,0.40549
13.691,2436.9,-12.997,2.8317,0.40354
13.741,2443.5,-12.964,2.8281,0.40161
13.791,2450.1,-12.93,2.8255,0.39969
13.841,2456.7,-12.898,2.8173,0.39776
13.891,2463.3,-12.862,2.8302,0.39587
13.941,2469.8,-12.829,2.8293,0.39396
13.991,2476.3,-12.794,2.8359,0.39206
14.041,2482.7,-12.759,2.8421,0.39018
14.091,2489.1,-12.727,2.84,0.38828
14.141,2495.5,-12.696,2.842,0.38637
14.191,2501.9,-12.664,2.8418,0.38448
14.241,2508.2,-12.632,2.8389,0.3826
14.291,2514.5,-12.601,2.8377,0.38072
14.341,2520.8,-12.567,2.819,0.37888
14.391,2527,-12.537,2.8231,0.37699
14.441,2533.2,-12.507,2.8217,0.37513
14.491,2539.4,-12.478,2.8225,0.37327
14.541,2545.5,-12.449,2.8263,0.3714
14.591,2551.6,-12.421,2.8331,0.36954
14.641,2557.7,-12.394,2.8328,0.36767
14.691,2563.7,-12.367,2.8243,0.36582
14.741,2569.7,-12.34,2.8143,0.36396
14.791,2575.7,-12.312,2.8141,0.36212
14.841,2581.7,-12.283,2.8168,0.36029
14.891,2587.6,-12.256,2.8162,0.35846
14.941,2593.5,-12.225,2.829,0.35665
14.991,2599.4,-12.197,2.8336,0.35483
15.041,2605.2,-12.169,2.8287,0.35302
15.091,2611,-12.142,2.8267,0.35121
15.141,2616.8,-12.115,2.8258,0.34939
15.191,2622.5,-12.091,2.8291,0.34756
15.241,2628.2,-12.065,2.8256,0.34574
15.291,2633.9,-12.037,2.8246,0.34396
15.341,2639.5,-12.01,2.818,0.34217
15.391,2645.1,-11.983,2.8052,0.3404
15.441,2650.7,-11.956,2.7923,0.33864
15.491,2656.3,-11.933,2.8035,0.33683
15.541,2661.8,-11.908,2.8056,0.33504
15.591,2667.3,-11.884,2.8077,0.33327
15.641,2672.8,-11.86,2.805,0.3315
15.691,2678.2,-11.837,2.8096,0.32973
15.741,2683.6,-11.816,2.8249,0.32793
15.791,2689,-11.794,2.8183,0.32616
15.841,2694.4,-11.77,2.8194,0.32441
15.891,2699.7,-11.747,2.8166,0.32265
15.941,2705,-11.728,2.7956,0.32086
15.991,2710.2,-11.705,2.7971,0.31912
16.041,2715.5,-11.68,2.8062,0.31739
16.091,2720.7,-11.656,2.814,0.31566
16.141,2725.9,-11.634,2.8157,0.31392
16.191,2731,-11.613,2.81,0.31217
16.241,2736.1,-11.591,2.8104,0.31043
16.291,2741.2,-11.57,2.8047,0.30869
16.341,2746.3,-11.546,2.8166,0.30698
16.391,2751.3,-11.523,2.8122,0.30527
16.441,2756.3,-11.5,2.8039,0.30356
16.491,2761.3,-11.48,2.8068,0.30183
16.541,2766.2,-11.458,2.796,0.30013
16.591,2771.1,-11.436,2.7882,0.29843
16.641,2776,-11.415,2.7804,0.29673
16.691,2780.9,-11.396,2.7872,0.29501
16.741,2785.7,-11.377,2.7965,0.29329
16.791,2790.5,-11.359,2.8096,0.29157
16.841,2795.3,-11.34,2.8124,0.28987
16.891,2800,-11.321,2.8144,0.28817
16.941,2804.7,-11.303,2.8176,0.28648
16.991,2809.4,-11.283,2.8161,0.28479
17.041,2814.1,-11.267,2.8007,0.28307
17.091,2818.7,-11.249,2.794,0.28138
17.141,2823.3,-11.233,2.7744,0.27966
17.191,2827.9,-11.215,2.773,0.27798
17.241,2832.4,-11.195,2.7819,0.27631
17.291,2837,-11.177,2.7828,0.27463
17.341,2841.5,-11.161,2.77,0.27293
17.391,2845.9,-11.142,2.7742,0.27126
17.441,2850.3,-11.125,2.7705,0.26957
17.491,2854.8,-11.106,2.7816,0.26791
17.541,2859.1,-11.088,2.7809,0.26623
17.591,2863.5,-11.072,2.7727,0.26454
17.641,2867.8,-11.055,2.7753,0.26287
17.691,2872.1,-11.038,2.7737,0.26119
17.741,2876.4,-11.018,2.7966,0.25956
17.791,2880.6,-10.999,2.8071,0.25792
17.841,2884.8,-10.98,2.7866,0.25629
17.891,2889,-10.959,2.7488,0.25469
17.941,2893.2,-10.943,2.7442,0.25304
17.991,2897.3,-10.925,2.7302,0.25141
18.041,2901.4,-10.911,2.7419,0.24973
18.091,2905.5,-10.896,2.7489,0.24807
18.141,2909.5,-10.88,2.7419,0.24644
18.191,2913.6,-10.864,2.7369,0.24481
18.241,2917.6,-10.849,2.7403,0.24317
18.291,2921.5,-10.835,2.7469,0.24153
18.341,2925.5,-10.822,2.7595,0.23988
18.391,2929.4,-10.806,2.7515,0.23828
18.441,2933.3,-10.79,2.7363,0.23669
18.491,2937.1,-10.776,2.7414,0.23507
18.541,2941,-10.761,2.7326,0.23348
18.591,2944.8,-10.748,2.744,0.23186
18.641,2948.6,-10.735,2.7581,0.23023
18.691,2952.3,-10.723,2.7729,0.22861
18.741,2956,-10.711,2.7903,0.22698
18.791,2959.7,-10.7,2.7949,0.22534
18.841,2963.4,-10.687,2.7904,0.22374
18.891,2967.1,-10.674,2.7861,0.22215
18.941,2970.7,-10.661,2.7849,0.22056
18.991,2974.3,-10.649,2.7763,0.21896
19.041,2977.8,-10.637,2.7637,0.21735
19.091,2981.4,-10.623,2.7698,0.21578
19.141,2984.9,-10.613,2.7474,0.21415
19.191,2988.4,-10.603,2.7304,0.21253
19.241,2991.8,-10.591,2.7214,0.21093
19.291,2995.3,-10.579,2.716,0.20933
19.341,2998.7,-10.568,2.7058,0.20772
19.391,3002.1,-10.554,2.7169,0.20616
19.441,3005.4,-10.54,2.7368,0.20461
19.491,3008.7,-10.527,2.7412,0.20303
19.541,3012,-10.514,2.7456,0.20145
19.591,3015.3,-10.504,2.7303,0.19983
19.641,3018.6,-10.493,2.7235,0.19822
19.691,3021.8,-10.482,2.7235,0.19663
19.741,3025,-10.47,2.7279,0.19505
19.791,3028.1,-10.458,2.7298,0.19346
19.841,3031.3,-10.444,2.7504,0.19191
19.891,3034.4,-10.431,2.7671,0.19035
19.941,3037.5,-10.42,2.7705,0.18876
19.991,3040.6,-10.409,2.7764,0.18718
20.041,3043.6,-10.393,2.7685,0.1857
20.091,3046.6,-10.38,2.7405,0.18416
20.141,3049.6,-10.369,2.7327,0.18259
20.191,3052.6,-10.359,2.7328,0.18101
20.241,3055.5,-10.346,2.6989,0.1795
20.291,3058.4,-10.333,2.6686,0.17799
20.341,3061.3,-10.324,2.6801,0.17639
20.391,3064.2,-10.314,2.674,0.17483
20.441,3067,-10.304,2.6696,0.17328
20.491,3069.8,-10.294,2.6649,0.17173
20.541,3072.6,-10.285,2.6762,0.17015
20.591,3075.3,-10.276,2.6821,0.16858
20.641,3078.1,-10.267,2.683,0.16703
20.691,3080.8,-10.258,2.69,0.16547
20.741,3083.5,-10.248,2.6761,0.16395
20.791,3086.1,-10.24,2.6915,0.16238
20.841,3088.7,-10.231,2.6858,0.16086
20.891,3091.3,-10.221,2.6626,0.15937
20.941,3093.9,-10.211,2.6546,0.15785
20.991,3096.5,-10.204,2.6771,0.15628
21.041,3099,-10.195,2.6671,0.15477
21.091,3101.5,-10.186,2.652,0.15328
21.141,3104,-10.179,2.6758,0.15172
21.191,3106.4,-10.172,2.6966,0.15016
21.241,3108.8,-10.165,2.7144,0.1486
21.291,3111.2,-10.157,2.7102,0.1471
21.341,3113.6,-10.15,2.7247,0.14556
21.391,3115.9,-10.146,2.7785,0.14395
21.441,3118.3,-10.14,2.7834,0.14239
21.491,3120.6,-10.133,2.7669,0.14085
21.541,3122.8,-10.126,2.7595,0.13932
21.591,3125.1,-10.118,2.7593,0.13782
21.641,3127.3,-10.112,2.7368,0.13626
21.691,3129.5,-10.109,2.6769,0.13464
21.741,3131.7,-10.1,2.7038,0.13318
21.791,3133.8,-10.091,2.7252,0.13171
21.841,3135.9,-10.086,2.7008,0.13016
21.891,3138,-10.08,2.688,0.12862
21.941,3140.1,-10.074,2.6678,0.12707
21.991,3142.1,-10.067,2.6783,0.12558
22.041,3144.2,-10.058,2.7007,0.1241
22.091,3146.2,-10.052,2.6892,0.12257
22.141,3148.1,-10.044,2.7089,0.12109
22.191,3150.1,-10.037,2.7218,0.1196
22.241,3152,-10.031,2.7185,0.11808
22.291,3153.9,-10.026,2.6982,0.11652
22.341,3155.7,-10.019,2.6973,0.11501
22.391,3157.6,-10.011,2.7417,0.11357
22.441,3159.4,-10.007,2.705,0.11199
22.491,3161.2,-9.9995,2.7258,0.11051
22.541,3163,-9.992,2.7559,0.10904
22.591,3164.7,-9.9865,2.7502,0.10752
22.641,3166.4,-9.9797,2.7734,0.10604
22.691,3168.1,-9.9734,2.789,0.10455
22.741,3169.8,-9.9667,2.7647,0.10308
22.791,3171.4,-9.9608,2.7526,0.10158
22.841,3173.1,-9.9535,2.7048,0.10015
22.891,3174.6,-9.9465,2.6618,0.09872
22.941,3176.2,-9.9423,2.681,0.097165
22.991,3177.8,-9.9363,2.6567,0.095695
23.041,3179.3,-9.9297,2.6144,0.094263
23.091,3180.8,-9.9239,2.5888,0.092799
23.141,3182.2,-9.9176,2.549,0.091367
23.191,3183.7,-9.9122,2.5273,0.089899
23.241,3185.1,-9.9064,2.4946,0.088457
23.291,3186.5,-9.901,2.4678,0.087004
23.341,3187.9,-9.8957,2.4413,0.085552
23.391,3189.2,-9.8883,2.3664,0.084223
23.441,3190.5,-9.8826,2.3266,0.082814
23.491,3191.8,-9.8779,2.3076,0.081353
23.541,3193.1,-9.874,2.3014,0.079859
23.591,3194.3,-9.8687,2.2652,0.078448
23.641,3195.6,-9.8632,2.2223,0.077061
23.691,3196.8,-9.8586,2.1955,0.075631
23.741,3197.9,-9.8551,2.1904,0.074137
23.791,3199.1,-9.8517,2.1844,0.072648
23.841,3200.2,-9.8481,2.1747,0.07117
23.891,3201.3,-9.8451,2.174,0.069665
23.941,3202.4,-9.8407,2.1409,0.068257
23.991,3203.4,-9.8373,2.1274,0.066792
24.041,3204.5,-9.8328,2.0868,0.06541
24.091,3205.5,-9.8279,2.0397,0.064054
24.141,3206.4,-9.8255,2.0397,0.062544
24.191,3207.4,-9.824,2.058,0.060974
24.241,3208.3,-9.8193,2.0045,0.059637
24.291,3209.2,-9.8155,1.9693,0.058243
24.341,3210.1,-9.8112,1.9247,0.056884
24.391,3210.9,-9.8067,1.8727,0.055558
24.441,3211.8,-9.8018,1.8154,0.054261
24.491,3212.6,-9.796,1.7446,0.053036
24.541,3213.4,-9.791,1.6882,0.051764
24.591,3214.1,-9.786,1.6325,0.0505
24.641,3214.8,-9.7843,1.6195,0.049018
24.691,3215.6,-9.7817,1.5916,0.047611
24.741,3216.2,-9.7767,1.5336,0.046373
24.791,3216.9,-9.7734,1.4954,0.045028
24.841,3217.5,-9.7702,1.4567,0.043688
24.891,3218.1,-9.7674,1.4221,0.042321
24.941,3218.7,-9.7634,1.3749,0.041043
24.991,3219.3,-9.7576,1.3127,0.039892
25.041,3219.8,-9.7521,1.2564,0.038722
25.091,3220.3,-9.7494,1.222,0.037369
25.141,3220.8,-9.7478,1.1931,0.035959
25.191,3221.3,-9.746,1.1621,0.034562
25.241,3221.7,-9.7404,1.107,0.033421
25.291,3222.1,-9.7374,1.0673,0.032122
25.341,3222.5,-9.7348,1.0292,0.030806
25.391,3222.9,-9.731,0.97829,0.02968
25.441,3223.2,-9.7308,0.94477,0.028307
25.491,3223.5,-9.7293,0.90439,0.027046
25.541,3223.8,-9.7249,0.85316,0.026027
25.591,3224.1,-9.7187,0.8001,0.025163
25.641,3224.3,-9.7151,0.759,0.024108
25.691,3224.6,-9.7086,0.71485,0.023303
25.741,3224.7,-9.7005,0.67407,0.022646
25.791,3224.9,-9.6892,0.63705,0.02226
25.841,3225.1,-9.6793,0.60944,0.02179
25.891,3225.2,-9.7494,2.0668,0.021491
25.941,3225.3,-9.7505,2.1426,0.020602
25.991,3225.4,-9.75,2.2052,0.020059
26.041,3225.4,-9.7482,2.2592,0.019786
26.091,3225.4,-9.7433,2.2799,0.020057
26.141,3225.4,-9.7416,2.3464,0.019882
26.191,3225.4,-9.7371,2.385,0.020134
26.241,3225.4,-9.7334,2.4394,0.0203
26.291,3225.3,-9.7309,2.5144,0.020356
26.341,3225.2,-9.7234,2.5326,0.021006
26.391,3225.1,-9.7167,2.5685,0.021535
26.441,3224.9,-9.7056,2.5599,0.022452
26.491,3224.7,-9.701,2.6349,0.022745
26.541,3224.6,-9.6917,2.6633,0.023432
26.591,3224.3,-9.6798,2.6733,0.024267
26.641,3224.1,-9.6711,2.7248,0.024856
26.691,3223.8,-9.663,2.7913,0.025401
26.741,3223.5,-9.6524,2.8407,0.026093
