# Simulation 4 (Up to date)
# 1005 data points written for 5 variables.
# Simulation warnings:
#   Deploiement du systeme de recuperation à grande vitesse (22.6 m/s)
#
# Temps (s),Altitude (m),Accélération verticale (m/s²),Calibres marge de stabilité (​),Mach number (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
2.5412,196.06,62.24,2.2945,0.46402
2.5912,204.01,62.01,2.334,0.47322
2.6412,212.12,61.773,2.3706,0.4824
2.6912,220.38,61.529,2.4114,0.49155
2.7412,228.8,61.28,2.4286,0.50068
2.7912,237.37,61.022,2.415,0.50976
2.8412,246.09,60.758,2.4061,0.5188
2.8912,254.96,60.495,2.4072,0.5278
2.9412,263.99,60.234,2.4199,0.53678
2.9912,273.16,59.976,2.4387,0.54571
3.0412,282.49,59.704,2.4681,0.55462
3.0912,291.97,59.286,2.5157,0.5635
3.1412,301.59,58.821,2.5579,0.5723
3.1912,311.37,58.347,2.5614,0.58104
3.2412,321.28,57.867,2.5483,0.58972
3.2912,331.35,57.378,2.5427,0.59834
3.3412,341.56,56.877,2.5595,0.60686
3.3912,351.91,56.369,2.5824,0.61532
3.4412,362.4,55.853,2.6102,0.62372
3.4912,373.03,55.324,2.6579,0.63203
3.5412,383.81,54.786,2.6924,0.64027
3.5912,394.71,54.244,2.6836,0.64844
3.6412,405.76,53.698,2.6767,0.65653
3.6912,416.94,53.162,2.6868,0.66454
3.7412,428.25,52.642,2.7159,0.6725
3.7912,439.7,52.13,2.755,0.68038
3.8412,451.28,51.618,2.798,0.68818
3.8912,462.98,51.1,2.8094,0.6959
3.9412,474.82,50.576,2.8084,0.70354
3.9912,486.78,50.045,2.8102,0.71112
4.0412,498.86,49.502,2.8295,0.71862
4.0912,511.08,48.943,2.8681,0.72601
4.1412,523.41,48.378,2.9074,0.73334
4.1912,535.87,47.81,2.9208,0.74061
4.2412,548.44,47.246,2.9314,0.74781
4.2912,561.14,46.677,2.9359,0.7549
4.3412,573.95,46.116,2.9491,0.76191
4.3912,586.88,45.57,2.9765,0.76884
4.4412,599.92,45.061,3.0169,0.77571
4.4912,613.07,44.721,3.0334,0.78249
4.5412,626.34,44.404,3.0379,0.78922
4.5912,639.72,44.076,3.0498,0.7959
4.6412,653.21,43.345,3.0714,0.80254
4.6912,666.81,37.808,3.1017,0.80907
4.7412,680.51,30.858,3.1274,0.81479
4.7912,694.29,23.934,3.1289,0.81949
4.8412,708.14,17.049,3.1372,0.82317
4.8912,722.05,11.622,3.1493,0.82584
4.9412,735.99,7.5138,3.1677,0.8277
4.9912,749.95,3.4231,3.1833,0.82895
5.0412,763.93,-0.63908,3.1746,0.82961
5.0912,777.91,-4.6907,3.1798,0.82964
5.1412,791.89,-8.6198,3.1807,0.82909
5.1912,805.85,-10.62,3.1921,0.82796
5.2412,819.78,-11.865,3.2029,0.82653
5.2912,833.69,-13.104,3.1974,0.82492
5.3412,847.56,-14.351,3.1862,0.82311
5.3912,861.4,-16.464,3.1869,0.82112
5.4412,875.21,-19.072,3.1974,0.81884
5.4912,888.97,-21.666,3.2028,0.81614
5.5412,902.67,-24.686,3.1921,0.81308
5.5912,916.32,-27.082,3.1798,0.80956
5.6412,929.91,-26.934,3.183,0.80567
5.6912,943.43,-26.727,3.1853,0.80181
5.7412,956.88,-26.525,3.1894,0.79799
5.7912,970.26,-26.332,3.1741,0.79417
5.8412,983.58,-26.134,3.1662,0.7904
5.8912,996.84,-25.937,3.16,0.78664
5.9412,1010,-25.737,3.1619,0.78292
5.9912,1023.2,-25.536,3.1704,0.77923
6.0412,1036.2,-25.335,3.1556,0.77558
6.0912,1049.2,-25.144,3.1438,0.77194
6.1412,1062.1,-24.957,3.1334,0.76835
6.1912,1075,-24.784,3.1403,0.76476
6.2412,1087.8,-24.618,3.154,0.76119
6.2912,1100.6,-24.455,3.1416,0.75766
6.3412,1113.3,-24.29,3.1292,0.75415
6.3912,1125.9,-24.125,3.121,0.75066
6.4412,1138.5,-23.956,3.1191,0.74718
6.4912,1151,-23.783,3.1261,0.74374
6.5412,1163.4,-23.61,3.1368,0.74032
6.5912,1175.8,-23.443,3.1257,0.73691
6.6412,1188.1,-23.277,3.1096,0.73354
6.6912,1200.4,-23.118,3.1007,0.73019
6.7412,1212.6,-22.969,3.1041,0.72685
6.7912,1224.8,-22.825,3.1125,0.72354
6.8412,1236.9,-22.682,3.1189,0.72025
6.8912,1248.9,-22.541,3.1112,0.71699
6.9412,1260.9,-22.403,3.0997,0.71375
6.9912,1272.8,-22.261,3.0963,0.71053
7.0412,1284.7,-22.117,3.098,0.70734
7.0912,1296.5,-21.976,3.0979,0.70415
7.1412,1308.3,-21.837,3.0989,0.70098
7.1912,1320,-21.699,3.0997,0.69782
7.2412,1331.7,-21.564,3.0991,0.69468
7.2912,1343.3,-21.426,3.0877,0.69158
7.3412,1354.8,-21.294,3.0814,0.68848
7.3912,1366.3,-21.169,3.0833,0.68539
7.4412,1377.7,-21.047,3.0903,0.68231
7.4912,1389.1,-20.922,3.0863,0.67928
7.5412,1400.5,-20.8,3.0846,0.67625
7.5912,1411.8,-20.682,3.0774,0.67324
7.6412,1423,-20.563,3.0737,0.67024
7.6912,1434.2,-20.444,3.0711,0.66726
7.7412,1445.3,-20.328,3.0673,0.66429
7.7912,1456.4,-20.214,3.0617,0.66133
7.8412,1467.4,-20.096,3.0667,0.6584
7.8912,1478.4,-19.979,3.0668,0.65549
7.9412,1489.3,-19.863,3.0543,0.6526
7.9912,1500.2,-19.75,3.0451,0.64973
8.0412,1511,-19.64,3.0391,0.64687
8.0912,1521.8,-19.538,3.0448,0.64402
8.1412,1532.5,-19.433,3.0413,0.64121
8.1912,1543.2,-19.337,3.057,0.63837
8.2412,1553.9,-19.24,3.047,0.63557
8.2912,1564.5,-19.138,3.0493,0.63281
8.3412,1575,-19.036,3.0512,0.63006
8.3912,1585.5,-18.942,3.0418,0.6273
8.4412,1595.9,-18.847,3.0345,0.62455
8.4912,1606.3,-18.75,3.0339,0.62183
8.5412,1616.7,-18.656,3.0308,0.61911
8.5912,1627,-18.561,3.03,0.6164
8.6412,1637.2,-18.467,3.0308,0.6137
8.6912,1647.4,-18.374,3.0307,0.611
8.7412,1657.6,-18.281,3.0309,0.60832
8.7912,1667.7,-18.187,3.0325,0.60567
8.8412,1677.8,-18.094,3.0231,0.60302
8.8912,1687.8,-18.005,3.0173,0.60039
8.9412,1697.8,-17.917,3.0134,0.59777
8.9912,1707.8,-17.832,3.0134,0.59515
9.0412,1717.7,-17.748,3.012,0.59256
9.0912,1727.5,-17.666,3.0128,0.58999
9.1412,1737.3,-17.585,3.0163,0.58742
9.1912,1747.1,-17.509,3.0198,0.58485
9.2412,1756.8,-17.431,3.0127,0.5823
9.2912,1766.5,-17.357,2.9987,0.57975
9.3412,1776.1,-17.279,2.9945,0.57722
9.3912,1785.7,-17.202,2.9902,0.57469
9.4412,1795.2,-17.126,2.9857,0.57216
9.4913,1804.7,-17.049,2.9853,0.56964
9.5413,1814.2,-16.968,2.9923,0.56714
9.5913,1823.6,-16.885,3.0113,0.56468
9.6413,1833,-16.801,2.9867,0.56223
9.6913,1842.3,-16.723,2.9714,0.55978
9.7413,1851.6,-16.649,2.9624,0.55734
9.7913,1860.9,-16.579,2.9679,0.55488
9.8413,1870.1,-16.51,2.9708,0.55246
9.8913,1879.2,-16.444,2.9785,0.55005
9.9413,1888.4,-16.38,2.9914,0.54764
9.9913,1897.4,-16.319,2.9939,0.54523
10.041,1906.5,-16.26,2.972,0.54282
10.091,1915.5,-16.198,2.96,0.54044
10.141,1924.5,-16.134,2.9524,0.53806
10.191,1933.4,-16.065,2.9599,0.53572
10.241,1942.3,-15.998,2.9618,0.53336
10.291,1951.1,-15.927,2.9751,0.53102
10.341,1959.9,-15.858,2.9872,0.52869
10.391,1968.7,-15.791,2.9857,0.52636
10.441,1977.4,-15.722,2.9647,0.52406
10.491,1986.1,-15.659,2.9597,0.52174
10.541,1994.7,-15.594,2.9431,0.51947
10.591,2003.3,-15.533,2.94,0.51719
10.641,2011.9,-15.475,2.9422,0.51491
10.691,2020.4,-15.421,2.9548,0.51263
10.741,2028.9,-15.367,2.9688,0.51036
10.791,2037.4,-15.315,2.9824,0.50811
10.841,2045.8,-15.263,2.9724,0.50587
10.891,2054.2,-15.211,2.9581,0.50363
10.941,2062.5,-15.161,2.9447,0.50139
10.991,2070.8,-15.105,2.9451,0.49918
11.041,2079.1,-15.051,2.9437,0.49697
11.091,2087.3,-14.995,2.946,0.49477
11.141,2095.5,-14.935,2.9641,0.4926
11.191,2103.6,-14.879,2.97,0.49041
11.241,2111.7,-14.827,2.9674,0.4882
11.291,2119.8,-14.774,2.9702,0.48601
11.341,2127.8,-14.719,2.972,0.48384
11.391,2135.8,-14.665,2.9602,0.48168
11.441,2143.8,-14.614,2.9572,0.47951
11.491,2151.7,-14.56,2.9429,0.47738
11.541,2159.6,-14.51,2.9383,0.47524
11.591,2167.5,-14.458,2.9266,0.47314
11.641,2175.3,-14.41,2.928,0.47102
11.691,2183.1,-14.367,2.9458,0.46887
11.741,2190.8,-14.326,2.9639,0.46674
11.791,2198.5,-14.284,2.9544,0.46461
11.841,2206.2,-14.238,2.9539,0.46253
11.891,2213.9,-14.194,2.9452,0.46044
11.941,2221.5,-14.152,2.9353,0.45834
11.991,2229,-14.112,2.9207,0.45623
12.041,2236.6,-14.069,2.9137,0.45414
12.091,2244.1,-14.022,2.9181,0.45207
12.141,2251.5,-13.973,2.9306,0.45001
12.191,2258.9,-13.926,2.9393,0.44795
12.241,2266.3,-13.877,2.9569,0.44591
12.291,2273.7,-13.83,2.9493,0.44387
12.341,2281,-13.782,2.9269,0.44185
12.391,2288.3,-13.738,2.9192,0.43981
12.441,2295.6,-13.696,2.9144,0.43778
12.491,2302.8,-13.656,2.9178,0.43574
12.541,2310,-13.616,2.9212,0.43371
12.591,2317.1,-13.576,2.9212,0.43171
12.641,2324.3,-13.54,2.936,0.42968
12.691,2331.3,-13.502,2.9427,0.42768
12.741,2338.4,-13.464,2.9461,0.42569
12.791,2345.4,-13.428,2.9523,0.4237
12.841,2352.4,-13.391,2.9471,0.42173
12.891,2359.3,-13.36,2.9224,0.41971
12.941,2366.3,-13.325,2.9132,0.41773
12.991,2373.1,-13.292,2.8981,0.41573
13.041,2380,-13.253,2.9018,0.41377
13.091,2386.8,-13.219,2.8912,0.41178
13.141,2393.6,-13.182,2.8912,0.40981
13.191,2400.4,-13.144,2.8953,0.40784
13.241,2407.1,-13.103,2.9112,0.40589
13.291,2413.8,-13.062,2.9276,0.40395
13.341,2420.4,-13.022,2.9462,0.40202
13.391,2427,-12.983,2.927,0.40009
13.441,2433.6,-12.944,2.9056,0.39817
13.491,2440.2,-12.906,2.8831,0.39626
13.541,2446.7,-12.87,2.8745,0.39434
13.591,2453.2,-12.839,2.885,0.39239
13.641,2459.7,-12.806,2.8866,0.39048
13.691,2466.1,-12.773,2.8849,0.38858
13.741,2472.5,-12.743,2.8955,0.38667
13.791,2478.8,-12.713,2.9075,0.38476
13.841,2485.2,-12.684,2.9188,0.38287
13.891,2491.5,-12.655,2.9312,0.38098
13.941,2497.7,-12.625,2.9382,0.3791
13.991,2504,-12.597,2.926,0.37722
14.041,2510.2,-12.567,2.9233,0.37536
14.091,2516.4,-12.538,2.9146,0.37349
14.141,2522.5,-12.511,2.9044,0.37163
14.191,2528.6,-12.482,2.9004,0.36977
14.241,2534.7,-12.453,2.8949,0.36791
14.291,2540.7,-12.423,2.8973,0.36607
14.341,2546.8,-12.394,2.897,0.36422
14.391,2552.8,-12.365,2.8962,0.36237
14.441,2558.7,-12.334,2.9058,0.36054
14.491,2564.6,-12.302,2.9187,0.35871
14.541,2570.5,-12.272,2.9293,0.35689
14.591,2576.4,-12.243,2.931,0.35505
14.641,2582.2,-12.215,2.9289,0.35322
14.691,2588,-12.186,2.9229,0.3514
14.741,2593.8,-12.159,2.9206,0.34957
14.791,2599.5,-12.129,2.9025,0.34778
14.841,2605.3,-12.101,2.8983,0.34597
14.891,2610.9,-12.076,2.9032,0.34415
14.941,2616.6,-12.051,2.9087,0.34233
14.991,2622.2,-12.027,2.9208,0.34051
15.041,2627.8,-12.003,2.9279,0.33869
15.091,2633.4,-11.978,2.9237,0.33689
15.141,2638.9,-11.952,2.9262,0.33511
15.191,2644.4,-11.926,2.9206,0.33334
15.241,2649.9,-11.898,2.9041,0.33159
15.291,2655.3,-11.874,2.9062,0.32981
15.341,2660.7,-11.852,2.9211,0.328
15.391,2666.1,-11.829,2.9236,0.32622
15.441,2671.5,-11.806,2.9202,0.32445
15.491,2676.8,-11.781,2.9197,0.32271
15.541,2682.1,-11.756,2.9135,0.32096
15.591,2687.3,-11.733,2.9115,0.31921
15.641,2692.6,-11.708,2.9,0.31748
15.691,2697.8,-11.685,2.8971,0.31574
15.741,2703,-11.663,2.9024,0.31399
15.791,2708.1,-11.64,2.899,0.31226
15.841,2713.2,-11.62,2.9138,0.3105
15.891,2718.3,-11.598,2.9093,0.30878
15.941,2723.4,-11.578,2.917,0.30702
15.991,2728.4,-11.558,2.9078,0.30528
16.041,2733.4,-11.539,2.8912,0.30353
16.091,2738.4,-11.519,2.8848,0.3018
16.141,2743.3,-11.497,2.8903,0.30009
16.191,2748.2,-11.476,2.8894,0.29837
16.241,2753.1,-11.457,2.8778,0.29663
16.291,2758,-11.438,2.8679,0.2949
16.341,2762.8,-11.417,2.8718,0.29319
16.391,2767.6,-11.396,2.8712,0.29147
16.441,2772.4,-11.377,2.8653,0.28974
16.491,2777.1,-11.356,2.8733,0.28804
16.541,2781.9,-11.335,2.8791,0.28633
16.591,2786.5,-11.313,2.8913,0.28464
16.641,2791.2,-11.291,2.9058,0.28295
16.691,2795.8,-11.27,2.906,0.28127
16.741,2800.4,-11.25,2.9016,0.27956
16.791,2805,-11.228,2.875,0.27791
16.841,2809.6,-11.208,2.8642,0.27623
16.891,2814.1,-11.19,2.867,0.27452
16.941,2818.6,-11.17,2.8562,0.27285
16.991,2823,-11.151,2.8405,0.2712
17.041,2827.5,-11.131,2.8266,0.26954
17.091,2831.9,-11.11,2.7945,0.26794
17.141,2836.3,-11.092,2.7937,0.26628
17.191,2840.6,-11.074,2.7868,0.26464
17.241,2844.9,-11.057,2.789,0.26299
17.291,2849.2,-11.042,2.8042,0.26132
17.341,2853.5,-11.027,2.8248,0.25965
17.391,2857.7,-11.013,2.8472,0.25798
17.441,2862,-10.998,2.8587,0.25634
17.491,2866.1,-10.986,2.8926,0.25465
17.541,2870.3,-10.972,2.9069,0.25301
17.591,2874.4,-10.961,2.8701,0.25132
17.641,2878.5,-10.947,2.8553,0.24969
17.691,2882.6,-10.932,2.8482,0.24806
17.741,2886.7,-10.921,2.8174,0.24639
17.791,2890.7,-10.907,2.8107,0.24476
17.841,2894.7,-10.892,2.8046,0.24313
17.891,2898.6,-10.878,2.7988,0.2415
17.941,2902.6,-10.865,2.7867,0.23985
17.991,2906.5,-10.852,2.7702,0.23819
18.041,2910.4,-10.837,2.7681,0.23656
18.091,2914.2,-10.823,2.7658,0.23492
18.141,2918.1,-10.806,2.7747,0.2333
18.191,2921.9,-10.793,2.7641,0.23164
18.241,2925.7,-10.78,2.7512,0.22997
18.291,2929.4,-10.761,2.7795,0.22838
18.341,2933.1,-10.743,2.7983,0.22676
18.391,2936.8,-10.724,2.8254,0.22517
18.441,2940.5,-10.707,2.8522,0.22357
18.491,2944.1,-10.69,2.8739,0.22196
18.541,2947.8,-10.674,2.8887,0.22033
18.591,2951.4,-10.659,2.8975,0.21872
18.641,2954.9,-10.645,2.8927,0.21708
18.691,2958.5,-10.63,2.8754,0.21547
18.741,2962,-10.618,2.8918,0.21379
18.791,2965.5,-10.602,2.8599,0.21221
18.841,2968.9,-10.587,2.8337,0.21063
18.891,2972.3,-10.573,2.8122,0.20903
18.941,2975.7,-10.558,2.7801,0.20747
18.991,2979.1,-10.544,2.7677,0.20587
19.041,2982.5,-10.53,2.7375,0.20431
19.091,2985.8,-10.518,2.7381,0.2027
19.141,2989.1,-10.506,2.7315,0.20111
19.191,2992.4,-10.493,2.7211,0.19954
19.241,2995.6,-10.481,2.7164,0.19795
19.291,2998.8,-10.468,2.6983,0.19641
19.341,3002,-10.456,2.6945,0.19484
19.391,3005.2,-10.445,2.6984,0.19326
19.441,3008.3,-10.435,2.7139,0.19167
19.491,3011.5,-10.424,2.7178,0.1901
19.541,3014.6,-10.413,2.7168,0.18855
19.591,3017.6,-10.403,2.7336,0.18697
19.641,3020.7,-10.392,2.7309,0.18544
19.691,3023.7,-10.383,2.7538,0.18386
19.741,3026.7,-10.374,2.7697,0.18229
19.791,3029.6,-10.363,2.7701,0.18077
19.841,3032.5,-10.354,2.7816,0.17922
19.891,3035.5,-10.346,2.8099,0.17765
19.941,3038.3,-10.337,2.8312,0.17609
19.991,3041.2,-10.326,2.8207,0.1746
20.041,3044,-10.318,2.8384,0.17306
20.091,3046.8,-10.312,2.8861,0.17146
20.141,3049.6,-10.305,2.8712,0.16989
20.191,3052.4,-10.298,2.837,0.16832
20.241,3055.1,-10.294,2.7887,0.16672
20.291,3057.8,-10.288,2.7555,0.16514
20.341,3060.5,-10.279,2.7459,0.16361
20.391,3063.1,-10.269,2.7545,0.16211
20.441,3065.7,-10.262,2.7343,0.16056
20.491,3068.3,-10.254,2.7294,0.15903
20.541,3070.9,-10.245,2.7312,0.15752
20.591,3073.5,-10.236,2.7286,0.15599
20.641,3076,-10.23,2.7054,0.15442
20.691,3078.5,-10.222,2.6958,0.15287
20.741,3081,-10.215,2.6805,0.15131
20.791,3083.4,-10.206,2.686,0.14979
20.841,3085.8,-10.198,2.6759,0.14824
20.891,3088.2,-10.189,2.6805,0.14671
20.941,3090.6,-10.176,2.7232,0.14526
20.991,3092.9,-10.165,2.752,0.14378
21.041,3095.2,-10.157,2.7486,0.14223
21.091,3097.5,-10.148,2.7617,0.14072
21.141,3099.8,-10.137,2.7965,0.13924
21.191,3102,-10.126,2.8279,0.13776
21.241,3104.3,-10.12,2.8106,0.13618
21.291,3106.5,-10.11,2.8388,0.1347
21.341,3108.6,-10.099,2.8903,0.13325
21.391,3110.8,-10.092,2.8828,0.13169
21.441,3112.9,-10.081,2.8378,0.13027
21.491,3115,-10.074,2.8421,0.12872
21.541,3117,-10.068,2.8454,0.12717
21.591,3119.1,-10.06,2.8305,0.12566
21.641,3121.1,-10.053,2.8346,0.12411
21.691,3123.1,-10.044,2.7952,0.12266
21.741,3125,-10.035,2.7545,0.12121
21.791,3127,-10.028,2.7474,0.11969
21.841,3128.9,-10.02,2.7051,0.11825
21.891,3130.8,-10.013,2.6948,0.11674
21.941,3132.7,-10.004,2.6507,0.11531
21.991,3134.5,-9.9976,2.6367,0.11382
22.041,3136.3,-9.9914,2.6297,0.11231
22.091,3138.1,-9.986,2.6359,0.11077
22.141,3139.9,-9.9782,2.5992,0.10934
22.191,3141.6,-9.9724,2.5931,0.10784
22.241,3143.3,-9.9669,2.5926,0.10633
22.291,3145,-9.9618,2.5975,0.1048
22.341,3146.7,-9.957,2.6079,0.10327
22.391,3148.3,-9.9516,2.6034,0.10177
22.441,3149.9,-9.9456,2.588,0.10031
22.491,3151.5,-9.9398,2.5716,0.098844
22.541,3153.1,-9.9341,2.5565,0.09738
22.591,3154.6,-9.9287,2.5457,0.095907
22.641,3156.1,-9.9233,2.5329,0.094442
22.691,3157.6,-9.9182,2.5247,0.092968
22.741,3159.1,-9.9131,2.5142,0.091501
22.791,3160.5,-9.9089,2.5189,0.089997
22.841,3162,-9.9036,2.5005,0.088554
22.891,3163.4,-9.9005,2.5244,0.087005
22.941,3164.7,-9.8966,2.5314,0.0855
22.991,3166.1,-9.8932,2.5493,0.08397
23.041,3167.4,-9.8858,2.476,0.082665
23.091,3168.7,-9.8807,2.4507,0.081246
23.141,3169.9,-9.8745,2.4012,0.079895
23.191,3171.2,-9.871,2.4058,0.078398
23.241,3172.4,-9.8663,2.3845,0.076974
23.291,3173.6,-9.8627,2.3821,0.075498
23.341,3174.8,-9.8589,2.373,0.07404
23.391,3175.9,-9.8566,2.3973,0.07249
23.441,3177,-9.852,2.3668,0.071092
23.491,3178.1,-9.8492,2.374,0.069589
23.541,3179.2,-9.8438,2.3244,0.068245
23.591,3180.2,-9.8407,2.3191,0.066776
23.641,3181.3,-9.8373,2.3071,0.065325
23.691,3182.3,-9.835,2.3179,0.063807
23.741,3183.2,-9.8307,2.2803,0.062428
23.791,3184.2,-9.8287,2.2933,0.060899
23.841,3185.1,-9.8256,2.2791,0.059448
23.891,3186,-9.8219,2.2475,0.058047
23.941,3186.9,-9.8171,2.1893,0.056728
23.991,3187.7,-9.8147,2.1813,0.055251
24.041,3188.6,-9.8098,2.1177,0.053955
24.091,3189.4,-9.8047,2.0509,0.052678
24.141,3190.1,-9.8014,2.0176,0.051285
24.191,3190.9,-9.7961,1.9462,0.050043
24.241,3191.6,-9.7933,1.9179,0.04863
24.291,3192.3,-9.7892,1.865,0.047321
24.341,3193,-9.7855,1.8167,0.045996
24.391,3193.7,-9.7789,1.7296,0.044874
24.441,3194.3,-9.7759,1.6913,0.043512
24.491,3194.9,-9.7726,1.6484,0.042175
24.541,3195.5,-9.7703,1.6156,0.040776
24.591,3196,-9.7637,1.5356,0.039679
24.641,3196.6,-9.7559,1.4518,0.038661
24.691,3197.1,-9.7491,1.3838,0.037571
24.741,3197.5,-9.7444,1.3333,0.036352
24.791,3198,-9.7404,1.2884,0.035091
24.841,3198.4,-9.7304,1.2125,0.034206
24.891,3198.8,-9.7285,1.1797,0.032835
24.941,3199.2,-9.723,1.1306,0.031687
24.991,3199.6,-9.7176,1.0764,0.030659
25.041,3199.9,-9.7167,1.0406,0.02935
25.091,3200.2,-9.7152,1.0026,0.028083
25.141,3200.5,-9.709,0.95005,0.027173
25.191,3200.8,-9.7019,0.89999,0.026335
25.241,3201,-9.6961,0.85742,0.025416
25.291,3201.3,-9.6925,0.82182,0.024361
25.341,3201.4,-9.6865,0.78561,0.023491
25.391,3201.6,-9.6792,0.75221,0.02274
25.441,3201.8,-9.6757,0.72601,0.021765
25.491,3201.9,-9.6681,0.70166,0.021109
25.541,3202,-9.748,2.2308,0.020616
25.591,3202,-9.7436,2.2448,0.020641
25.641,3202.1,-9.7383,2.2563,0.020811
25.691,3202.1,-9.7361,2.3067,0.020588
25.741,3202.1,-9.7327,2.3514,0.020556
25.791,3202.1,-9.7291,2.3998,0.020586
25.841,3202,-9.7244,2.4427,0.020767
25.891,3202,-9.7206,2.5012,0.020875
25.941,3201.9,-9.7169,2.567,0.021005
25.991,3201.7,-9.7108,2.6132,0.021386
26.041,3201.6,-9.7001,2.6172,0.022156
26.091,3201.4,-9.6897,2.634,0.022844
26.141,3201.2,-9.6754,2.6233,0.023753
26.191,3201,-9.6598,2.6135,0.024662
26.241,3200.7,-9.6508,2.6681,0.025149
26.291,3200.5,-9.6331,2.6607,0.026074
26.341,3200.2,-9.6106,2.6312,0.027145
26.391,3199.9,-9.5847,2.5942,0.028264
26.441,3199.5,-9.5565,2.559,0.029375
26.491,3199.2,-9.5274,2.5334,0.030432
26.541,3198.8,-9.485,2.4574,0.031789
26.591,3198.4,-9.4543,2.4515,0.03274
26.641,3197.9,-9.4094,2.3984,0.033968
26.691,3197.5,-9.3679,2.3727,0.035047
26.741,3197,-9.3227,2.3456,0.036141
26.854,3195.8,-7.9495,NaN,0.037281
26.917,3195.1,-7.8062,NaN,0.038354
26.981,3194.4,-7.6473,NaN,0.039626
27.047,3193.6,-7.4845,NaN,0.04086
