# Simulation 4 (Up to date)
# 1005 data points written for 5 variables.
# Simulation warnings:
#   Deploiement du systeme de recuperation à grande vitesse (22.6 m/s)
#
# Temps (s),Altitude (m),Accélération verticale (m/s²),Calibres marge de stabilité (​),Mach number (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
27.115,3192.7,-7.3236,NaN,0.041964
27.184,3191.8,-7.1479,NaN,0.043225
27.254,3190.8,-6.9755,NaN,0.044343
27.327,3189.8,-6.7903,NaN,0.045576
27.401,3188.7,-6.5925,NaN,0.04691
27.478,3187.6,-6.3915,NaN,0.048201
27.557,3186.4,-6.1765,NaN,0.049603
27.639,3185,-5.9584,NaN,0.050963
27.724,3183.6,-5.7483,NaN,0.052139
27.812,3182.1,-5.5267,NaN,0.053391
27.904,3180.5,-5.3027,NaN,0.054603
28,3178.8,-5.0665,NaN,0.055891
28.1,3177,-4.8213,NaN,0.057216
28.206,3174.9,-4.5778,NaN,0.058453
28.318,3172.8,-4.3037,NaN,0.059961
28.437,3170.4,-4.0403,NaN,0.06129
28.563,3167.8,-3.7642,NaN,0.06269
28.699,3165,-3.4904,NaN,0.064009
28.846,3161.9,-3.2093,NaN,0.065345
29.005,3158.4,-2.9272,NaN,0.066638
29.179,3154.5,-2.6204,NaN,0.068114
29.372,3150.1,-2.3323,NaN,0.069386
29.589,3145.1,-2.042,NaN,0.07064
29.836,3139.3,-1.7513,NaN,0.071865
30.122,3132.4,-1.4546,NaN,0.073114
30.466,3124,-1.1704,NaN,0.074253
30.919,3112.7,-0.89509,NaN,0.075301
31.419,3100.2,-0.59523,NaN,0.076483
31.919,3087.4,-0.36582,NaN,0.077361
32.419,3074.6,-0.22416,NaN,0.077849
32.919,3061.8,-0.12748,NaN,0.07818
33.419,3048.9,-0.07397,NaN,0.078305
33.919,3036.1,-0.030896,NaN,0.078426
34.419,3023.2,-0.0081665,NaN,0.078448
34.919,3010.3,0.0060388,NaN,0.078436
35.419,2997.4,0.014206,NaN,0.078398
35.919,2984.6,0.021933,NaN,0.078367
36.419,2971.7,0.027325,NaN,0.078325
36.919,2958.8,0.029492,NaN,0.078265
37.419,2946,0.031086,NaN,0.078205
37.919,2933.2,0.032706,NaN,0.078147
38.419,2920.3,0.033457,NaN,0.078085
38.919,2907.5,0.03413,NaN,0.078025
39.419,2894.7,0.033689,NaN,0.077956
39.919,2881.9,0.033937,NaN,0.077893
40.419,2869.1,0.034047,NaN,0.07783
40.919,2856.3,0.034395,NaN,0.077769
41.419,2843.5,0.03398,NaN,0.077703
41.919,2830.7,0.033888,NaN,0.077639
42.419,2818,0.034698,NaN,0.077583
42.919,2805.2,0.033731,NaN,0.077514
43.419,2792.4,0.033814,NaN,0.077452
43.919,2779.7,0.033166,NaN,0.077385
44.419,2767,0.033103,NaN,0.077322
44.919,2754.3,0.033838,NaN,0.077266
45.419,2741.5,0.032864,NaN,0.077197
45.919,2728.8,0.033044,NaN,0.077137
46.419,2716.1,0.034224,NaN,0.077085
46.919,2703.4,0.032467,NaN,0.077012
47.419,2690.8,0.033192,NaN,0.076956
47.919,2678.1,0.032317,NaN,0.076889
48.419,2665.4,0.032198,NaN,0.076827
48.919,2652.8,0.032831,NaN,0.076771
49.419,2640.1,0.032302,NaN,0.076707
49.919,2627.5,0.03268,NaN,0.07665
50.419,2614.8,0.031699,NaN,0.076583
50.919,2602.2,0.032141,NaN,0.076527
51.419,2589.6,0.031662,NaN,0.076464
51.919,2577,0.031701,NaN,0.076404
52.419,2564.4,0.032235,NaN,0.076349
52.919,2551.8,0.031517,NaN,0.076285
53.419,2539.2,0.032132,NaN,0.076231
53.919,2526.6,0.034177,NaN,0.076189
54.419,2514.1,0.030415,NaN,0.076106
54.919,2501.5,0.030341,NaN,0.076046
55.419,2488.9,0.030708,NaN,0.075989
55.919,2476.4,0.031331,NaN,0.07593
56.419,2463.8,0.031874,NaN,0.075871
56.919,2451.3,0.032253,NaN,0.075812
57.419,2438.8,0.032693,NaN,0.075754
57.919,2426.3,0.033076,NaN,0.075696
58.419,2413.8,0.032811,NaN,0.075635
58.919,2401.3,0.032113,NaN,0.07557
59.419,2388.8,0.033205,NaN,0.075518
59.919,2376.3,0.031708,NaN,0.075449
60.419,2363.8,0.032034,NaN,0.075391
60.919,2351.4,0.03196,NaN,0.075331
61.419,2338.9,0.031779,NaN,0.075271
61.919,2326.5,0.03155,NaN,0.07521
62.419,2314,0.031581,NaN,0.075151
62.919,2301.6,0.031546,NaN,0.075092
63.419,2289.2,0.031587,NaN,0.075034
63.919,2276.7,0.031645,NaN,0.074977
64.419,2264.3,0.033106,NaN,0.07493
64.919,2251.9,0.030757,NaN,0.074857
65.419,2239.5,0.030741,NaN,0.074799
65.919,2227.1,0.030714,NaN,0.074741
66.419,2214.8,0.030876,NaN,0.074684
66.919,2202.4,0.030681,NaN,0.074626
67.419,2190,0.031595,NaN,0.074575
67.919,2177.7,0.030354,NaN,0.074511
68.419,2165.3,0.030333,NaN,0.074453
68.919,2153,0.030325,NaN,0.074397
69.419,2140.7,0.030529,NaN,0.074342
69.919,2128.3,0.030209,NaN,0.074283
70.419,2116,0.031306,NaN,0.074236
70.919,2103.7,0.030292,NaN,0.074174
71.419,2091.4,0.029541,NaN,0.074113
71.919,2079.1,0.029562,NaN,0.074057
72.419,2066.8,0.029761,NaN,0.074003
72.919,2054.5,0.030075,NaN,0.07395
73.419,2042.3,0.029604,NaN,0.073892
73.919,2030,0.02934,NaN,0.073835
74.419,2017.7,0.029356,NaN,0.07378
74.919,2005.5,0.029354,NaN,0.073725
75.419,1993.2,0.030323,NaN,0.073678
75.919,1981,0.029202,NaN,0.073614
76.419,1968.8,0.029915,NaN,0.07356
76.919,1956.6,0.030235,NaN,0.073504
77.419,1944.3,0.030423,NaN,0.073448
77.919,1932.1,0.030502,NaN,0.073391
78.419,1919.9,0.030561,NaN,0.073335
78.919,1907.7,0.03081,NaN,0.073281
79.419,1895.6,0.030595,NaN,0.073224
79.919,1883.4,0.030221,NaN,0.073166
80.419,1871.2,0.030288,NaN,0.073111
80.919,1859.1,0.029991,NaN,0.073053
81.419,1846.9,0.030216,NaN,0.072999
81.919,1834.8,0.030135,NaN,0.072944
82.419,1822.6,0.029734,NaN,0.072886
82.919,1810.5,0.029915,NaN,0.072833
83.419,1798.4,0.029575,NaN,0.072776
83.919,1786.3,0.029521,NaN,0.072721
84.419,1774.1,0.029658,NaN,0.072667
84.919,1762,0.029982,NaN,0.072616
85.419,1750,0.029115,NaN,0.072556
85.919,1737.9,0.029076,NaN,0.072502
86.419,1725.8,0.029093,NaN,0.072448
86.919,1713.7,0.029127,NaN,0.072395
87.419,1701.7,0.028941,NaN,0.07234
87.919,1689.6,0.028881,NaN,0.072286
88.419,1677.5,0.029528,NaN,0.072238
88.919,1665.5,0.028587,NaN,0.072179
89.419,1653.5,0.028438,NaN,0.072125
89.919,1641.4,0.028496,NaN,0.072073
90.419,1629.4,0.028861,NaN,0.072023
90.919,1617.4,0.028181,NaN,0.071966
91.419,1605.4,0.028379,NaN,0.071915
91.919,1593.4,0.028104,NaN,0.071861
92.419,1581.4,0.030155,NaN,0.071824
92.919,1569.4,0.02721,NaN,0.071754
93.419,1557.4,0.027661,NaN,0.071704
93.919,1545.5,0.0276,NaN,0.071652
94.419,1533.5,0.02822,NaN,0.071604
94.919,1521.6,0.028741,NaN,0.071558
95.419,1509.6,0.026923,NaN,0.071495
95.919,1497.7,0.027229,NaN,0.071445
96.419,1485.7,0.027358,NaN,0.071393
96.919,1473.8,0.028105,NaN,0.071343
97.419,1461.9,0.028423,NaN,0.071291
97.919,1450,0.02923,NaN,0.071242
98.419,1438,0.028564,NaN,0.071185
98.919,1426.1,0.028537,NaN,0.071132
99.419,1414.2,0.028772,NaN,0.071081
99.919,1402.4,0.029167,NaN,0.071031
100.42,1390.5,0.028215,NaN,0.070973
100.92,1378.6,0.028812,NaN,0.070925
101.42,1366.7,0.028051,NaN,0.070868
101.92,1354.9,0.028293,NaN,0.070817
102.42,1343,0.029532,NaN,0.070775
102.92,1331.2,0.028093,NaN,0.070715
103.42,1319.4,0.027426,NaN,0.070659
103.92,1307.5,0.027598,NaN,0.070608
104.42,1295.7,0.027773,NaN,0.070557
104.92,1283.9,0.027729,NaN,0.070506
105.42,1272.1,0.028288,NaN,0.070459
105.92,1260.3,0.027526,NaN,0.070404
106.42,1248.5,0.029218,NaN,0.070365
106.92,1236.7,0.026683,NaN,0.070299
107.42,1224.9,0.026943,NaN,0.07025
107.92,1213.1,0.027689,NaN,0.070204
108.42,1201.4,0.026744,NaN,0.070148
108.92,1189.6,0.026885,NaN,0.070098
109.42,1177.8,0.02874,NaN,0.070062
109.92,1166.1,0.026231,NaN,0.069997
110.42,1154.4,0.027704,NaN,0.069956
110.92,1142.6,0.026453,NaN,0.069899
111.42,1130.9,0.026419,NaN,0.069849
111.92,1119.2,0.026649,NaN,0.069801
112.42,1107.5,0.027838,NaN,0.069761
112.92,1095.8,0.02589,NaN,0.0697
113.42,1084.1,0.025871,NaN,0.06965
113.92,1072.4,0.026062,NaN,0.069602
114.42,1060.7,0.026412,NaN,0.069556
114.92,1049,0.026097,NaN,0.069506
115.42,1037.3,0.026214,NaN,0.069458
115.92,1025.7,0.026063,NaN,0.069409
116.42,1014,0.026452,NaN,0.069364
116.92,1002.3,0.025787,NaN,0.069312
117.42,990.69,0.025777,NaN,0.069264
117.92,979.05,0.026677,NaN,0.069219
118.42,967.41,0.026849,NaN,0.069169
118.92,955.78,0.0268,NaN,0.069118
119.42,944.16,0.026943,NaN,0.069069
119.92,932.55,0.027004,NaN,0.06902
120.42,920.94,0.027446,NaN,0.068974
120.92,909.34,0.027272,NaN,0.068924
121.42,897.74,0.027081,NaN,0.068874
121.92,886.16,0.026686,NaN,0.068823
122.42,874.57,0.027454,NaN,0.068779
122.92,863,0.025963,NaN,0.068721
123.42,851.43,0.02637,NaN,0.068674
123.92,839.87,0.026378,NaN,0.068626
124.42,828.32,0.027037,NaN,0.068582
124.92,816.77,0.026133,NaN,0.068529
125.42,805.23,0.025942,NaN,0.068479
125.92,793.69,0.026362,NaN,0.068434
126.42,782.16,0.026284,NaN,0.068386
126.92,770.64,0.026389,NaN,0.068339
127.42,759.13,0.025677,NaN,0.068287
127.92,747.62,0.026135,NaN,0.068242
128.42,736.12,0.025638,NaN,0.068192
128.92,724.62,0.026001,NaN,0.068147
129.42,713.13,0.025728,NaN,0.068099
129.92,701.65,0.025401,NaN,0.06805
130.42,690.17,0.025517,NaN,0.068004
130.92,678.7,0.026241,NaN,0.067962
131.42,667.24,0.025337,NaN,0.06791
131.92,655.78,0.024943,NaN,0.067861
132.42,644.33,0.025506,NaN,0.067818
132.92,632.89,0.026071,NaN,0.067776
133.42,621.45,0.025491,NaN,0.067728
133.92,610.02,0.024889,NaN,0.067678
134.42,598.59,0.024358,NaN,0.067628
134.92,587.17,0.024677,NaN,0.067584
135.42,575.76,0.024755,NaN,0.067539
135.92,564.35,0.02515,NaN,0.067496
136.42,552.95,0.024716,NaN,0.067448
136.92,541.56,0.024359,NaN,0.0674
137.42,530.17,0.024695,NaN,0.067357
137.92,518.78,0.024505,NaN,0.067311
138.42,507.41,0.024322,NaN,0.067265
138.92,496.04,0.024353,NaN,0.06722
139.42,484.67,0.024681,NaN,0.067176
139.92,473.32,0.025543,NaN,0.067134
140.42,461.96,0.025649,NaN,0.067088
140.92,450.62,0.025321,NaN,0.067039
141.42,439.28,0.025072,NaN,0.06699
141.92,427.95,0.025677,NaN,0.066948
142.42,416.62,0.025158,NaN,0.066898
142.92,405.3,0.02522,NaN,0.066852
143.42,393.99,0.025546,NaN,0.066808
143.92,382.68,0.025492,NaN,0.066763
144.42,371.38,0.025358,NaN,0.066717
144.92,360.09,0.024747,NaN,0.066667
145.42,348.8,0.024778,NaN,0.066622
145.92,337.52,0.025162,NaN,0.066579
146.42,326.24,0.025068,NaN,0.066533
146.92,314.97,0.025014,NaN,0.066488
147.42,303.71,0.024432,NaN,0.066439
147.92,292.45,0.02478,NaN,0.066397
148.42,281.2,0.024394,NaN,0.066349
148.42,281.15,235.69,NaN,0.066308
148.42,281.1,224.9,NaN,0.064834
148.43,281.05,214.35,NaN,0.06336
148.43,281,204.05,NaN,0.061886
148.43,280.95,193.99,NaN,0.060412
148.43,280.9,184.17,NaN,0.058939
148.44,280.84,174.59,NaN,0.057465
148.44,280.79,165.25,NaN,0.055991
148.44,280.73,156.16,NaN,0.054517
148.45,280.67,147.31,NaN,0.053043
148.45,280.6,138.7,NaN,0.051569
148.45,280.54,130.34,NaN,0.050096
148.46,280.47,122.21,NaN,0.048622
148.46,280.41,114.33,NaN,0.047148
148.47,280.33,106.7,NaN,0.045674
148.47,280.26,99.299,NaN,0.0442
148.48,280.18,92.146,NaN,0.042726
148.48,280.1,85.236,NaN,0.041252
148.49,280.02,78.568,NaN,0.039778
148.5,279.93,72.143,NaN,0.038305
148.5,279.84,65.96,NaN,0.036831
148.51,279.74,60.02,NaN,0.035357
148.52,279.63,54.322,NaN,0.033884
148.53,279.52,48.867,NaN,0.03241
148.54,279.41,43.654,NaN,0.030936
148.56,279.28,38.684,NaN,0.029462
148.57,279.15,33.956,NaN,0.027989
148.59,279,29.471,NaN,0.026515
148.61,278.83,25.228,NaN,0.025042
148.63,278.65,21.229,NaN,0.023568
148.66,278.44,17.471,NaN,0.022095
148.7,278.2,13.955,NaN,0.020621
148.74,277.91,10.682,NaN,0.019147
148.81,277.53,7.6522,NaN,0.017673
148.91,277,4.8654,NaN,0.0162
149.13,275.97,2.3211,NaN,0.014727
149.63,273.73,0.030937,NaN,0.013269
150.13,271.48,-0.039017,NaN,0.013217
150.63,269.24,0.043974,NaN,0.013268
151.13,266.99,-0.045919,NaN,0.013208
151.63,264.75,0.073405,NaN,0.013298
152.08,262.72,-0.046317,NaN,0.013242
152.58,260.47,-0.011087,NaN,0.013224
153.08,258.23,0.027013,NaN,0.013256
153.58,255.99,-0.029486,NaN,0.013217
154.08,253.75,0.036707,NaN,0.013259
154.58,251.51,-0.018017,NaN,0.013236
155.08,249.27,0.017977,NaN,0.013255
155.58,247.02,-0.043097,NaN,0.013196
156.08,244.78,0.04636,NaN,0.01325
156.58,242.54,-0.052527,NaN,0.013182
157.08,240.3,0.073496,NaN,0.013271
157.58,238.05,-0.09452,NaN,0.013149
158.08,235.81,0.11392,NaN,0.013288
158.58,233.57,-0.13313,NaN,0.013119
159.08,231.34,0.19551,NaN,0.013362
159.58,229.09,-0.26496,NaN,0.013025
160.08,226.86,0.34382,NaN,0.013451
160.58,224.61,-0.43015,NaN,0.012908
161.08,222.38,0.52062,NaN,0.013551
161.58,220.13,-0.60095,NaN,0.012799
162.08,217.9,0.69986,NaN,0.01366
162.58,215.66,-0.82133,NaN,0.01263
163.07,213.48,0.98424,NaN,0.013842
163.51,211.52,-1.1029,NaN,0.012429
163.94,209.59,1.0252,NaN,0.013872
164.37,207.68,-0.88092,NaN,0.012604
164.87,205.45,0.73433,NaN,0.013672
165.37,203.21,-0.85384,NaN,0.012604
165.83,201.13,1.0174,NaN,0.013854
166.3,199.04,-1.0456,NaN,0.01246
166.68,197.32,1.1141,NaN,0.013923
167.18,195.08,-0.77193,NaN,0.012653
167.67,192.91,0.92701,NaN,0.013792
168.14,190.81,-1.0435,NaN,0.012455
168.59,188.78,1.1022,NaN,0.013895
169.04,186.77,-1.0788,NaN,0.012428
169.44,184.96,1.0672,NaN,0.013881
169.94,182.72,-0.83965,NaN,0.012592
170.44,180.52,1.0075,NaN,0.013828
170.86,178.62,-1.1517,NaN,0.012369
171.34,176.51,0.99741,NaN,0.013821
171.71,174.85,-1.0345,NaN,0.012476
172.21,172.62,0.60971,NaN,0.013565
172.71,170.38,-0.72005,NaN,0.012666
173.21,168.16,0.86611,NaN,0.013728
173.7,165.97,-1.0219,NaN,0.012451
174.13,164.08,1.1721,NaN,0.013919
174.62,161.86,-1.0047,NaN,0.01246
175.04,159.99,1.1828,NaN,0.013923
175.54,157.75,-0.98669,NaN,0.012469
175.96,155.86,1.1866,NaN,0.013921
176.44,153.69,-1.0048,NaN,0.012455
176.88,151.73,1.1414,NaN,0.013889
177.35,149.66,-1.0446,NaN,0.012425
177.81,147.6,1.0769,NaN,0.013845
178.25,145.65,-1.1046,NaN,0.01238
178.68,143.73,1.0245,NaN,0.013817
179.16,141.57,-0.90517,NaN,0.012525
179.66,139.37,0.99898,NaN,0.013789
180.08,137.48,-1.1664,NaN,0.012328
180.58,135.27,0.99358,NaN,0.013782
181.01,133.38,-1.1718,NaN,0.01232
181.47,131.32,1.0136,NaN,0.013795
181.8,129.89,-0.96568,NaN,0.01252
182.3,127.67,0.31287,NaN,0.013336
182.8,125.44,-0.35823,NaN,0.012893
183.3,123.21,0.41867,NaN,0.013402
183.8,120.98,-0.49993,NaN,0.012782
184.3,118.76,0.60303,NaN,0.013517
184.8,116.52,-0.71519,NaN,0.012629
185.29,114.34,0.87493,NaN,0.013697
185.75,112.29,-1.0088,NaN,0.012427
186.08,110.8,1.0714,NaN,0.013845
186.58,108.57,-0.53726,NaN,0.012755
187.08,106.35,0.63917,NaN,0.013533
187.58,104.12,-0.73697,NaN,0.012622
188.08,101.9,0.86598,NaN,0.013675
188.56,99.755,-1.0269,NaN,0.012399
188.93,98.065,1.1713,NaN,0.013875
189.43,95.83,-0.79858,NaN,0.012556
189.91,93.709,0.97189,NaN,0.013739
190.36,91.724,-1.0623,NaN,0.012372
190.85,89.57,1.0161,NaN,0.01376
191.28,87.64,-1.145,NaN,0.012306
191.76,85.538,1.0416,NaN,0.013773
192.2,83.565,-1.1215,NaN,0.01232
192.65,81.544,1.07,NaN,0.013789
193.1,79.544,-1.064,NaN,0.012362
193.48,77.862,1.0653,NaN,0.013799
193.98,75.63,-0.7346,NaN,0.012586
194.43,73.613,0.90755,NaN,0.013689
194.93,71.381,-0.91867,NaN,0.012455
195.35,69.512,1.1198,NaN,0.013813
195.85,67.28,-0.95428,NaN,0.012428
196.29,65.352,1.1539,NaN,0.013827
196.73,63.408,-1.0345,NaN,0.012376
197.18,61.399,0.96036,NaN,0.01371
197.68,59.167,-0.96198,NaN,0.012416
198.07,57.415,1.1771,NaN,0.013842
198.57,55.185,-0.87248,NaN,0.012477
199.02,53.17,1.0591,NaN,0.01376
199.49,51.084,-1.0579,NaN,0.012342
199.93,49.127,1.1321,NaN,0.0138
200.37,47.175,-1.053,NaN,0.012349
200.81,45.219,0.99212,NaN,0.013717
201.28,43.166,-0.92824,NaN,0.012439
201.78,40.958,0.95032,NaN,0.01368
202.22,39.006,-1.1325,NaN,0.01228
202.67,36.989,1.0663,NaN,0.013751
203.14,34.921,-1.0708,NaN,0.012321
203.58,32.957,1.1297,NaN,0.013785
203.98,31.216,-1.0434,NaN,0.012357
204.48,29.007,0.74948,NaN,0.01355
204.98,26.78,-0.90216,NaN,0.012437
205.35,25.129,1.118,NaN,0.013788
205.85,22.903,-0.73751,NaN,0.012548
206.35,20.696,0.89373,NaN,0.013627
206.74,18.957,-1.0372,NaN,0.012353
207.24,16.749,0.73904,NaN,0.013531
207.59,15.212,-0.81785,NaN,0.012535
208.09,12.998,0.3599,NaN,0.013276
208.59,10.776,-0.42493,NaN,0.012755
209.09,8.5644,0.51086,NaN,0.013371
209.59,6.3439,-0.5836,NaN,0.012658
210.09,4.1364,0.68749,NaN,0.013486
210.59,1.9121,-0.82216,NaN,0.012476
211.09,-0.28168,0.99558,NaN,0.013675
