# Simulation 3 (Up to date)
# 1006 data points written for 5 variables.
# Simulation warnings:
#   Deploiement du systeme de recuperation à grande vitesse (22.6 m/s)
#
# Temps (s),Altitude (m),Accélération verticale (m/s²),Calibres marge de stabilité (​),Mach number (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
25.611,3155.4,-9.7385,2.4309,0.019952
25.661,3155.4,-9.7346,2.4812,0.02012
25.711,3155.3,-9.7309,2.5399,0.020291
25.761,3155.2,-9.7264,2.5937,0.02059
25.811,3155.1,-9.7204,2.6362,0.021052
25.861,3155,-9.7119,2.6548,0.02175
25.911,3154.8,-9.704,2.6897,0.022347
25.961,3154.6,-9.6955,2.7257,0.022971
26.011,3154.4,-9.6872,2.771,0.023565
26.061,3154.2,-9.6799,2.8358,0.024079
26.111,3153.9,-9.663,2.8092,0.025183
26.161,3153.7,-9.6432,2.7732,0.026342
26.211,3153.4,-9.618,2.7119,0.027646
26.261,3153,-9.5958,2.6915,0.02871
26.311,3152.7,-9.5729,2.6797,0.029733
26.361,3152.3,-9.5518,2.6905,0.030644
26.411,3151.9,-9.5353,2.7376,0.031391
26.461,3151.5,-9.5071,2.7236,0.032467
26.511,3151,-9.4806,2.7294,0.033461
26.561,3150.6,-9.4389,2.6701,0.034763
26.673,3149.4,-8.0506,NaN,0.036009
26.736,3148.7,-7.899,NaN,0.037325
26.799,3148,-7.7497,NaN,0.038483
26.865,3147.2,-7.5869,NaN,0.039786
26.931,3146.4,-7.4228,NaN,0.041005
26.999,3145.5,-7.2505,NaN,0.042268
27.069,3144.6,-7.0699,NaN,0.043568
27.141,3143.6,-6.8912,NaN,0.044746
27.214,3142.6,-6.7065,NaN,0.04593
27.29,3141.4,-6.513,NaN,0.047162
27.368,3140.2,-6.2982,NaN,0.048609
27.448,3139,-6.0832,NaN,0.04997
27.532,3137.6,-5.8514,NaN,0.051469
27.618,3136.1,-5.625,NaN,0.052816
27.709,3134.6,-5.4033,NaN,0.054029
27.803,3132.9,-5.1654,NaN,0.055368
27.901,3131.1,-4.9277,NaN,0.056636
28.005,3129.2,-4.6822,NaN,0.057925
28.114,3127.1,-4.4201,NaN,0.059332
28.229,3124.8,-4.1554,NaN,0.060702
28.352,3122.3,-3.8783,NaN,0.06214
28.483,3119.6,-3.6022,NaN,0.063511
28.623,3116.7,-3.3117,NaN,0.064971
28.775,3113.4,-3.0338,NaN,0.066262
28.941,3109.7,-2.7592,NaN,0.067476
29.125,3105.6,-2.4826,NaN,0.068662
29.33,3100.9,-2.1878,NaN,0.069965
29.559,3095.5,-1.8826,NaN,0.071327
29.824,3089.2,-1.5993,NaN,0.07249
30.131,3081.8,-1.3053,NaN,0.073718
30.505,3072.6,-1.03,NaN,0.074801
30.999,3060.2,-0.76179,NaN,0.075817
31.499,3047.5,-0.47444,NaN,0.076955
31.999,3034.8,-0.29718,NaN,0.077578
32.499,3022,-0.17774,NaN,0.077987
32.999,3009.1,-0.10489,NaN,0.078194
33.499,2996.3,-0.051275,NaN,0.078354
33.999,2983.4,-0.021186,NaN,0.078403
34.499,2970.5,-0.0033236,NaN,0.078395
34.999,2957.6,0.011307,NaN,0.078388
35.499,2944.7,0.020208,NaN,0.078358
35.999,2931.9,0.025265,NaN,0.078311
36.499,2919,0.029309,NaN,0.078264
36.999,2906.1,0.0321,NaN,0.078213
37.499,2893.3,0.031836,NaN,0.078143
37.999,2880.5,0.032894,NaN,0.078083
38.499,2867.6,0.033932,NaN,0.078025
38.999,2854.8,0.0334,NaN,0.077956
39.499,2842,0.033834,NaN,0.077895
39.999,2829.2,0.034064,NaN,0.077833
40.499,2816.4,0.033666,NaN,0.077766
40.999,2803.6,0.033744,NaN,0.077703
41.499,2790.8,0.034216,NaN,0.077644
41.999,2778,0.034034,NaN,0.077581
42.499,2765.3,0.033218,NaN,0.077513
42.999,2752.5,0.033382,NaN,0.077452
43.499,2739.8,0.033214,NaN,0.077388
43.999,2727,0.033177,NaN,0.077326
44.499,2714.3,0.033773,NaN,0.077269
44.999,2701.6,0.032788,NaN,0.077201
45.499,2688.9,0.032797,NaN,0.077139
45.999,2676.2,0.033286,NaN,0.077082
46.499,2663.5,0.032506,NaN,0.077016
46.999,2650.8,0.033545,NaN,0.076963
47.499,2638.1,0.032077,NaN,0.076893
47.999,2625.4,0.032414,NaN,0.076834
48.499,2612.8,0.033795,NaN,0.076785
48.999,2600.1,0.032527,NaN,0.076718
49.499,2587.5,0.03197,NaN,0.076654
49.999,2574.8,0.03121,NaN,0.076589
50.499,2562.2,0.031595,NaN,0.076531
50.999,2549.6,0.032152,NaN,0.076476
51.499,2536.9,0.031656,NaN,0.076413
51.999,2524.3,0.031297,NaN,0.076352
52.499,2511.7,0.031147,NaN,0.076291
52.999,2499.1,0.032049,NaN,0.076239
53.499,2486.6,0.032153,NaN,0.076182
53.999,2474,0.031548,NaN,0.076115
54.499,2461.4,0.032116,NaN,0.076056
54.999,2448.8,0.03216,NaN,0.075994
55.499,2436.3,0.032851,NaN,0.075937
55.999,2423.7,0.032458,NaN,0.075873
56.499,2411.2,0.032862,NaN,0.075816
56.999,2398.7,0.032318,NaN,0.075752
57.499,2386.2,0.032646,NaN,0.075694
57.999,2373.6,0.032229,NaN,0.075631
58.499,2361.1,0.032154,NaN,0.075571
58.999,2348.6,0.032292,NaN,0.075512
59.499,2336.2,0.031994,NaN,0.075451
59.999,2323.7,0.032194,NaN,0.075393
60.499,2311.2,0.031771,NaN,0.075332
60.999,2298.7,0.03186,NaN,0.075273
61.499,2286.3,0.031882,NaN,0.075215
61.999,2273.8,0.031572,NaN,0.075155
62.499,2261.4,0.031395,NaN,0.075095
62.999,2249,0.031348,NaN,0.075037
63.499,2236.5,0.03174,NaN,0.074982
63.999,2224.1,0.03114,NaN,0.07492
64.499,2211.7,0.030969,NaN,0.074862
64.999,2199.3,0.03126,NaN,0.074806
65.499,2186.9,0.031226,NaN,0.074749
65.999,2174.5,0.031095,NaN,0.074692
66.499,2162.2,0.030397,NaN,0.07463
66.999,2149.8,0.030511,NaN,0.074574
67.499,2137.4,0.030361,NaN,0.074516
67.999,2125.1,0.030388,NaN,0.07446
68.499,2112.7,0.030266,NaN,0.074403
68.999,2100.4,0.031274,NaN,0.074354
69.499,2088,0.029715,NaN,0.074288
69.999,2075.7,0.029802,NaN,0.074233
70.499,2063.4,0.03001,NaN,0.074178
70.999,2051.1,0.030041,NaN,0.074123
71.499,2038.8,0.029651,NaN,0.074065
71.999,2026.5,0.030019,NaN,0.074013
72.499,2014.2,0.02957,NaN,0.073955
72.999,2001.9,0.030002,NaN,0.073903
73.499,1989.7,0.029093,NaN,0.073843
73.999,1977.4,0.02977,NaN,0.073788
74.499,1965.1,0.030341,NaN,0.073733
74.999,1952.9,0.030547,NaN,0.073677
75.499,1940.6,0.031808,NaN,0.073629
75.999,1928.4,0.030192,NaN,0.073561
76.499,1916.2,0.03105,NaN,0.07351
76.999,1904,0.030739,NaN,0.073452
77.499,1891.7,0.03082,NaN,0.073397
77.999,1879.5,0.030019,NaN,0.073335
78.499,1867.3,0.03012,NaN,0.07328
78.999,1855.2,0.033215,NaN,0.073247
79.499,1843,0.030374,NaN,0.073175
79.999,1830.8,0.028626,NaN,0.073107
80.499,1818.6,0.030556,NaN,0.073064
80.999,1806.5,0.029942,NaN,0.073005
81.499,1794.3,0.029174,NaN,0.072945
81.999,1782.2,0.030529,NaN,0.072899
82.499,1770,0.028521,NaN,0.072831
82.999,1757.9,0.029893,NaN,0.072785
83.499,1745.8,0.028991,NaN,0.072724
83.999,1733.7,0.028798,NaN,0.072668
84.499,1721.6,0.029006,NaN,0.072615
84.999,1709.5,0.029069,NaN,0.072561
85.499,1697.4,0.030976,NaN,0.072522
85.999,1685.3,0.028122,NaN,0.07245
86.499,1673.2,0.028444,NaN,0.072398
86.999,1661.1,0.028539,NaN,0.072345
87.499,1649.1,0.028594,NaN,0.072292
87.999,1637,0.028734,NaN,0.07224
88.499,1625,0.028577,NaN,0.072186
88.999,1612.9,0.02852,NaN,0.072133
89.499,1600.9,0.028368,NaN,0.072079
89.999,1588.9,0.029212,NaN,0.072033
90.499,1576.9,0.02796,NaN,0.071973
90.999,1564.8,0.027989,NaN,0.071921
91.499,1552.8,0.028129,NaN,0.07187
91.999,1540.8,0.028918,NaN,0.071824
92.499,1528.8,0.027615,NaN,0.071764
92.999,1516.9,0.028109,NaN,0.071716
93.499,1504.9,0.028351,NaN,0.071667
93.999,1492.9,0.027581,NaN,0.071611
94.499,1480.9,0.027853,NaN,0.071559
94.999,1469,0.028953,NaN,0.071511
95.499,1457,0.028023,NaN,0.071451
95.999,1445.1,0.028497,NaN,0.071399
96.499,1433.2,0.028658,NaN,0.071346
96.999,1421.2,0.028838,NaN,0.071294
97.499,1409.3,0.031236,NaN,0.071259
97.999,1397.4,0.027786,NaN,0.071185
98.499,1385.5,0.028325,NaN,0.071135
98.999,1373.6,0.028663,NaN,0.071085
99.499,1361.7,0.027959,NaN,0.071028
99.999,1349.8,0.028982,NaN,0.070982
100.5,1337.9,0.029454,NaN,0.070935
101,1326.1,0.027208,NaN,0.070868
101.5,1314.2,0.02816,NaN,0.070822
102,1302.3,0.027743,NaN,0.070768
102.5,1290.5,0.027683,NaN,0.070716
103,1278.6,0.028201,NaN,0.070668
103.5,1266.8,0.027542,NaN,0.070613
104,1255,0.027629,NaN,0.070562
104.5,1243.2,0.028191,NaN,0.070515
105,1231.3,0.027364,NaN,0.070459
105.5,1219.5,0.027365,NaN,0.070409
106,1207.7,0.027222,NaN,0.070357
106.5,1195.9,0.02725,NaN,0.070307
107,1184.1,0.027227,NaN,0.070256
107.5,1172.4,0.02718,NaN,0.070206
108,1160.6,0.027124,NaN,0.070156
108.5,1148.8,0.027244,NaN,0.070107
109,1137.1,0.026911,NaN,0.070056
109.5,1125.3,0.027453,NaN,0.07001
110,1113.6,0.026786,NaN,0.069957
110.5,1101.8,0.027465,NaN,0.069913
111,1090.1,0.026237,NaN,0.069856
111.5,1078.4,0.026618,NaN,0.069809
112,1066.6,0.02909,NaN,0.069778
112.5,1054.9,0.025992,NaN,0.069711
113,1043.2,0.026,NaN,0.069662
113.5,1031.5,0.025489,NaN,0.06961
114,1019.8,0.026043,NaN,0.069565
114.5,1008.1,0.025973,NaN,0.069516
115,996.44,0.025745,NaN,0.069466
115.5,984.77,0.02584,NaN,0.069417
116,973.1,0.028464,NaN,0.069383
116.5,961.44,0.026201,NaN,0.069318
117,949.79,0.026585,NaN,0.069269
117.5,938.14,0.026835,NaN,0.06922
118,926.5,0.027142,NaN,0.069172
118.5,914.86,0.02709,NaN,0.069122
119,903.23,0.026933,NaN,0.069071
119.5,891.61,0.026916,NaN,0.069022
120,880,0.027239,NaN,0.068975
120.5,868.39,0.027079,NaN,0.068925
121,856.79,0.028334,NaN,0.068886
121.5,845.2,0.02583,NaN,0.068822
122,833.61,0.026166,NaN,0.068775
122.5,822.03,0.026372,NaN,0.068727
123,810.46,0.026456,NaN,0.068679
123.5,798.89,0.026204,NaN,0.068629
124,787.33,0.027556,NaN,0.06859
124.5,775.77,0.026125,NaN,0.068535
125,764.23,0.025602,NaN,0.068483
125.5,752.68,0.025831,NaN,0.068436
126,741.15,0.025941,NaN,0.068389
126.5,729.62,0.025826,NaN,0.068341
127,718.1,0.026126,NaN,0.068295
127.5,706.58,0.025672,NaN,0.068246
128,695.08,0.026761,NaN,0.068206
128.5,683.57,0.025311,NaN,0.06815
129,672.08,0.025833,NaN,0.068107
129.5,660.59,0.025068,NaN,0.068055
130,649.11,0.026307,NaN,0.068017
130.5,637.63,0.025161,NaN,0.067964
131,626.16,0.024826,NaN,0.067915
131.5,614.7,0.028729,NaN,0.067895
132,603.24,0.023566,NaN,0.067818
132.5,591.79,0.02407,NaN,0.067774
133,580.34,0.024563,NaN,0.06773
133.5,568.9,0.024564,NaN,0.067683
134,557.47,0.024713,NaN,0.067638
134.5,546.04,0.025482,NaN,0.067598
135,534.62,0.024462,NaN,0.067546
135.5,523.21,0.025619,NaN,0.067509
136,511.8,0.025778,NaN,0.067466
136.5,500.4,0.023568,NaN,0.067408
137,489.01,0.024919,NaN,0.067371
137.5,477.62,0.025809,NaN,0.067328
138,466.23,0.024362,NaN,0.067272
138.5,454.86,0.025157,NaN,0.067228
139,443.49,0.026635,NaN,0.067191
139.5,432.12,0.025937,NaN,0.067141
140,420.77,0.024474,NaN,0.067085
140.5,409.42,0.025992,NaN,0.067047
141,398.07,0.024593,NaN,0.066992
141.5,386.73,0.024851,NaN,0.066947
142,375.4,0.025131,NaN,0.066902
142.5,364.07,0.025165,NaN,0.066856
143,352.76,0.025021,NaN,0.066809
143.5,341.44,0.025074,NaN,0.066764
144,330.13,0.025135,NaN,0.066719
144.5,318.83,0.024869,NaN,0.066672
145,307.54,0.02503,NaN,0.066628
145.5,296.25,0.025712,NaN,0.066588
146,284.97,0.026736,NaN,0.066551
146,284.92,235.66,NaN,0.066487
146,284.87,224.9,NaN,0.065013
146.01,284.82,214.38,NaN,0.063539
146.01,284.77,204.1,NaN,0.062065
146.01,284.72,194.06,NaN,0.060591
146.01,284.67,184.27,NaN,0.059118
146.02,284.61,174.71,NaN,0.057644
146.02,284.56,165.4,NaN,0.05617
146.02,284.5,156.33,NaN,0.054696
146.03,284.44,147.5,NaN,0.053222
146.03,284.37,138.91,NaN,0.051748
146.03,284.31,130.56,NaN,0.050275
146.04,284.24,122.45,NaN,0.048801
146.04,284.17,114.59,NaN,0.047327
146.05,284.1,106.96,NaN,0.045853
146.05,284.03,99.577,NaN,0.044379
146.06,283.95,92.434,NaN,0.042906
146.06,283.87,85.533,NaN,0.041432
146.07,283.79,78.873,NaN,0.039958
146.08,283.7,72.454,NaN,0.038484
146.08,283.6,66.276,NaN,0.037011
146.09,283.51,60.34,NaN,0.035537
146.1,283.4,54.645,NaN,0.034064
146.11,283.29,49.192,NaN,0.032591
146.12,283.18,43.977,NaN,0.031117
146.14,283.05,39.005,NaN,0.029643
146.15,282.91,34.273,NaN,0.028168
146.17,282.77,29.783,NaN,0.026694
146.19,282.6,25.534,NaN,0.025221
146.21,282.42,21.528,NaN,0.023748
146.24,282.22,17.762,NaN,0.022275
146.27,281.98,14.238,NaN,0.020801
146.32,281.69,10.956,NaN,0.019329
146.38,281.32,7.9183,NaN,0.017861
146.48,280.81,5.122,NaN,0.016391
146.67,279.87,2.5637,NaN,0.014915
147.17,277.62,0.25188,NaN,0.013453
147.67,275.37,-0.3011,NaN,0.01307
148.17,273.12,0.39599,NaN,0.013566
148.67,270.87,-0.46433,NaN,0.012978
149.17,268.63,0.51393,NaN,0.013615
149.67,266.37,-0.59209,NaN,0.012867
150.17,264.13,0.69221,NaN,0.013727
150.67,261.87,-0.7893,NaN,0.012731
151.17,259.64,0.91662,NaN,0.01387
151.63,257.59,-1.0614,NaN,0.012525
152.1,255.46,1.0366,NaN,0.013945
152.56,253.43,-1.1013,NaN,0.012491
152.94,251.69,1.0811,NaN,0.013984
153.44,249.44,-0.75659,NaN,0.012736
153.93,247.25,0.90315,NaN,0.013858
154.42,245.05,-1.0187,NaN,0.012544
154.82,243.22,1.1667,NaN,0.014022
155.32,240.97,-0.90049,NaN,0.012626
155.78,238.91,1.069,NaN,0.013952
156.25,236.79,-1.0634,NaN,0.012505
156.66,234.94,1.1268,NaN,0.013991
157.16,232.69,-0.9018,NaN,0.012618
157.61,230.68,1.0751,NaN,0.01395
157.97,229.08,-0.96878,NaN,0.012606
158.47,226.84,0.47553,NaN,0.013556
158.97,224.59,-0.55617,NaN,0.012856
159.47,222.35,0.65935,NaN,0.013672
159.97,220.1,-0.76705,NaN,0.012706
160.47,217.87,0.91164,NaN,0.013835
160.89,216.01,-1.049,NaN,0.012513
161.39,213.77,0.83493,NaN,0.013781
161.83,211.79,-0.95791,NaN,0.012576
162.33,209.56,0.87067,NaN,0.0138
162.82,207.35,-1.0189,NaN,0.012515
163.18,205.72,1.1861,NaN,0.014013
163.68,203.48,-0.70962,NaN,0.012735
164.18,201.24,0.84544,NaN,0.01378
164.67,199.04,-0.99169,NaN,0.012531
165.11,197.06,1.1366,NaN,0.013959
165.59,194.91,-1.0458,NaN,0.012487
166.02,192.97,1.1415,NaN,0.01396
166.46,191.01,-0.99923,NaN,0.012529
166.92,188.94,0.90826,NaN,0.013816
167.42,186.69,-0.93726,NaN,0.012559
167.87,184.68,1.1169,NaN,0.013936
168.33,182.61,-1.0627,NaN,0.012467
168.78,180.6,1.0886,NaN,0.013917
169.26,178.45,-1.0395,NaN,0.012479
169.68,176.55,1.1445,NaN,0.01395
170.15,174.45,-0.96702,NaN,0.012536
170.65,172.23,1.0058,NaN,0.013855
171.08,170.32,-1.1645,NaN,0.012384
171.57,168.12,1.0101,NaN,0.013855
172,166.21,-1.1582,NaN,0.012386
172.47,164.1,0.99821,NaN,0.013847
172.94,162,-1.0656,NaN,0.012448
173.38,160.04,1.1233,NaN,0.013921
173.86,157.87,-1.026,NaN,0.012474
174.29,155.94,1.1495,NaN,0.013934
174.76,153.84,-1.0126,NaN,0.012484
175.23,151.76,1.0631,NaN,0.013876
175.67,149.76,-1.094,NaN,0.012421
176.14,147.66,1.0433,NaN,0.01386
176.51,146.04,-1.0501,NaN,0.012478
177.01,143.81,0.57468,NaN,0.013555
177.51,141.57,-0.67897,NaN,0.012706
178.01,139.34,0.81581,NaN,0.013708
178.49,137.21,-0.95179,NaN,0.012518
178.85,135.56,1.0647,NaN,0.013884
179.35,133.31,-0.68552,NaN,0.012695
179.85,131.09,0.82913,NaN,0.013713
180.29,129.12,-0.96244,NaN,0.012512
180.77,127.02,0.8884,NaN,0.013753
181.22,124.98,-0.93398,NaN,0.012527
181.72,122.76,0.92269,NaN,0.013763
182.17,120.78,-1.0827,NaN,0.01241
182.62,118.76,1.0202,NaN,0.013826
183.11,116.57,-1.0072,NaN,0.012458
183.54,114.64,1.1472,NaN,0.013899
184.02,112.48,-1.0265,NaN,0.012441
184.46,110.54,1.1462,NaN,0.013894
184.9,108.54,-1.0232,NaN,0.012447
185.3,106.75,1.0004,NaN,0.013815
185.8,104.51,-0.7671,NaN,0.012628
186.3,102.29,0.9061,NaN,0.013736
186.66,100.73,-1.017,NaN,0.012475
187.16,98.504,0.50646,NaN,0.013482
187.66,96.265,-0.61283,NaN,0.012718
188.16,94.044,0.75328,NaN,0.01364
188.66,91.812,-0.89333,NaN,0.012527
189.11,89.795,1.0613,NaN,0.013826
189.55,87.854,-1.0311,NaN,0.012428
190.05,85.635,0.92451,NaN,0.013733
190.5,83.597,-1.0906,NaN,0.012373
190.92,81.748,1.1075,NaN,0.013853
191.42,79.509,-0.9162,NaN,0.012494
191.85,77.568,1.1083,NaN,0.013846
192.27,75.712,-0.98526,NaN,0.01246
192.68,73.893,0.82895,NaN,0.013686
193.01,72.434,-0.58945,NaN,0.012787
193.51,70.209,0.18277,NaN,0.013255
194.01,67.976,-0.24271,NaN,0.01295
194.51,65.75,0.29314,NaN,0.013307
195.01,63.519,-0.33309,NaN,0.012895
195.51,61.295,0.38924,NaN,0.013368
196.01,59.062,-0.45238,NaN,0.012809
196.51,56.841,0.53441,NaN,0.013459
197.01,54.606,-0.63589,NaN,0.012671
197.46,52.604,0.79569,NaN,0.013642
197.96,50.37,-0.79053,NaN,0.012569
198.4,48.412,0.95926,NaN,0.013736
198.83,46.479,-0.87958,NaN,0.012516
199.33,44.262,0.77159,NaN,0.013603
199.75,42.418,-0.87987,NaN,0.012518
200.25,40.201,0.69981,NaN,0.01356
200.75,37.967,-0.83918,NaN,0.01252
201.23,35.85,1.0139,NaN,0.013752
201.68,33.848,-1.1084,NaN,0.012325
202.11,31.93,1.0928,NaN,0.013801
202.56,29.924,-0.96777,NaN,0.012433
203.06,27.712,0.93596,NaN,0.013694
203.5,25.769,-1.1049,NaN,0.012325
203.96,23.708,1.0202,NaN,0.013747
204.43,21.648,-1.0608,NaN,0.012351
204.78,20.04,1.1313,NaN,0.01383
205.28,17.809,-0.6968,NaN,0.012602
205.78,15.596,0.84513,NaN,0.013627
206.26,13.504,-0.99751,NaN,0.012394
206.73,11.419,1.0626,NaN,0.013761
207.16,9.4766,-1.1281,NaN,0.012294
207.6,7.5531,1.0524,NaN,0.013758
208.09,5.3411,-0.95578,NaN,0.012416
208.53,3.3966,1.1358,NaN,0.013801
208.98,1.3862,-1.0445,NaN,0.012352
209.46,-0.7486,1.0318,NaN,0.013732
