c_1,0,0,0.4999299,-0.2093651,3.52,-6.546091,0,0,17.08947,-37.34894,84.3773,-204.3425
c_2,5.124195e-06,-1.286475e-10,0.5198344,-0.2271819,3.611778,-6.751669,5.124195e-06,-1.286475e-10,17.08948,-37.34896,84.37997,-204.3471
c_3,1.024839e-05,-5.14325e-10,0.6193569,-0.3303787,3.703556,-6.957402,1.024839e-05,-5.14325e-10,17.08949,-37.34897,84.38264,-204.3518
c_4,1.537259e-05,-1.156634e-09,0.7649434,-0.5234731,3.813066,-7.202639,1.537259e-05,-1.156634e-09,17.08949,-37.34899,84.38532,-204.3564
c_5,2.049678e-05,-2.055178e-09,0.9020979,-0.748998,3.901855,-7.40109,2.049678e-05,-2.055178e-09,17.0895,-37.34901,84.38799,-204.3611
c_6,4.611776e-05,-1.037748e-08,1.02611,-0.985287,3.987749,-7.592753,4.611776e-05,-1.037748e-08,17.08954,-37.34909,84.40112,-204.3839
c_7,7.173874e-05,-2.50459e-08,1.151135,-1.248878,4.07959,-7.797487,7.173874e-05,-2.50459e-08,17.08958,-37.34918,84.41426,-204.4068
c_8,9.735972e-05,-4.60107e-08,1.287169,-1.556141,4.188743,-8.040838,9.735972e-05,-4.60107e-08,17.08961,-37.34927,84.4274,-204.4296
c_9,0.0001229807,-7.322215e-08,1.405732,-1.833269,4.289954,-8.266779,0.0001229807,-7.322215e-08,17.08965,-37.34936,84.44053,-204.4524
c_10,0.0002510856,-3.012373e-07,1.516912,-2.094436,4.391165,-8.493141,0.0002510856,-3.012373e-07,17.08984,-37.3498,,50.38378
c_11,0.0003791905,-6.77955e-07,1.619534,-2.332163,4.488993,-8.712323,0.0003791905,-6.77955e-07,17.09003,-37.35024,,50.38646
c_12,0.0005072954,-1.197155e-06,1.716457,-2.551138,4.593764,-8.947345,0.0005072954,-1.197155e-06,17.09023,-37.35068,,50.38914
c_13,0.0006354002,-1.852619e-06,1.810998,-2.758509,4.721107,-9.233122,0.0006354002,-1.852619e-06,17.09042,-37.35112,,50.39183
c_14,0.001275925,-6.956208e-06,1.906162,-2.961384,4.862674,-9.550663,0.001275925,-6.956208e-06,17.09137,-37.35331,,50.39451
c_15,0.001916449,-1.453345e-05,2.007477,-3.172716,4.976276,-9.805286,0.001916449,-1.453345e-05,17.09232,-37.35551,,50.40769
c_16,0.002556974,-2.38069e-05,2.132842,-3.432096,5.091722,-10.06395,0.002556974,-2.38069e-05,17.09328,-37.35771,,50.42087
c_17,0.003197498,-3.399913e-05,2.229367,-3.634097,5.225317,-10.36334,0.003197498,-3.399913e-05,17.09423,-37.35991,,50.43405
c_18,0.00640012,-7.15308e-05,2.265962,-3.711842,5.360321,-10.66617,0.00640012,-7.15308e-05,17.099,-37.37091,,50.44722
c_19,0.009602743,-1.541157e-05,2.302556,-3.790406,5.495326,-10.96937,0.009602743,-1.541157e-05,17.10377,-37.3819,,0.9883995
c_20,0.01280537,0.0002315444,2.334467,-3.859648,5.625021,-11.26095,0.01280537,0.0002315444,17.10854,-37.3929,,0.9391922
c_21,0.01600799,0.000766527,2.345733,-3.884262,5.770586,-11.58841,0.01600799,0.000766527,17.1133,-37.4039,,0.8908101
c_22,0.02217836,0.002950876,2.356999,-3.908966,5.930137,-11.94738,0.02217836,0.002950876,17.13715,-37.4589,,0.8430889
c_23,0.02834874,0.006923659,2.367265,-3.931557,6.089687,-12.30633,0.02834874,0.006923659,17.16099,-37.5139,,0.7962728
c_24,0.03451911,0.0128174,2.418596,-4.04565,6.239862,-12.64419,0.03451911,0.0128174,17.18483,-37.56893,,0.5763583
c_25,0.04068949,0.02061938,2.462563,-4.144836,6.411966,-13.03154,0.04068949,0.02061938,17.20867,-37.62397,,0.3715969
c_26,0.04685987,0.0302716,2.50653,-4.245262,6.590926,-13.43464,0.04685987,0.0302716,17.32788,-37.89939,,0.1799535
c_27,0.05303024,0.04179595,2.524107,-4.285716,6.769886,-13.83809,0.05303024,0.04179595,17.44709,-38.17524,,-0.0003022552
c_28,0.05920061,0.05519074,2.541685,-4.32633,6.947664,-14.23915,0.05920061,0.05519074,17.5663,-38.45156,,-1.73935
c_29,0.06537099,0.07045419,2.567593,-4.38645,7.161779,-14.72241,0.06537099,0.07045419,17.68551,-38.72845,,-1.739216
c_30,0.09622286,0.1748707,2.576845,-4.407985,7.399139,-15.25829,0.09622286,0.1748707,18.09374,-39.68203,,-1.739087
c_31,0.1270747,0.3264322,2.586098,-4.42955,7.60433,-15.7217,0.1270747,0.3264322,18.50197,-40.64548,,-1.738962
c_32,0.1579266,0.52551,2.594153,-4.448347,7.8465,-16.26895,0.1579266,0.52551,18.9102,-41.62008,,-1.738841
c_33,0.1887785,0.7724044,2.634428,-4.542603,8.101569,-16.84579,0.1887785,0.7724044,19.31843,-42.60637,,-1.738302
c_34,0.2542296,1.455646,2.653934,-4.588367,8.334587,-17.37313,0.2542296,1.455646,19.5774,-43.23799,,-1.737839
c_35,0.3196806,2.35811,2.673441,-4.634171,8.581985,-17.93332,0.3196806,2.35811,19.83637,-43.87386,,-1.737436
c_36,0.3851317,3.482765,2.690537,-4.674334,8.863805,-18.57176,0.3851317,3.482765,20.09534,-44.51367,,-1.737084
c_37,0.4505828,4.832376,2.710405,-4.721004,9.164332,-19.25293,0.4505828,4.832376,20.35432,-45.15713,,1.004214
c_38,0.4629196,5.112166,2.720751,-4.745296,9.473711,-19.95459,0.4629196,5.112166,20.61329,-45.8039,,1.004137
c_39,0.4752564,5.40004,2.726101,-4.757853,9.758964,-20.60197,0.4752564,5.40004,20.87226,-46.45364,,1.004062
c_40,0.4875931,5.696012,2.731451,-4.770407,10.03926,-21.23848,0.4875931,5.696012,21.13124,-47.10607,,1.00399
c_41,0.4999299,6.000094,2.736581,-4.78244,10.32726,-21.89284,0.4999299,6.000094,21.39021,-47.76089,,1.00392
c_42,,0,2.76223,-4.842546,10.62683,-22.57383,0.4999299,5.996345,21.72865,-48.61979,,1.003609
c_43,,-5.019889e-05,2.78207,-4.888944,10.93655,-23.27824,0.5198344,6.503768,22.06708,-49.48182,,1.003342
